,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Lucas Glover,74,20.03,674,135
1,2,2,Rickie Fowler,84,19.46,668,130
2,3,3,Jason Day,76,19.31,611,118
3,4,4,Kevin Na,84,19.29,648,125
4,5,5,Brandt Snedeker,85,18.92,687,130
5,6,6,Steve Marino,76,18.78,639,120
6,7,7,David Toms,78,18.68,637,119
7,8,8,Steve Stricker,70,18.25,526,96
8,9,9,Hunter Haas,96,18.22,922,168
9,10,10,Graeme McDowell,50,18.13,364,66
10,11,11,Pat Perez,76,18.09,724,131
11,12,12,Matt Bettencourt,84,18.07,819,148
12,13,13,Joe Ogilvie,75,17.99,617,111
13,14,14,K.J. Choi,77,17.87,638,114
14,15,15,Matt McQuillan,59,17.67,515,91
15,16,16,Charlie Wi,83,17.64,805,142
16,17,17,Brendon de Jonge,105,17.46,962,168
17,T18,T18,Chris Couch,73,17.45,745,130
18,T18,T18,J.P. Hayes,56,17.45,510,89
19,20,20,Greg Chalmers,88,17.44,774,135
20,21,21,Fabián Gómez,84,17.41,764,133
21,22,22,Andres Romero,77,17.35,680,118
22,23,23,Lee Janzen,62,17.25,539,93
23,24,24,David Mathis,83,17.16,740,127
24,25,25,Cameron Beckman,71,17.08,691,118
25,26,26,Ryan Moore,79,17.07,627,107
26,T27,T27,Bryce Molder,82,17.06,756,129
27,T27,T27,Nick Watney,80,17.06,639,109
28,29,29,Luke Donald,73,17.05,516,88
29,30,30,Brian Gay,90,16.99,777,132
30,31,31,Shane Bertsch,62,16.91,538,91
31,32,32,Aaron Baddeley,77,16.9,639,108
32,33,33,Hunter Mahan,92,16.83,826,139
33,T34,T34,Sergio Garcia,61,16.77,465,78
34,T34,T34,Kevin Streelman,90,16.77,781,131
35,36,36,Michael Thompson,79,16.71,748,125
36,T37,T37,Sung Kang,63,16.67,558,93
37,T37,T37,Roland Thatcher,67,16.67,660,110
38,T39,T39,David Hearn,88,16.65,853,142
39,T39,T39,Webb Simpson,98,16.65,847,141
40,41,41,Freddie Jacobson,92,16.62,722,120
41,42,42,Jim Renner,65,16.61,560,93
42,43,43,Harrison Frazar,58,16.59,416,69
43,44,44,Brian Davis,105,16.53,950,157
44,45,45,Martin Piller,63,16.52,569,94
45,46,46,Geoff Ogilvy,69,16.51,545,90
46,47,47,Kent Jones,76,16.49,746,123
47,48,48,Retief Goosen,50,16.48,437,72
48,49,49,Arjun Atwal,91,16.47,850,140
49,50,50,Rod Pampling,72,16.45,626,103
50,51,51,Camilo Villegas,69,16.44,590,97
51,T52,T52,Blake Adams,116,16.43,1114,183
52,T52,T52,Bio Kim,71,16.43,572,94
53,54,54,John Merrick,71,16.39,671,110
54,55,55,Tag Ridings,87,16.37,782,128
55,56,56,Scott McCarron,65,16.32,570,93
56,57,57,John Rollins,85,16.31,797,130
57,T58,T58,Chez Reavie,92,16.22,894,145
58,T58,T58,Y.E. Yang,63,16.22,444,72
59,60,60,Mark Wilson,89,16.18,748,121
60,61,61,Kevin Kisner,70,16.16,594,96
61,62,62,Paul Stankowski,78,16.15,675,109
62,T63,T63,Ángel Cabrera,50,16.12,366,59
63,T63,T63,Nick O'Hern,89,16.12,819,132
64,65,65,Padraig Harrington,60,16.04,455,73
65,66,66,Matt Jones,71,15.98,651,104
66,67,67,Zach Johnson,79,15.96,664,106
67,68,68,Johnson Wagner,81,15.84,789,125
