,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
81,T76,T76,Steve Stricker,70,83.33,42,35
82,T83,T83,Jason Day,76,82.86,35,29
83,T83,T83,Rod Pampling,72,82.86,35,29
84,85,85,Ben Martin,74,82.5,40,33
85,86,86,Colt Knost,80,82.35,34,28
86,T87,T87,Matt McQuillan,59,82.14,28,23
87,T87,T87,Johnson Wagner,81,82.14,28,23
88,89,89,Cameron Beckman,71,82.0,50,41
89,T90,T90,Brian Davis,105,81.82,66,54
90,T90,T90,Ian Poulter,52,81.82,22,18
91,T90,T90,Roland Thatcher,67,81.82,33,27
92,93,93,John Senden,94,81.63,49,40
93,94,94,Trevor Immelman,84,81.58,38,31
94,95,95,J.J. Henry,96,81.4,43,35
95,T96,T96,Stewart Cink,72,81.25,32,26
96,T96,T96,Justin Rose,79,81.25,48,39
97,98,98,Zack Miller,86,81.08,37,30
98,T99,T99,K.J. Choi,77,80.95,21,17
99,T99,T99,Bo Van Pelt,92,80.95,42,34
100,T99,T99,Nick Watney,80,80.95,42,34
101,T102,T102,Harrison Frazar,58,80.77,26,21
102,T102,T102,Shaun Micheel,77,80.77,26,21
103,T102,T102,Kevin Na,84,80.77,52,42
104,T105,T105,Michael Connell,76,80.56,36,29
105,T105,T105,Mark Wilson,89,80.56,36,29
106,107,107,Billy Horschel,75,80.49,41,33
107,T108,T108,Billy Mayfair,94,80.39,51,41
108,T108,T108,Cameron Tringale,110,80.39,51,41
109,T110,T110,Stephen Ames,69,80.0,30,24
110,T110,T110,Scott Gutschewski,67,80.0,25,20
111,T110,T110,Ryan Moore,79,80.0,30,24
112,T110,T110,Michael Putnam,67,80.0,40,32
113,T110,T110,John Rollins,85,80.0,45,36
114,115,115,Chris DiMarco,93,79.63,54,43
115,T116,T116,Ben Crane,76,79.41,34,27
116,T116,T116,James Driscoll,71,79.41,34,27
117,118,118,Charley Hoffman,93,79.25,53,42
118,119,119,Rocco Mediate,53,79.17,24,19
119,120,120,Kris Blanks,92,79.07,43,34
120,T121,T121,Arjun Atwal,91,78.95,57,45
121,T121,T121,Graeme McDowell,50,78.95,19,15
122,T121,T121,Alexandre Rocha,65,78.95,19,15
123,T121,T121,Camilo Villegas,69,78.95,38,30
124,125,125,Troy Matteson,91,78.72,47,37
125,T126,T126,Stuart Appleby,65,78.57,28,22
126,T126,T126,Aron Price,58,78.57,28,22
127,T126,T126,Daniel Summerhays,75,78.57,28,22
128,129,129,D.A. Points,89,78.38,37,29
129,T130,T130,Fabián Gómez,84,78.13,32,25
130,T130,T130,Troy Merritt,63,78.13,32,25
131,T132,T132,Michael Bradley,74,78.05,41,32
132,T132,T132,Paul Stankowski,78,78.05,41,32
133,T134,T134,Justin Hicks,60,77.78,18,14
134,T134,T134,Webb Simpson,98,77.78,63,49
135,136,136,Joe Ogilvie,75,77.5,40,31
136,137,137,David Toms,78,77.42,31,24
137,138,138,Ryan Palmer,82,77.14,35,27
138,T139,T139,Chris Riley,76,76.92,39,30
139,T139,T139,D.J. Trahan,91,76.92,52,40
140,141,141,Matt Bettencourt,84,76.67,30,23
141,142,142,Chris Stroud,88,76.47,34,26
142,T143,T143,Joseph Bramlett,73,76.32,38,29
143,T143,T143,Tim Petrovic,88,76.32,38,29
144,T145,T145,Rich Beem,53,76.19,21,16
145,T145,T145,Jonathan Byrd,83,76.19,42,32
146,147,147,Ryuji Imada,83,76.09,46,35
147,148,148,Sean O'Hair,71,75.86,29,22
148,149,149,Marc Leishman,87,75.51,49,37
149,T150,T150,Joe Durant,71,75.0,28,21
150,T150,T150,Martin Piller,63,75.0,20,15
151,T150,T150,Bubba Watson,85,75.0,52,39
152,153,153,Vaughn Taylor,89,74.51,51,38
153,154,154,Paul Goydos,81,74.47,47,35
154,T155,T155,Steve Flesch,88,74.42,43,32
155,T155,T155,Tag Ridings,87,74.42,43,32
156,157,157,Jhonattan Vegas,84,74.19,31,23
157,158,158,Kent Jones,76,74.07,27,20
158,T159,T159,Ben Curtis,66,73.91,23,17
159,T159,T159,Dean Wilson,62,73.91,23,17
160,T161,T161,Steve Marino,76,73.68,38,28
161,T161,T161,Marc Turnesa,54,73.68,19,14
162,T163,T163,Kevin Chappell,78,72.73,44,32
163,T163,T163,Hunter Haas,96,72.73,44,32
164,T163,T163,Sung Kang,63,72.73,22,16
165,T163,T163,Pat Perez,76,72.73,33,24
166,167,167,Jim Herman,69,72.5,40,29
167,168,168,Robert Karlsson,61,72.0,25,18
168,169,169,Adam Scott,60,71.88,32,23
169,T170,T170,Tom Gillis,55,71.43,28,20
170,T170,T170,Justin Leonard,82,71.43,35,25
171,T170,T170,Jim Renner,65,71.43,35,25
172,173,173,Kyle Stanley,98,71.15,52,37
173,174,174,Gary Woodland,93,71.11,45,32
174,175,175,Bill Lunde,92,70.97,31,22
175,176,176,Vijay Singh,79,70.91,55,39
176,177,177,Kevin Kisner,70,70.37,27,19
177,178,178,Bobby Gates,82,70.27,37,26
178,179,179,Jim Furyk,87,68.89,45,31
179,180,180,Charl Schwartzel,58,68.75,16,11
180,181,181,Lucas Glover,74,68.57,35,24
181,182,182,Davis Love III,70,68.42,38,26
182,T183,T183,Nick O'Hern,89,68.29,41,28
183,T183,T183,Boo Weekley,66,68.29,41,28
184,185,185,Alex Cejka,59,68.0,25,17
185,186,186,David Duval,67,62.5,32,20
