,GIR_Putting_-_Inside_5_RANK THIS WEEK,GIR_Putting_-_Inside_5_RANK LAST WEEK,GIR_Putting_-_Inside_5_PLAYER NAME,GIR_Putting_-_Inside_5_ROUNDS,GIR_Putting_-_Inside_5_%,GIR_Putting_-_Inside_5_ATTEMPTS,GIR_Putting_-_Inside_5_PUTTS MADE
0,1,1,Sergio Garcia,61,100.0,19,19
1,2,2,Lee Janzen,62,96.43,28,27
2,3,3,Bill Haas,93,95.92,49,47
3,4,4,Jimmy Walker,79,95.83,48,46
4,5,5,Will Strickler,51,94.74,19,18
5,6,6,J.P. Hayes,56,94.12,17,16
6,T7,T7,Brian Gay,90,93.33,30,28
7,T7,T7,Jarrod Lyle,83,93.33,30,28
8,9,9,Charlie Wi,83,93.18,44,41
9,10,10,Briny Baird,60,92.86,28,26
10,11,11,William McGirt,103,92.68,41,38
11,12,12,Jeff Overton,92,92.5,40,37
12,13,13,Hunter Mahan,92,92.45,53,49
13,T14,T14,Andres Romero,77,92.31,52,48
14,T14,T14,Brandt Snedeker,85,92.31,39,36
15,16,16,George McNeill,69,92.0,25,23
16,17,17,Anthony Kim,72,91.89,37,34
17,18,18,Ángel Cabrera,50,91.67,24,22
18,19,19,Richard Johnson,64,91.3,23,21
19,20,20,Charles Howell III,108,91.23,57,52
20,T21,T21,Shane Bertsch,62,91.18,34,31
21,T21,T21,Chris Couch,73,91.18,34,31
22,23,23,Martin Laird,77,90.48,42,38
23,24,24,Andres Gonzales,60,90.32,31,28
24,25,25,Rory Sabbatini,85,90.0,40,36
25,26,26,Geoff Ogilvy,69,89.66,29,26
26,27,27,Keegan Bradley,91,89.47,38,34
27,T28,T28,D.J. Brigman,67,89.29,28,25
28,T28,T28,David Mathis,83,89.29,28,25
29,30,30,Padraig Harrington,60,89.19,37,33
30,31,31,Chez Reavie,92,89.13,46,41
31,32,32,David Hearn,88,88.89,36,32
32,T33,T33,Zach Johnson,79,88.57,35,31
33,T33,T33,Scott Piercy,78,88.57,35,31
34,35,35,Kevin Streelman,90,88.24,34,30
35,36,36,Blake Adams,116,87.69,65,57
36,T37,T37,Woody Austin,59,87.5,32,28
37,T37,T37,Derek Lamely,65,87.5,32,28
38,39,39,Chris Kirk,87,87.23,47,41
39,40,40,J.B. Holmes,57,87.18,39,34
40,41,41,Josh Teater,104,87.04,54,47
41,42,42,Scott McCarron,65,86.96,23,20
42,43,43,Alex Prugh,82,86.84,38,33
43,T44,T44,Greg Chalmers,88,86.67,45,39
44,T44,T44,Steve Elkington,50,86.67,15,13
45,T44,T44,Y.E. Yang,63,86.67,15,13
46,T47,T47,Steven Bowditch,86,86.54,52,45
47,T47,T47,Spencer Levin,113,86.54,52,45
48,49,49,Nathan Green,81,86.49,37,32
49,50,50,Phil Mickelson,79,86.44,59,51
50,51,51,Chad Campbell,99,86.27,51,44
51,52,52,Matt Jones,71,86.11,36,31
52,T53,T53,Aaron Baddeley,77,85.71,49,42
53,T53,T53,Luke Donald,73,85.71,35,30
54,T53,T53,Freddie Jacobson,92,85.71,42,36
55,T53,T53,Matt Kuchar,94,85.71,49,42
56,T53,T53,Garrett Willis,71,85.71,35,30
57,58,58,Ernie Els,71,85.29,34,29
58,59,59,Tommy Gainey,104,85.19,54,46
59,60,60,Michael Thompson,79,85.0,40,34
60,T61,T61,Jerry Kelly,85,84.62,39,33
61,T61,T61,Bio Kim,71,84.62,39,33
62,T61,T61,John Merrick,71,84.62,39,33
63,T61,T61,Bryce Molder,82,84.62,39,33
64,65,65,Jason Bohn,74,84.44,45,38
65,66,66,Dustin Johnson,72,84.21,38,32
66,T67,T67,Retief Goosen,50,84.0,25,21
67,T67,T67,Tim Herron,85,84.0,50,42
68,69,69,Brandt Jobe,100,83.93,56,47
69,T70,T70,Jason Dufner,78,83.87,31,26
70,T70,T70,Nate Smith,66,83.87,31,26
71,T72,T72,Kevin Stadler,88,83.78,37,31
72,T72,T72,Brendan Steele,89,83.78,37,31
73,74,74,Robert Allenby,84,83.72,43,36
74,75,75,Carl Pettersson,95,83.64,55,46
75,T76,T76,Ricky Barnes,78,83.33,42,35
76,T76,T76,Brendon de Jonge,105,83.33,54,45
77,T76,T76,Rickie Fowler,84,83.33,42,35
78,T76,T76,Robert Garrigus,83,83.33,42,35
79,T76,T76,Heath Slocum,89,83.33,42,35
80,T76,T76,Scott Stallings,84,83.33,36,30
