,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,T1,T1,Jason Dufner,78,6,38
1,T1,T1,Justin Hicks,60,6,50
2,T1,T1,Troy Matteson,91,6,44
3,T1,T1,Boo Weekley,66,6,61
4,T5,T5,Cameron Beckman,71,5,45
5,T5,T5,Matt Bettencourt,84,5,43
6,T5,T5,Joseph Bramlett,73,5,48
7,T5,T5,D.J. Brigman,67,5,37
8,T5,T5,Fabián Gómez,84,5,43
9,T5,T5,Nathan Green,81,5,49
10,T5,T5,Zack Miller,86,5,61
11,T5,T5,Sean O'Hair,71,5,34
12,T5,T5,Will Strickler,51,5,36
13,T5,T5,Jimmy Walker,79,5,41
14,T15,T15,Chad Campbell,99,4,67
15,T15,T15,Kevin Chappell,78,4,38
16,T15,T15,Brendon de Jonge,105,4,34
17,T15,T15,Steve Flesch,88,4,36
18,T15,T15,Tommy Gainey,104,4,60
19,T15,T15,Paul Goydos,81,4,44
20,T15,T15,Marc Leishman,87,4,46
21,T15,T15,Justin Leonard,82,4,36
22,T15,T15,Jarrod Lyle,83,4,58
23,T15,T15,William McGirt,103,4,47
24,T15,T15,Phil Mickelson,79,4,34
25,T15,T15,Bryce Molder,82,4,24
26,T15,T15,Aron Price,58,4,27
27,T15,T15,Roland Thatcher,67,4,38
28,T15,T15,Michael Thompson,79,4,39
29,T30,T30,Stephen Ames,69,3,36
30,T30,T30,Arjun Atwal,91,3,45
31,T30,T30,Aaron Baddeley,77,3,27
32,T30,T30,Briny Baird,60,3,28
33,T30,T30,Rich Beem,53,3,30
34,T30,T30,Alex Cejka,59,3,30
35,T30,T30,Greg Chalmers,88,3,28
36,T30,T30,Ben Curtis,66,3,32
37,T30,T30,Brian Davis,105,3,45
38,T30,T30,Joe Durant,71,3,57
39,T30,T30,Robert Garrigus,83,3,48
40,T30,T30,Tom Gillis,55,3,43
41,T30,T30,Brandt Jobe,100,3,56
42,T30,T30,Kent Jones,76,3,43
43,T30,T30,Derek Lamely,65,3,45
44,T30,T30,Matt McQuillan,59,3,22
45,T30,T30,Shaun Micheel,77,3,42
46,T30,T30,Jeff Overton,92,3,35
47,T30,T30,Tim Petrovic,88,3,30
48,T30,T30,Martin Piller,63,3,30
49,T30,T30,Tag Ridings,87,3,32
50,T30,T30,Heath Slocum,89,3,33
51,T30,T30,Kevin Stadler,88,3,43
52,T30,T30,Chris Stroud,88,3,51
53,T30,T30,D.J. Trahan,91,3,67
54,T30,T30,Camilo Villegas,69,3,34
55,T30,T30,Bubba Watson,85,3,35
56,T30,T30,Garrett Willis,71,3,38
57,T58,T58,Stuart Appleby,65,2,31
58,T58,T58,Kris Blanks,92,2,55
59,T58,T58,Steven Bowditch,86,2,48
60,T58,T58,Keegan Bradley,91,2,43
61,T58,T58,Ángel Cabrera,50,2,21
62,T58,T58,Michael Connell,76,2,40
63,T58,T58,Chris Couch,73,2,31
64,T58,T58,Ben Crane,76,2,30
65,T58,T58,David Duval,67,2,38
66,T58,T58,Ernie Els,71,2,37
67,T58,T58,Rickie Fowler,84,2,35
68,T58,T58,Jim Furyk,87,2,29
69,T58,T58,Bobby Gates,82,2,44
70,T58,T58,Scott Gutschewski,67,2,44
71,T58,T58,Hunter Haas,96,2,41
72,T58,T58,J.J. Henry,96,2,38
73,T58,T58,Jim Herman,69,2,43
74,T58,T58,Charles Howell III,108,2,43
75,T58,T58,Freddie Jacobson,92,2,22
76,T58,T58,Lee Janzen,62,2,25
77,T58,T58,Zach Johnson,79,2,25
78,T58,T58,Anthony Kim,72,2,32
79,T58,T58,Chris Kirk,87,2,37
80,T58,T58,Colt Knost,80,2,27
81,T58,T58,Martin Laird,77,2,31
82,T58,T58,Spencer Levin,113,2,41
83,T58,T58,Hunter Mahan,92,2,49
84,T58,T58,David Mathis,83,2,39
85,T58,T58,Billy Mayfair,94,2,60
86,T58,T58,Ryan Moore,79,2,23
87,T58,T58,Kevin Na,84,2,25
88,T58,T58,Nick O'Hern,89,2,40
89,T58,T58,Pat Perez,76,2,41
