,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Chad Campbell,99,55,67
1,T2,T2,D.J. Trahan,91,50,67
2,T2,T2,Jhonattan Vegas,84,50,61
3,4,4,Jarrod Lyle,83,49,58
4,5,5,Tommy Gainey,104,47,60
5,6,6,Joe Durant,71,46,57
6,T7,T7,Kris Blanks,92,45,55
7,T7,T7,Zack Miller,86,45,61
8,T9,T9,Blake Adams,116,44,49
9,T9,T9,Brandt Jobe,100,44,56
10,T9,T9,Chez Reavie,92,44,54
11,T12,T12,Billy Mayfair,94,43,60
12,T12,T12,Chris Stroud,88,43,51
13,T14,T14,Bill Lunde,92,42,49
14,T14,T14,Kyle Stanley,98,42,56
15,T14,T14,Bo Van Pelt,92,42,49
16,T14,T14,Boo Weekley,66,42,61
17,T18,T18,Robert Allenby,84,41,51
18,T18,T18,John Rollins,85,41,45
19,T18,T18,Cameron Tringale,110,41,52
20,T21,T21,Nathan Green,81,40,49
21,T21,T21,Chris Riley,76,40,42
22,23,23,Hunter Mahan,92,39,49
23,T24,T24,Jim Herman,69,38,43
24,T24,T24,D.A. Points,89,38,43
25,T26,T26,Ricky Barnes,78,37,43
26,T26,T26,Bobby Gates,82,37,44
27,T26,T26,David Hearn,88,37,42
28,T26,T26,Charles Howell III,108,37,43
29,T26,T26,Josh Teater,104,37,48
30,T31,T31,Steven Bowditch,86,36,48
31,T31,T31,Robert Garrigus,83,36,48
32,T31,T31,Kent Jones,76,36,43
33,T31,T31,Marc Leishman,87,36,46
34,T31,T31,Spencer Levin,113,36,41
35,T31,T31,Shaun Micheel,77,36,42
36,T31,T31,Vijay Singh,79,36,44
37,T31,T31,Scott Stallings,84,36,43
38,T39,T39,Keegan Bradley,91,35,43
39,T39,T39,William McGirt,103,35,47
40,T39,T39,John Merrick,71,35,39
41,T39,T39,Alex Prugh,82,35,42
42,T43,T43,Joseph Bramlett,73,34,48
43,T43,T43,Chris DiMarco,93,34,42
44,T43,T43,John Senden,94,34,40
45,T46,T46,J.J. Henry,96,33,38
46,T46,T46,Tim Herron,85,33,38
47,T46,T46,Justin Hicks,60,33,50
48,T46,T46,Ryuji Imada,83,33,40
49,T46,T46,Derek Lamely,65,33,45
50,T46,T46,Troy Matteson,91,33,44
51,T46,T46,Kevin Stadler,88,33,43
52,T46,T46,Mark Wilson,89,33,35
53,T54,T54,Tom Gillis,55,32,43
54,T54,T54,Billy Horschel,75,32,37
55,T54,T54,Steve Marino,76,32,42
56,T54,T54,Troy Merritt,63,32,41
57,T54,T54,Johnson Wagner,81,32,38
58,T54,T54,Jimmy Walker,79,32,41
59,T60,T60,Arjun Atwal,91,31,45
60,T60,T60,Cameron Beckman,71,31,45
61,T60,T60,Jason Bohn,74,31,42
62,T60,T60,Scott Gutschewski,67,31,44
63,T60,T60,Chris Kirk,87,31,37
64,T60,T60,Pat Perez,76,31,41
65,T60,T60,Brendan Steele,89,31,38
66,T60,T60,Daniel Summerhays,75,31,38
67,T60,T60,Gary Woodland,93,31,42
