,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
68,T69,T69,Stephen Ames,69,30,36
69,T69,T69,Fabián Gómez,84,30,43
70,T69,T69,Hunter Haas,96,30,41
71,T69,T69,Nick O'Hern,89,30,40
72,T69,T69,Rod Pampling,72,30,33
73,T69,T69,Carl Pettersson,95,30,34
74,T69,T69,Alexandre Rocha,65,30,35
75,T69,T69,Bubba Watson,85,30,35
76,T77,T77,Matt Bettencourt,84,29,43
77,T77,T77,Michael Connell,76,29,40
78,T77,T77,James Driscoll,71,29,36
79,T77,T77,Paul Goydos,81,29,44
80,T77,T77,Bill Haas,93,29,36
81,T77,T77,Ben Martin,74,29,33
82,T77,T77,Scott Piercy,78,29,37
83,T77,T77,Paul Stankowski,78,29,35
84,T77,T77,Michael Thompson,79,29,39
85,T86,T86,D.J. Brigman,67,28,37
86,T86,T86,Brian Davis,105,28,45
87,T86,T86,Ernie Els,71,28,37
88,T86,T86,Justin Leonard,82,28,36
89,T86,T86,David Mathis,83,28,39
90,T86,T86,Garrett Willis,71,28,38
91,T92,T92,K.J. Choi,77,27,32
92,T92,T92,Jason Dufner,78,27,38
93,T92,T92,J.P. Hayes,56,27,35
94,T92,T92,Scott McCarron,65,27,32
95,T92,T92,Ryan Palmer,82,27,31
96,T92,T92,Justin Rose,79,27,33
97,T92,T92,Heath Slocum,89,27,33
98,T92,T92,Will Strickler,51,27,36
99,T92,T92,Vaughn Taylor,89,27,34
100,T101,T101,Brendon de Jonge,105,26,34
101,T101,T101,David Duval,67,26,38
102,T101,T101,Trevor Immelman,84,26,27
103,T101,T101,Dustin Johnson,72,26,40
104,T101,T101,Jerry Kelly,85,26,31
105,T101,T101,Rocco Mediate,53,26,30
106,T101,T101,Sean O'Hair,71,26,34
107,T101,T101,Roland Thatcher,67,26,38
108,T101,T101,Camilo Villegas,69,26,34
109,T110,T110,Stuart Appleby,65,25,31
110,T110,T110,Greg Chalmers,88,25,28
111,T110,T110,Ben Curtis,66,25,32
112,T110,T110,Rickie Fowler,84,25,35
113,T110,T110,Charley Hoffman,93,25,41
114,T110,T110,Bio Kim,71,25,37
115,T110,T110,Colt Knost,80,25,27
116,T110,T110,Jim Renner,65,25,31
117,T110,T110,Andres Romero,77,25,36
118,T110,T110,Kevin Streelman,90,25,31
119,T120,T120,Chris Couch,73,24,31
120,T120,T120,Jason Day,76,24,31
121,T120,T120,Brian Gay,90,24,30
122,T120,T120,Anthony Kim,72,24,32
123,T120,T120,Michael Putnam,67,24,25
124,T120,T120,Marc Turnesa,54,24,30
125,T126,T126,Rich Beem,53,23,30
126,T126,T126,Michael Bradley,74,23,29
127,T126,T126,Kevin Chappell,78,23,38
128,T126,T126,Lucas Glover,74,23,31
129,T126,T126,Andres Gonzales,60,23,27
130,T126,T126,Jeff Overton,92,23,35
131,T126,T126,Tag Ridings,87,23,32
132,T126,T126,Webb Simpson,98,23,33
133,T134,T134,Jim Furyk,87,22,29
134,T134,T134,Matt Jones,71,22,28
135,T134,T134,Sung Kang,63,22,27
136,T134,T134,Martin Laird,77,22,31
137,T134,T134,Joe Ogilvie,75,22,29
138,T134,T134,Geoff Ogilvy,69,22,28
139,T134,T134,Tim Petrovic,88,22,30
140,T134,T134,Adam Scott,60,22,34
141,T134,T134,Brandt Snedeker,85,22,30
142,T134,T134,Charlie Wi,83,22,30
143,T144,T144,Briny Baird,60,21,28
144,T144,T144,Steve Flesch,88,21,36
145,T144,T144,Harrison Frazar,58,21,27
146,T144,T144,Zach Johnson,79,21,25
147,T144,T144,Phil Mickelson,79,21,34
148,T144,T144,Martin Piller,63,21,30
149,T144,T144,Rory Sabbatini,85,21,29
150,T144,T144,Charl Schwartzel,58,21,23
151,T152,T152,Alex Cejka,59,20,30
152,T152,T152,Ben Crane,76,20,30
153,T152,T152,Aron Price,58,20,27
154,T152,T152,David Toms,78,20,24
155,T152,T152,Nick Watney,80,20,25
156,T157,T157,Woody Austin,59,19,30
157,T157,T157,Richard Johnson,64,19,23
158,T157,T157,Bryce Molder,82,19,24
159,T157,T157,Ryan Moore,79,19,23
160,T157,T157,Kevin Na,84,19,25
161,T162,T162,Freddie Jacobson,92,18,22
162,T162,T162,Nate Smith,66,18,24
163,T162,T162,Dean Wilson,62,18,23
164,T165,T165,Aaron Baddeley,77,17,27
165,T165,T165,Shane Bertsch,62,17,27
166,T165,T165,Jonathan Byrd,83,17,24
167,T165,T165,Ángel Cabrera,50,17,21
168,T165,T165,Sergio Garcia,61,17,19
169,T165,T165,Padraig Harrington,60,17,23
170,T165,T165,Lee Janzen,62,17,25
171,T172,T172,Stewart Cink,72,16,22
172,T172,T172,Retief Goosen,50,16,19
173,T172,T172,Kevin Kisner,70,16,22
174,T172,T172,Matt Kuchar,94,16,19
175,T176,T176,J.B. Holmes,57,15,23
176,T176,T176,Davis Love III,70,15,18
177,T176,T176,Graeme McDowell,50,15,18
178,T176,T176,Matt McQuillan,59,15,22
179,180,180,George McNeill,69,14,21
180,T181,T181,Steve Elkington,50,13,14
181,T181,T181,Ian Poulter,52,13,16
182,T181,T181,Steve Stricker,70,13,15
183,184,184,Robert Karlsson,61,12,19
184,185,185,Y.E. Yang,63,11,16
185,186,186,Luke Donald,73,9,12
