,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
84,T85,T85,David Mathis,37.91,116,306
85,T85,T85,Justin Rose,37.91,116,306
86,87,87,Stuart Appleby,37.78,68,180
87,88,88,Blake Adams,37.73,163,432
88,89,89,Geoff Ogilvy,37.7,95,252
89,T90,T90,Steve Flesch,37.65,122,324
90,T90,T90,Trevor Immelman,37.65,122,324
91,T92,T92,Michael Bradley,37.61,88,234
92,T92,T92,Davis Love III,37.61,88,234
93,94,94,Charley Hoffman,37.57,142,378
94,T95,T95,Jason Dufner,37.5,108,288
95,T95,T95,Sean O'Hair,37.5,81,216
96,T95,T95,Marc Turnesa,37.5,54,144
97,98,98,Brandt Jobe,37.37,148,396
98,T99,T99,Derek Lamely,37.3,47,126
99,T99,T99,Rocco Mediate,37.3,47,126
100,T99,T99,Carl Pettersson,37.3,141,378
101,102,102,David Toms,37.25,114,306
102,103,103,Josh Teater,37.12,147,396
103,T104,T104,Jason Bohn,37.04,100,270
104,T104,T104,Alex Prugh,37.04,80,216
105,106,106,J.J. Henry,36.94,133,360
106,107,107,Spencer Levin,36.89,166,450
107,T108,T108,Shane Bertsch,36.87,73,198
108,T108,T108,Ian Poulter,36.87,73,198
109,T108,T108,Gary Woodland,36.87,146,396
110,111,111,Bubba Watson,36.84,126,342
111,112,112,Bill Haas,36.77,139,378
112,T113,T113,Rod Pampling,36.67,99,270
113,T113,T113,Scott Stallings,36.67,99,270
114,T115,T115,Paul Goydos,36.6,112,306
115,T115,T115,Scott Piercy,36.6,112,306
116,117,117,Cameron Tringale,36.57,158,432
117,118,118,Troy Merritt,36.42,59,162
118,T119,T119,Steven Bowditch,36.3,98,270
119,T119,T119,Michael Thompson,36.3,98,270
120,121,121,Kris Blanks,36.27,111,306
121,T122,T122,Rich Beem,36.11,39,108
122,T122,T122,Tommy Gainey,36.11,117,324
123,T122,T122,Aron Price,36.11,78,216
124,125,125,Jerry Kelly,35.95,110,306
125,126,126,Zack Miller,35.9,84,234
126,T127,T127,Joe Durant,35.86,71,198
127,T127,T127,Jim Renner,35.86,71,198
128,129,129,Dustin Johnson,35.76,103,288
129,130,130,Joe Ogilvie,35.71,90,252
130,131,131,Mark Wilson,35.67,122,342
131,132,132,Ben Martin,35.65,77,216
132,T133,T133,Tag Ridings,35.62,109,306
133,T133,T133,Jhonattan Vegas,35.62,109,306
134,135,135,Ben Crane,35.56,96,270
135,136,136,Kyle Stanley,35.45,134,378
136,137,137,Daniel Summerhays,35.42,51,144
137,T138,T138,Keegan Bradley,35.29,108,306
138,T138,T138,K.J. Choi,35.29,108,306
139,140,140,Troy Matteson,35.19,114,324
140,141,141,George McNeill,35.07,101,288
141,142,142,Robert Karlsson,35.04,82,234
142,143,143,Scott McCarron,35.0,63,180
143,144,144,Billy Mayfair,34.88,113,324
144,145,145,John Merrick,34.81,94,270
145,146,146,James Driscoll,34.72,75,216
146,147,147,Bill Lunde,34.44,124,360
147,148,148,Ricky Barnes,34.38,99,288
148,149,149,Sung Kang,34.34,68,198
149,T150,T150,Lee Janzen,34.26,74,216
150,T150,T150,Camilo Villegas,34.26,74,216
151,152,152,Bobby Gates,34.19,80,234
152,153,153,Johnson Wagner,34.03,98,288
153,154,154,Heath Slocum,33.99,104,306
154,T155,T155,Hunter Haas,33.92,116,342
155,T155,T155,Rory Sabbatini,33.92,116,342
156,T157,T157,Bio Kim,33.84,67,198
157,T157,T157,Kevin Kisner,33.84,67,198
158,159,159,Jarrod Lyle,33.76,79,234
159,160,160,Stewart Cink,33.73,85,252
160,161,161,Chez Reavie,33.61,121,360
161,162,162,John Senden,33.6,127,378
162,163,163,Tim Petrovic,33.33,96,288
163,164,164,D.J. Brigman,32.83,65,198
164,165,165,Andres Gonzales,32.78,59,180
165,166,166,Nate Smith,32.72,53,162
166,167,167,Ernie Els,32.59,88,270
167,168,168,Kent Jones,32.54,82,252
168,169,169,William McGirt,32.5,117,360
169,170,170,David Hearn,32.46,111,342
170,171,171,Tim Herron,32.22,87,270
171,172,172,Jeff Overton,31.67,114,360
172,173,173,Billy Horschel,31.62,74,234
173,T174,T174,Fabián Gómez,31.6,91,288
174,T174,T174,John Rollins,31.6,91,288
175,T176,T176,Briny Baird,31.48,68,216
176,T176,T176,Chad Campbell,31.48,119,378
177,178,178,Kevin Stadler,31.05,95,306
178,179,179,Scott Gutschewski,30.56,66,216
179,180,180,Jim Herman,30.34,71,234
180,181,181,Richard Johnson,30.0,54,180
181,182,182,Chris Riley,29.49,69,234
182,183,183,Joseph Bramlett,29.17,63,216
183,184,184,Boo Weekley,26.77,53,198
184,185,185,Justin Hicks,22.92,33,144
185,186,186,Alexandre Rocha,22.73,45,198
