,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Ian Poulter,52,39.18,97,38
1,2,2,Steve Stricker,70,38.3,141,54
2,3,3,Geoff Ogilvy,69,38.26,149,57
3,4,4,Brandt Snedeker,85,38.2,178,68
4,5,5,Michael Thompson,79,36.67,180,66
5,6,6,Chris Couch,73,36.65,191,70
6,7,7,Kevin Na,84,36.36,176,64
7,8,8,Andres Romero,77,36.22,185,67
8,9,9,Matt Bettencourt,84,36.0,250,90
9,10,10,Charlie Wi,83,35.89,209,75
10,11,11,David Toms,78,35.8,176,63
11,12,12,Tom Gillis,55,35.71,126,45
12,13,13,Mark Wilson,89,35.64,188,67
13,14,14,Brian Davis,105,35.5,262,93
14,15,15,Steve Elkington,50,35.29,102,36
15,16,16,Lucas Glover,74,35.08,191,67
16,17,17,K.J. Choi,77,35.03,177,62
17,18,18,Bio Kim,71,34.97,143,50
18,19,19,Sergio Garcia,61,34.38,128,44
19,20,20,Jason Day,76,34.15,164,56
20,21,21,Ángel Cabrera,50,34.07,91,31
21,22,22,Rickie Fowler,84,34.03,191,65
22,23,23,Alexandre Rocha,65,33.87,124,42
23,24,24,Freddie Jacobson,92,33.85,195,66
24,25,25,Kent Jones,76,33.82,204,69
25,26,26,Kevin Streelman,90,33.8,213,72
26,27,27,Joe Ogilvie,75,33.51,188,63
27,28,28,Brian Gay,90,33.5,200,67
28,29,29,Brendon de Jonge,105,33.45,275,92
29,T30,T30,Ben Curtis,66,33.33,171,57
30,T30,T30,Hunter Haas,96,33.33,240,80
31,T30,T30,Zach Johnson,79,33.33,174,58
32,T30,T30,Michael Putnam,67,33.33,132,44
33,34,34,Blake Adams,116,33.21,274,91
34,35,35,Lee Janzen,62,33.1,145,48
35,36,36,Retief Goosen,50,33.07,127,42
36,37,37,David Mathis,83,33.02,215,71
37,38,38,Nick Watney,80,32.93,167,55
38,39,39,J.P. Hayes,56,32.92,161,53
39,40,40,Steve Marino,76,32.74,168,55
40,T41,T41,Robert Karlsson,61,32.65,98,32
41,T41,T41,Hunter Mahan,92,32.65,196,64
42,43,43,Bobby Gates,82,32.6,181,59
43,44,44,Chris Stroud,88,32.58,221,72
44,45,45,Ryan Moore,79,32.56,172,56
45,46,46,Bryce Molder,82,32.52,206,67
46,47,47,Greg Chalmers,88,32.5,200,65
47,48,48,Josh Teater,104,32.45,265,86
48,49,49,Will Strickler,51,32.43,111,36
49,50,50,Roland Thatcher,67,32.39,176,57
50,51,51,Ben Crane,76,32.12,165,53
51,52,52,Jim Renner,65,32.05,156,50
52,53,53,Brandt Jobe,100,32.0,225,72
53,54,54,Matt McQuillan,59,31.88,138,44
54,55,55,Zack Miller,86,31.72,186,59
55,56,56,Sung Kang,63,31.65,158,50
56,57,57,Anthony Kim,72,31.61,155,49
57,58,58,Rod Pampling,72,31.58,171,54
58,59,59,Pat Perez,76,31.53,203,64
59,60,60,Scott McCarron,65,31.5,127,40
60,61,61,Nathan Green,81,31.43,175,55
61,62,62,Jimmy Walker,79,31.38,188,59
62,63,63,Boo Weekley,66,31.33,150,47
63,64,64,John Merrick,71,31.29,163,51
64,65,65,Webb Simpson,98,31.25,208,65
65,T66,T66,Jim Furyk,87,31.19,202,63
66,T66,T66,David Hearn,88,31.19,218,68
67,68,68,D.J. Brigman,67,31.13,151,47
68,69,69,Martin Piller,63,31.07,177,55
69,70,70,Jason Dufner,78,31.06,161,50
70,71,71,Dean Wilson,62,30.87,149,46
71,T72,T72,Charles Howell III,108,30.86,256,79
72,T72,T72,Trevor Immelman,84,30.86,162,50
73,T72,T72,Scott Piercy,78,30.86,162,50
74,75,75,Aaron Baddeley,77,30.73,179,55
75,T76,T76,Robert Allenby,84,30.57,193,59
76,T76,T76,Martin Laird,77,30.57,157,48
77,78,78,Keegan Bradley,91,30.54,239,73
78,79,79,Bill Haas,93,30.21,192,58
79,80,80,Marc Turnesa,54,30.2,149,45
80,81,81,Justin Leonard,82,30.18,222,67
81,82,82,Bill Lunde,92,30.15,199,60
82,83,83,Andres Gonzales,60,30.08,123,37
83,T84,T84,Richard Johnson,64,30.07,153,46
84,T84,T84,William McGirt,103,30.07,276,83
85,86,86,Steve Flesch,88,30.05,213,64
86,87,87,Fabián Gómez,84,30.04,223,67
87,T88,T88,Chris DiMarco,93,30.0,230,69
88,T88,T88,Paul Stankowski,78,30.0,170,51
89,90,90,Cameron Beckman,71,29.9,204,61
90,91,91,John Rollins,85,29.81,208,62
91,92,92,George McNeill,69,29.7,165,49
92,93,93,Jerry Kelly,85,29.65,199,59
93,94,94,Jeff Overton,92,29.59,196,58
94,95,95,Arjun Atwal,91,29.58,240,71
95,96,96,Shaun Micheel,77,29.56,159,47
96,T97,T97,Jonathan Byrd,83,29.53,193,57
97,T97,T97,Robert Garrigus,83,29.53,193,57
98,99,99,Matt Jones,71,29.52,166,49
99,100,100,Vijay Singh,79,29.38,194,57
100,101,101,Graeme McDowell,50,29.35,92,27
101,102,102,Tommy Gainey,104,29.33,283,83
102,103,103,Alex Cejka,59,29.32,133,39
103,104,104,Ben Martin,74,29.24,171,50
104,105,105,Vaughn Taylor,89,29.22,219,64
105,106,106,Harrison Frazar,58,29.2,113,33
106,107,107,Woody Austin,59,29.17,120,35
107,108,108,Garrett Willis,71,29.14,175,51
108,109,109,Carl Pettersson,95,29.11,237,69
109,T110,T110,Dustin Johnson,72,29.09,165,48
110,T110,T110,Y.E. Yang,63,29.09,110,32
111,T112,T112,Davis Love III,70,29.03,124,36
112,T112,T112,Camilo Villegas,69,29.03,186,54
113,114,114,Tag Ridings,87,28.99,207,60
114,115,115,Brendan Steele,89,28.97,214,62
115,116,116,Bubba Watson,85,28.9,173,50
116,117,117,Nick O'Hern,89,28.83,222,64
117,118,118,Sean O'Hair,71,28.66,164,47
118,119,119,Ryuji Imada,83,28.65,192,55
119,120,120,Cameron Tringale,110,28.51,249,71
120,121,121,John Senden,94,28.5,214,61
121,122,122,Stuart Appleby,65,28.48,151,43
122,123,123,Chad Campbell,99,28.32,226,64
123,124,124,Kevin Kisner,70,28.31,166,47
124,125,125,Luke Donald,73,28.26,138,39
125,126,126,J.J. Henry,96,28.24,216,61
126,127,127,Scott Stallings,84,28.18,181,51
127,128,128,Johnson Wagner,81,28.04,189,53
128,129,129,Spencer Levin,113,27.97,261,73
129,130,130,Chris Kirk,87,27.91,215,60
130,T131,T131,Padraig Harrington,60,27.83,115,32
131,T131,T131,Gary Woodland,93,27.83,212,59
132,133,133,Kris Blanks,92,27.78,234,65
133,134,134,Marc Leishman,87,27.68,224,62
134,135,135,Stewart Cink,72,27.59,145,40
135,T136,T136,James Driscoll,71,27.54,167,46
136,T136,T136,Troy Merritt,63,27.54,138,38
137,138,138,Stephen Ames,69,27.41,135,37
138,139,139,Kyle Stanley,98,27.4,219,60
139,140,140,Jhonattan Vegas,84,27.33,161,44
140,141,141,D.A. Points,89,27.32,194,53
141,142,142,Joe Durant,71,27.23,191,52
142,143,143,Shane Bertsch,62,27.08,144,39
143,144,144,Bo Van Pelt,92,26.9,171,46
144,145,145,Ricky Barnes,78,26.88,160,43
145,146,146,Rory Sabbatini,85,26.79,168,45
146,147,147,Matt Kuchar,94,26.77,198,53
147,148,148,Michael Bradley,74,26.74,172,46
148,149,149,Charley Hoffman,93,26.6,203,54
149,150,150,Rich Beem,53,26.57,143,38
150,151,151,Billy Mayfair,94,26.52,230,61
151,152,152,Colt Knost,80,26.49,151,40
152,T153,T153,Billy Horschel,75,26.4,197,52
153,T153,T153,Justin Rose,79,26.4,178,47
154,155,155,Tim Herron,85,26.39,216,57
155,156,156,Michael Connell,76,26.37,201,53
156,157,157,Ryan Palmer,82,26.28,137,36
157,158,158,Troy Matteson,91,26.27,217,57
158,159,159,Jarrod Lyle,83,26.14,176,46
159,T160,T160,Briny Baird,60,26.09,138,36
160,T160,T160,Joseph Bramlett,73,26.09,184,48
161,162,162,Charl Schwartzel,58,26.0,100,26
162,163,163,Aron Price,58,25.96,104,27
163,164,164,Kevin Stadler,88,25.59,211,54
164,165,165,Nate Smith,66,25.55,137,35
165,166,166,Derek Lamely,65,25.29,170,43
166,167,167,Daniel Summerhays,75,25.14,179,45
167,T168,T168,Paul Goydos,81,25.0,220,55
168,T168,T168,Alex Prugh,82,25.0,196,49
169,170,170,Phil Mickelson,79,24.84,157,39
170,171,171,Justin Hicks,60,24.79,117,29
171,172,172,Ernie Els,71,24.56,171,42
172,173,173,Adam Scott,60,24.35,115,28
173,174,174,Steven Bowditch,86,24.27,239,58
174,175,175,Rocco Mediate,53,24.26,169,41
175,176,176,David Duval,67,24.22,161,39
176,177,177,Jim Herman,69,24.2,157,38
177,178,178,Chez Reavie,92,24.14,232,56
178,179,179,Heath Slocum,89,23.98,221,53
179,180,180,Chris Riley,76,23.94,188,45
180,181,181,Kevin Chappell,78,23.78,164,39
181,182,182,Tim Petrovic,88,22.77,202,46
182,183,183,J.B. Holmes,57,22.76,145,33
183,184,184,Jason Bohn,74,21.69,189,41
184,185,185,Scott Gutschewski,67,21.51,172,37
185,186,186,D.J. Trahan,91,20.5,239,49
