,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
0,1,1,Steve Elkington,50,98.32,595,585
1,2,2,Brian Gay,90,98.24,1020,1002
2,3,3,Bill Haas,93,97.93,1013,992
3,4,4,Matt Kuchar,94,97.89,997,976
4,5,5,Luke Donald,73,97.72,701,685
5,6,6,Ryan Moore,79,97.69,822,803
6,T7,T7,Will Strickler,51,97.64,593,579
7,T7,T7,Charlie Wi,83,97.64,1059,1034
8,T9,T9,Colt Knost,80,97.62,968,945
9,T9,T9,Y.E. Yang,63,97.62,589,575
10,11,11,Freddie Jacobson,92,97.55,979,955
11,12,12,William McGirt,103,97.52,1328,1295
12,13,13,Ángel Cabrera,50,97.51,481,469
13,14,14,Jimmy Walker,79,97.49,1075,1048
14,15,15,Charles Howell III,108,97.45,1292,1259
15,16,16,Trevor Immelman,84,97.44,976,951
16,T17,T17,Brandt Snedeker,85,97.42,931,907
17,T17,T17,Josh Teater,104,97.42,1316,1282
18,T19,T19,Chris Couch,73,97.41,964,939
19,T19,T19,Kevin Na,84,97.41,927,903
20,T21,T21,Geoff Ogilvy,69,97.4,731,712
21,T21,T21,Michael Thompson,79,97.4,961,936
22,23,23,Bryce Molder,82,97.37,989,963
23,24,24,J.J. Henry,96,97.36,1175,1144
24,25,25,J.P. Hayes,56,97.35,679,661
25,T26,T26,Zach Johnson,79,97.31,892,868
26,T26,T26,Carl Pettersson,95,97.31,1263,1229
27,28,28,Jerry Kelly,85,97.29,961,935
28,29,29,David Hearn,88,97.27,1061,1032
29,30,30,Greg Chalmers,88,97.25,1091,1061
30,31,31,Blake Adams,116,97.22,1441,1401
31,32,32,Steve Stricker,70,97.2,714,694
32,33,33,Andres Gonzales,60,97.18,638,620
33,T34,T34,Brendon de Jonge,105,97.15,1299,1262
34,T34,T34,Nick Watney,80,97.15,842,818
35,T36,T36,Michael Connell,76,97.14,1050,1020
36,T36,T36,David Toms,78,97.14,805,782
37,38,38,Jason Day,76,97.13,802,779
38,39,39,Martin Laird,77,97.11,866,841
39,40,40,Padraig Harrington,60,97.09,652,633
40,41,41,Jonathan Byrd,83,97.08,1028,998
41,42,42,Michael Putnam,67,97.07,752,730
42,T43,T43,Keegan Bradley,91,97.01,1102,1069
43,T43,T43,Vaughn Taylor,89,97.01,1206,1170
44,T45,T45,Ryan Palmer,82,97.0,867,841
45,T45,T45,Dean Wilson,62,97.0,800,776
46,T47,T47,Shaun Micheel,77,96.97,925,897
47,T47,T47,Kevin Streelman,90,96.97,989,959
48,T49,T49,Justin Leonard,82,96.95,1082,1049
49,T49,T49,Spencer Levin,113,96.95,1375,1333
50,51,51,Scott Piercy,78,96.93,880,853
51,52,52,Scott McCarron,65,96.92,778,754
52,53,53,Ian Poulter,52,96.89,547,530
53,T54,T54,George McNeill,69,96.88,833,807
54,T54,T54,Jeff Overton,92,96.88,1027,995
55,56,56,Brendan Steele,89,96.86,1116,1081
56,T57,T57,Stewart Cink,72,96.8,749,725
57,T57,T57,Ben Martin,74,96.8,907,878
58,T59,T59,Hunter Mahan,92,96.79,1060,1026
59,T59,T59,Justin Rose,79,96.79,904,875
60,61,61,Shane Bertsch,62,96.74,737,713
61,62,62,Paul Stankowski,78,96.73,917,887
62,63,63,Garrett Willis,71,96.72,914,884
63,64,64,Richard Johnson,64,96.68,783,757
64,65,65,D.A. Points,89,96.66,1049,1014
65,66,66,Roland Thatcher,67,96.64,862,833
66,T67,T67,Ben Crane,76,96.63,891,861
67,T67,T67,Steve Flesch,88,96.63,1069,1033
68,T67,T67,David Mathis,83,96.63,978,945
69,70,70,Chez Reavie,92,96.6,1175,1135
70,T71,T71,Nathan Green,81,96.58,993,959
71,T71,T71,Johnson Wagner,81,96.58,993,959
72,T73,T73,Jason Bohn,74,96.56,959,926
73,T73,T73,Scott Stallings,84,96.56,988,954
74,75,75,Billy Horschel,75,96.54,897,866
75,76,76,Cameron Tringale,110,96.52,1379,1331
76,77,77,Anthony Kim,72,96.49,798,770
77,T78,T78,Marc Turnesa,54,96.47,651,628
78,T78,T78,Mark Wilson,89,96.47,991,956
79,T80,T80,Sergio Garcia,61,96.46,649,626
80,T80,T80,Aron Price,58,96.46,707,682
81,82,82,Graeme McDowell,50,96.45,507,489
82,83,83,Heath Slocum,89,96.44,1094,1055
83,84,84,Lee Janzen,62,96.4,722,696
84,T85,T85,Woody Austin,59,96.39,721,695
85,T85,T85,Tim Herron,85,96.39,1108,1068
86,T85,T85,Tim Petrovic,88,96.39,1108,1068
87,T88,T88,Tommy Gainey,104,96.38,1269,1223
88,T88,T88,Kevin Kisner,70,96.38,801,772
89,T88,T88,Jim Renner,65,96.38,745,718
90,91,91,Ben Curtis,66,96.36,878,846
91,92,92,K.J. Choi,77,96.35,821,791
92,T93,T93,Chris Kirk,87,96.33,1118,1077
93,T93,T93,Webb Simpson,98,96.33,1173,1130
94,T95,T95,John Rollins,85,96.32,1034,996
95,T95,T95,Rory Sabbatini,85,96.32,870,838
96,T95,T95,Chris Stroud,88,96.32,1113,1072
97,98,98,Retief Goosen,50,96.31,569,548
98,99,99,Andres Romero,77,96.3,945,910
99,100,100,Charl Schwartzel,58,96.28,565,544
100,101,101,Kent Jones,76,96.27,939,904
101,102,102,Rod Pampling,72,96.26,855,823
102,103,103,Kris Blanks,92,96.23,1220,1174
103,104,104,Aaron Baddeley,77,96.22,874,841
104,T105,T105,Brian Davis,105,96.21,1319,1269
105,T105,T105,Bill Lunde,92,96.21,1108,1066
106,T107,T107,Briny Baird,60,96.2,710,683
107,T107,T107,Matt McQuillan,59,96.2,685,659
108,T107,T107,John Senden,94,96.2,1159,1115
109,110,110,Bubba Watson,85,96.17,861,828
110,T111,T111,Arjun Atwal,91,96.13,1189,1143
111,T111,T111,Cameron Beckman,71,96.13,904,869
112,113,113,Pat Perez,76,96.12,979,941
113,114,114,Matt Jones,71,96.11,926,890
114,T115,T115,Hunter Haas,96,96.04,1211,1163
115,T115,T115,Sean O'Hair,71,96.04,859,825
116,117,117,Steven Bowditch,86,96.03,1108,1064
117,T118,T118,Billy Mayfair,94,96.02,1255,1205
118,T118,T118,Bo Van Pelt,92,96.02,1029,988
119,120,120,Robert Karlsson,61,96.01,651,625
120,T121,T121,Jim Furyk,87,95.98,1044,1002
121,T121,T121,Daniel Summerhays,75,95.98,996,956
122,123,123,Nate Smith,66,95.97,744,714
123,124,124,Stephen Ames,69,95.96,867,832
124,125,125,Gary Woodland,93,95.94,1009,968
125,T126,T126,Matt Bettencourt,84,95.93,1082,1038
126,T126,T126,Phil Mickelson,79,95.93,859,824
127,128,128,Stuart Appleby,65,95.92,882,846
128,129,129,John Merrick,71,95.91,856,821
129,130,130,Rickie Fowler,84,95.89,901,864
130,131,131,J.B. Holmes,57,95.88,680,652
131,132,132,Brandt Jobe,100,95.84,1154,1106
132,133,133,Harrison Frazar,58,95.83,600,575
133,134,134,Davis Love III,70,95.81,787,754
134,T135,T135,Michael Bradley,74,95.79,878,841
135,T135,T135,Charley Hoffman,93,95.79,1070,1025
136,137,137,Dustin Johnson,72,95.78,782,749
137,T138,T138,Sung Kang,63,95.77,732,701
138,T138,T138,Jarrod Lyle,83,95.77,1063,1018
139,T140,T140,Martin Piller,63,95.74,728,697
140,T140,T140,Alexandre Rocha,65,95.74,705,675
141,T142,T142,Chad Campbell,99,95.73,1266,1212
142,T142,T142,Joe Ogilvie,75,95.73,866,829
143,144,144,Marc Leishman,87,95.72,1167,1117
144,T145,T145,Rich Beem,53,95.71,676,647
145,T145,T145,Paul Goydos,81,95.71,1095,1048
146,T145,T145,Troy Merritt,63,95.71,840,804
147,T145,T145,Nick O'Hern,89,95.71,1118,1070
148,T149,T149,Fabián Gómez,84,95.7,977,935
149,T149,T149,Rocco Mediate,53,95.7,698,668
150,151,151,Lucas Glover,74,95.66,852,815
151,152,152,Bio Kim,71,95.63,846,809
152,T153,T153,James Driscoll,71,95.59,884,845
153,T153,T153,Bobby Gates,82,95.59,998,954
154,155,155,Scott Gutschewski,67,95.57,790,755
155,156,156,Jhonattan Vegas,84,95.56,1013,968
156,157,157,Robert Allenby,84,95.55,1012,967
157,T158,T158,Chris DiMarco,93,95.54,1211,1157
158,T158,T158,Derek Lamely,65,95.54,829,792
159,T160,T160,Steve Marino,76,95.51,869,830
160,T160,T160,Alex Prugh,82,95.51,1047,1000
161,162,162,Jason Dufner,78,95.5,934,892
162,163,163,Vijay Singh,79,95.48,1039,992
163,164,164,Troy Matteson,91,95.4,1175,1121
164,165,165,Kyle Stanley,98,95.36,1165,1111
165,166,166,Tag Ridings,87,95.33,1071,1021
166,167,167,Camilo Villegas,69,95.31,832,793
167,168,168,Robert Garrigus,83,95.14,988,940
168,169,169,Joseph Bramlett,73,95.1,898,854
169,170,170,Jim Herman,69,95.09,835,794
170,171,171,Ryuji Imada,83,95.05,1111,1056
171,172,172,D.J. Brigman,67,95.03,805,765
172,T173,T173,Chris Riley,76,94.97,1014,963
173,T173,T173,Kevin Stadler,88,94.97,1093,1038
174,175,175,Ernie Els,71,94.93,888,843
175,176,176,D.J. Trahan,91,94.88,1249,1185
176,177,177,Joe Durant,71,94.86,954,905
177,178,178,Alex Cejka,59,94.71,699,662
178,179,179,Ricky Barnes,78,94.66,973,921
179,180,180,Zack Miller,86,94.62,1079,1021
180,181,181,Adam Scott,60,94.6,648,613
181,182,182,Tom Gillis,55,94.46,722,682
182,183,183,Justin Hicks,60,94.44,665,628
183,184,184,Kevin Chappell,78,94.22,899,847
184,185,185,David Duval,67,94.15,854,804
185,186,186,Boo Weekley,66,93.76,882,827
