,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
49,T44,T44,Chez Reavie,92,19,557,3.4
50,T51,T51,Cameron Beckman,71,18,455,4.0
51,T51,T51,Chris Couch,73,18,499,3.6
52,T51,T51,Brian Gay,90,18,555,3.2
53,T51,T51,Freddie Jacobson,92,18,539,3.3
54,T51,T51,Colt Knost,80,18,462,3.9
55,T51,T51,Bill Lunde,92,18,516,3.5
56,T51,T51,Zack Miller,86,18,503,3.6
57,T51,T51,Rod Pampling,72,18,424,4.2
58,T51,T51,Aron Price,58,18,332,5.4
59,T51,T51,Heath Slocum,89,18,450,4.0
60,T51,T51,Chris Stroud,88,18,532,3.4
61,T51,T51,Josh Teater,104,18,606,3.0
62,T63,T63,Arjun Atwal,91,17,605,2.8
63,T63,T63,Shane Bertsch,62,17,376,4.5
64,T63,T63,Billy Horschel,75,17,417,4.1
65,T63,T63,Joe Ogilvie,75,17,457,3.7
66,T63,T63,Alexandre Rocha,65,17,301,5.6
67,T63,T63,Charl Schwartzel,58,17,279,6.1
68,T63,T63,Michael Thompson,79,17,497,3.4
69,T63,T63,D.J. Trahan,91,17,526,3.2
70,T63,T63,Bubba Watson,85,17,402,4.2
71,T63,T63,Charlie Wi,83,17,584,2.9
72,T63,T63,Garrett Willis,71,17,447,3.8
73,T63,T63,Dean Wilson,62,17,410,4.1
74,T63,T63,Mark Wilson,89,17,504,3.4
75,T63,T63,Gary Woodland,93,17,452,3.8
76,T77,T77,Stephen Ames,69,16,420,3.8
77,T77,T77,Steven Bowditch,86,16,581,2.8
78,T77,T77,Joseph Bramlett,73,16,392,4.1
79,T77,T77,Brian Davis,105,16,659,2.4
80,T77,T77,Ernie Els,71,16,350,4.6
81,T77,T77,Charley Hoffman,93,16,516,3.1
82,T77,T77,Jerry Kelly,85,16,477,3.4
83,T77,T77,Marc Leishman,87,16,547,2.9
84,T77,T77,Scott Piercy,78,16,457,3.5
85,T77,T77,Jim Renner,65,16,383,4.2
86,T77,T77,David Toms,78,16,419,3.8
87,T88,T88,Robert Allenby,84,15,469,3.2
88,T88,T88,Michael Bradley,74,15,384,3.9
89,T88,T88,D.J. Brigman,67,15,386,3.9
90,T88,T88,Chris DiMarco,93,15,578,2.6
91,T88,T88,Paul Goydos,81,15,502,3.0
92,T88,T88,Kent Jones,76,15,444,3.4
93,T88,T88,Matt Jones,71,15,459,3.3
94,T88,T88,Matt Kuchar,94,15,537,2.8
95,T88,T88,Scott McCarron,65,15,397,3.8
96,T88,T88,Jeff Overton,92,15,517,2.9
97,T88,T88,Nate Smith,66,15,395,3.8
98,T88,T88,Paul Stankowski,78,15,475,3.2
99,T88,T88,Steve Stricker,70,15,426,3.5
100,T88,T88,Bo Van Pelt,92,15,501,3.0
101,T102,T102,Stuart Appleby,65,14,422,3.3
102,T102,T102,Jason Bohn,74,14,472,3.0
103,T102,T102,Stewart Cink,72,14,354,4.0
104,T102,T102,Michael Connell,76,14,491,2.9
105,T102,T102,Padraig Harrington,60,14,347,4.0
106,T102,T102,Sung Kang,63,14,340,4.1
107,T102,T102,Bio Kim,71,14,429,3.3
108,T102,T102,Shaun Micheel,77,14,447,3.1
109,T102,T102,Sean O'Hair,71,14,400,3.5
110,T102,T102,Martin Piller,63,14,349,4.0
111,T102,T102,Michael Putnam,67,14,364,3.8
112,T102,T102,Justin Rose,79,14,430,3.3
113,T102,T102,Camilo Villegas,69,14,402,3.5
114,T102,T102,Boo Weekley,66,14,337,4.2
115,T102,T102,Y.E. Yang,63,14,309,4.5
116,T117,T117,Ben Crane,76,13,438,3.0
117,T117,T117,Jim Furyk,87,13,464,2.8
118,T117,T117,Sergio Garcia,61,13,310,4.2
119,T117,T117,Bobby Gates,82,13,430,3.0
120,T117,T117,Nathan Green,81,13,522,2.5
121,T117,T117,J.P. Hayes,56,13,344,3.8
122,T117,T117,Richard Johnson,64,13,353,3.7
123,T117,T117,Justin Leonard,82,13,513,2.5
124,T117,T117,David Mathis,83,13,511,2.5
125,T117,T117,John Merrick,71,13,400,3.3
126,T117,T117,Troy Merritt,63,13,378,3.4
127,T117,T117,Bryce Molder,82,13,549,2.4
128,T117,T117,Andres Romero,77,13,530,2.5
129,T117,T117,Will Strickler,51,13,307,4.2
130,T117,T117,Nick Watney,80,13,470,2.8
131,T132,T132,Briny Baird,60,12,317,3.8
132,T132,T132,Jonathan Byrd,83,12,519,2.3
133,T132,T132,Jason Dufner,78,12,450,2.7
134,T132,T132,Jim Herman,69,12,354,3.4
135,T132,T132,Lee Janzen,62,12,354,3.4
136,T132,T132,Robert Karlsson,61,12,340,3.5
137,T132,T132,Anthony Kim,72,12,426,2.8
138,T132,T132,Kevin Kisner,70,12,404,3.0
139,T132,T132,Martin Laird,77,12,453,2.6
140,T132,T132,Jarrod Lyle,83,12,510,2.4
141,T132,T132,Graeme McDowell,50,12,272,4.4
142,T132,T132,George McNeill,69,12,409,2.9
143,T132,T132,Geoff Ogilvy,69,12,421,2.9
144,T132,T132,Chris Riley,76,12,458,2.6
145,T132,T132,Adam Scott,60,12,310,3.9
146,T132,T132,Vaughn Taylor,89,12,593,2.0
147,T132,T132,Roland Thatcher,67,12,446,2.7
148,T132,T132,Jimmy Walker,79,12,554,2.2
149,T150,T150,Aaron Baddeley,77,11,470,2.3
150,T150,T150,Ricky Barnes,78,11,421,2.6
151,T150,T150,Keegan Bradley,91,11,526,2.1
152,T150,T150,Kevin Chappell,78,11,437,2.5
153,T150,T150,K.J. Choi,77,11,400,2.8
154,T150,T150,Joe Durant,71,11,397,2.8
155,T150,T150,Steve Elkington,50,11,292,3.8
156,T150,T150,Ryan Palmer,82,11,438,2.5
157,T150,T150,Brendan Steele,89,11,505,2.2
158,T150,T150,Marc Turnesa,54,11,290,3.8
159,T160,T160,Ben Curtis,66,10,431,2.3
160,T160,T160,Harrison Frazar,58,10,299,3.3
161,T160,T160,Retief Goosen,50,10,279,3.6
162,T160,T160,David Hearn,88,10,518,1.9
163,T160,T160,Derek Lamely,65,10,368,2.7
164,T160,T160,Phil Mickelson,79,10,428,2.3
165,T166,T166,Woody Austin,59,9,371,2.4
166,T166,T166,James Driscoll,71,9,421,2.1
167,T166,T166,Scott Gutschewski,67,9,366,2.5
168,T166,T166,Rory Sabbatini,85,9,428,2.1
169,T166,T166,Scott Stallings,84,9,459,2.0
170,T166,T166,Daniel Summerhays,75,9,442,2.0
171,T172,T172,Ángel Cabrera,50,8,262,3.1
172,T172,T172,Luke Donald,73,8,418,1.9
173,T172,T172,Ryan Moore,79,8,447,1.8
174,T172,T172,Alex Prugh,82,8,427,1.9
175,T176,T176,Rich Beem,53,7,307,2.3
176,T176,T176,Zach Johnson,79,7,488,1.4
177,T176,T176,Dustin Johnson,72,7,356,2.0
178,T176,T176,Rocco Mediate,53,7,323,2.2
179,T180,T180,Alex Cejka,59,6,300,2.0
180,T180,T180,Tom Gillis,55,6,329,1.8
181,T180,T180,J.B. Holmes,57,6,313,1.9
182,T180,T180,Davis Love III,70,6,340,1.8
183,T180,T180,Ian Poulter,52,6,291,2.1
184,185,185,Justin Hicks,60,5,274,1.8
185,186,186,Andres Gonzales,60,3,317,0.9
