,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Chez Reavie,92,26.42,106,28
1,2,2,Graeme McDowell,50,22.22,45,10
2,3,3,Webb Simpson,98,20.34,118,24
3,4,4,Rickie Fowler,84,20.0,75,15
4,5,5,David Toms,78,19.74,76,15
5,6,6,Luke Donald,73,19.23,78,15
6,T7,T7,Aaron Baddeley,77,18.6,86,16
7,T7,T7,Steven Bowditch,86,18.6,86,16
8,9,9,Rocco Mediate,53,18.33,60,11
9,10,10,Fabián Gómez,84,18.18,77,14
10,11,11,Carl Pettersson,95,17.76,107,19
11,12,12,Rod Pampling,72,17.57,74,13
12,13,13,Brandt Snedeker,85,17.33,75,13
13,14,14,Ben Martin,74,17.19,64,11
14,15,15,Tag Ridings,87,17.11,76,13
15,16,16,John Merrick,71,17.07,82,14
16,17,17,Shaun Micheel,77,17.05,88,15
17,18,18,Roland Thatcher,67,17.02,94,16
18,19,19,Shane Bertsch,62,16.95,59,10
19,20,20,Brian Gay,90,16.83,101,17
20,21,21,John Senden,94,16.8,125,21
21,T22,T22,Hunter Haas,96,16.67,102,17
22,T22,T22,John Rollins,85,16.67,114,19
23,T22,T22,Will Strickler,51,16.67,48,8
24,25,25,Mark Wilson,89,16.48,91,15
25,26,26,Paul Stankowski,78,16.47,85,14
26,27,27,Brendon de Jonge,105,15.97,119,19
27,28,28,Scott McCarron,65,15.87,63,10
28,T29,T29,Stephen Ames,69,15.79,95,15
29,T29,T29,Kris Blanks,92,15.79,133,21
30,T29,T29,Stewart Cink,72,15.79,76,12
31,T29,T29,Cameron Tringale,110,15.79,133,21
32,33,33,Lee Janzen,62,15.63,64,10
33,34,34,David Mathis,83,15.56,90,14
34,T35,T35,David Hearn,88,15.52,116,18
35,T35,T35,Marc Turnesa,54,15.52,58,9
36,37,37,Martin Laird,77,15.29,85,13
37,38,38,Camilo Villegas,69,15.28,72,11
38,39,39,Padraig Harrington,60,15.25,59,9
39,40,40,Daniel Summerhays,75,15.19,79,12
40,41,41,Blake Adams,116,15.17,145,22
41,42,42,Kevin Chappell,78,15.07,73,11
42,43,43,Bryce Molder,82,15.05,93,14
43,T44,T44,Bill Lunde,92,15.0,100,15
44,T44,T44,Michael Putnam,67,15.0,80,12
45,46,46,Nick Watney,80,14.81,81,12
46,47,47,Ryan Moore,79,14.77,88,13
47,T48,T48,D.J. Brigman,67,14.71,68,10
48,T48,T48,Hunter Mahan,92,14.71,102,15
49,50,50,Harrison Frazar,58,14.58,48,7
50,T51,T51,Tim Petrovic,88,14.29,91,13
51,T51,T51,Chris Riley,76,14.29,84,12
52,T51,T51,Andres Romero,77,14.29,91,13
53,T54,T54,Nathan Green,81,14.12,85,12
54,T54,T54,Justin Leonard,82,14.12,85,12
55,T56,T56,D.A. Points,89,13.95,86,12
56,T56,T56,Dean Wilson,62,13.95,86,12
57,58,58,Johnson Wagner,81,13.91,115,16
58,59,59,Pat Perez,76,13.86,101,14
59,60,60,Marc Leishman,87,13.76,109,15
60,T61,T61,Charley Hoffman,93,13.75,80,11
61,T61,T61,Kevin Na,84,13.75,80,11
62,T63,T63,Kevin Kisner,70,13.64,66,9
63,T63,T63,Nick O'Hern,89,13.64,110,15
64,T63,T63,Aron Price,58,13.64,66,9
65,66,66,Jhonattan Vegas,84,13.48,89,12
66,67,67,Woody Austin,59,13.41,82,11
67,68,68,Martin Piller,63,13.33,60,8
68,69,69,Matt Jones,71,13.24,68,9
69,70,70,Greg Chalmers,88,13.1,84,11
70,T71,T71,Kent Jones,76,13.04,92,12
71,T71,T71,Bio Kim,71,13.04,69,9
72,73,73,Dustin Johnson,72,12.9,62,8
73,T74,T74,Ángel Cabrera,50,12.82,39,5
74,T74,T74,Davis Love III,70,12.82,78,10
75,T74,T74,Garrett Willis,71,12.82,78,10
76,77,77,Jeff Overton,92,12.73,110,14
77,T78,T78,Jonathan Byrd,83,12.5,96,12
78,T78,T78,David Duval,67,12.5,72,9
79,T78,T78,Colt Knost,80,12.5,88,11
