,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Kevin Na,27.13,407,15
1,2,2,Greg Chalmers,27.19,435,16
2,3,3,Luke Donald,27.33,410,15
3,4,4,Matt McQuillan,27.5,220,8
4,5,5,Ryan Moore,27.53,468,17
5,6,6,Bio Kim,27.56,248,9
6,7,7,Geoff Ogilvy,27.62,359,13
7,8,8,K.J. Choi,27.63,442,16
8,9,9,Stewart Cink,27.69,360,13
9,10,10,Nick Watney,27.88,474,17
10,11,11,Ian Poulter,27.9,279,10
11,T12,T12,Matt Jones,28.0,280,10
12,T12,T12,Camilo Villegas,28.0,308,11
13,14,14,Steve Flesch,28.06,449,16
14,T15,T15,Jarrod Lyle,28.1,281,10
15,T15,T15,George McNeill,28.1,281,10
16,17,17,Brian Gay,28.12,478,17
17,18,18,Bryce Molder,28.14,394,14
18,19,19,Shane Bertsch,28.2,282,10
19,T20,T20,Richard Johnson,28.22,254,9
20,T20,T20,Phil Mickelson,28.22,508,18
21,T22,T22,Jason Day,28.25,452,16
22,T22,T22,Justin Hicks,28.25,113,4
23,24,24,Hunter Haas,28.27,424,15
24,25,25,Chris Couch,28.31,453,16
25,26,26,Will Strickler,28.33,170,6
26,T27,T27,Cameron Beckman,28.36,312,11
27,T27,T27,Ben Crane,28.36,397,14
28,T27,T27,Lee Janzen,28.36,312,11
29,30,30,Michael Thompson,28.38,369,13
30,31,31,Chris DiMarco,28.4,426,15
31,32,32,Ryuji Imada,28.42,341,12
32,33,33,Ángel Cabrera,28.43,199,7
33,T34,T34,Retief Goosen,28.5,285,10
34,T34,T34,Pat Perez,28.5,399,14
35,T34,T34,Tim Petrovic,28.5,399,14
36,T34,T34,Daniel Summerhays,28.5,228,8
37,38,38,Jeff Overton,28.55,571,20
38,T39,T39,Scott McCarron,28.56,257,9
39,T39,T39,Brandt Snedeker,28.56,457,16
40,41,41,Adam Scott,28.58,343,12
41,T42,T42,Jason Dufner,28.6,429,15
42,T42,T42,Kevin Kisner,28.6,286,10
43,T44,T44,J.P. Hayes,28.63,229,8
44,T44,T44,Charley Hoffman,28.63,544,19
45,46,46,Steven Bowditch,28.64,401,14
46,T47,T47,Harrison Frazar,28.67,258,9
47,T47,T47,Robert Karlsson,28.67,344,12
48,T47,T47,Scott Piercy,28.67,430,15
49,50,50,James Driscoll,28.7,287,10
50,T51,T51,Tommy Gainey,28.71,488,17
51,T51,T51,Zach Johnson,28.71,488,17
52,53,53,Roland Thatcher,28.73,316,11
53,T54,T54,Carl Pettersson,28.75,575,20
54,T54,T54,Martin Piller,28.75,230,8
55,T54,T54,Y.E. Yang,28.75,345,12
56,57,57,Rickie Fowler,28.76,489,17
57,58,58,D.A. Points,28.78,518,18
58,59,59,Troy Matteson,28.81,461,16
59,60,60,Marc Turnesa,28.86,202,7
60,61,61,Jerry Kelly,28.87,433,15
61,T62,T62,Billy Mayfair,28.88,491,17
62,T62,T62,Graeme McDowell,28.88,231,8
63,T62,T62,Brendan Steele,28.88,491,17
64,T65,T65,David Duval,28.89,260,9
65,T65,T65,Aron Price,28.89,260,9
66,T67,T67,Anthony Kim,28.9,289,10
67,T67,T67,Hunter Mahan,28.9,578,20
68,69,69,Joe Ogilvie,28.91,318,11
69,T70,T70,Rod Pampling,28.92,376,13
70,T70,T70,Chris Riley,28.92,347,12
71,72,72,Kevin Stadler,28.93,405,14
72,T73,T73,Brian Davis,29.0,609,21
73,T73,T73,Steve Elkington,29.0,203,7
74,T73,T73,Jim Renner,29.0,232,8
75,T73,T73,Charl Schwartzel,29.0,406,14
76,T73,T73,Steve Stricker,29.0,464,16
77,78,78,Martin Laird,29.07,436,15
78,T79,T79,Matt Bettencourt,29.08,378,13
79,T79,T79,Garrett Willis,29.08,349,12
80,T81,T81,Joe Durant,29.09,320,11
81,T81,T81,Colt Knost,29.09,320,11
82,T81,T81,Webb Simpson,29.09,640,22
83,T84,T84,William McGirt,29.11,524,18
84,T84,T84,Kevin Streelman,29.11,524,18
85,T86,T86,Aaron Baddeley,29.13,466,16
86,T86,T86,Robert Garrigus,29.13,466,16
87,T86,T86,Marc Leishman,29.13,466,16
88,T86,T86,Nate Smith,29.13,233,8
89,T90,T90,Blake Adams,29.14,641,22
90,T90,T90,Jason Bohn,29.14,408,14
91,T90,T90,Sergio Garcia,29.14,408,14
92,93,93,Matt Kuchar,29.15,583,20
93,94,94,Bo Van Pelt,29.17,525,18
94,T95,T95,Arjun Atwal,29.2,438,15
95,T95,T95,Alex Cejka,29.2,292,10
96,T95,T95,Ben Curtis,29.2,292,10
97,T95,T95,David Toms,29.2,438,15
98,T95,T95,Jimmy Walker,29.2,438,15
99,100,100,Paul Stankowski,29.21,409,14
100,101,101,Sung Kang,29.22,263,9
101,T102,T102,Spencer Levin,29.29,703,24
102,T102,T102,Tag Ridings,29.29,410,14
103,T102,T102,Mark Wilson,29.29,498,17
104,105,105,Andres Romero,29.31,469,16
105,106,106,Nick O'Hern,29.33,440,15
106,T107,T107,Robert Allenby,29.35,499,17
107,T107,T107,Brendon de Jonge,29.35,587,20
108,109,109,Stephen Ames,29.36,323,11
109,T110,T110,Fabián Gómez,29.38,382,13
110,T110,T110,Ryan Palmer,29.38,470,16
111,112,112,Kyle Stanley,29.39,529,18
112,T113,T113,Chris Kirk,29.4,441,15
113,T113,T113,Dean Wilson,29.4,294,10
114,T113,T113,Gary Woodland,29.4,588,20
115,116,116,Charles Howell III,29.41,647,22
116,117,117,Paul Goydos,29.43,412,14
117,T118,T118,Keegan Bradley,29.44,471,16
118,T118,T118,Charlie Wi,29.44,471,16
119,120,120,Jonathan Byrd,29.47,442,15
120,T121,T121,Freddie Jacobson,29.5,531,18
121,T121,T121,Troy Merritt,29.5,236,8
122,T121,T121,Chez Reavie,29.5,531,18
123,T121,T121,Justin Rose,29.5,472,16
124,125,125,Jim Furyk,29.53,502,17
125,T126,T126,Nathan Green,29.54,384,13
126,T126,T126,Tim Herron,29.54,384,13
127,128,128,Bill Haas,29.55,591,20
128,T129,T129,Scott Gutschewski,29.57,207,7
129,T129,T129,Derek Lamely,29.57,207,7
130,T129,T129,Chris Stroud,29.57,414,14
131,132,132,Rory Sabbatini,29.59,503,17
132,T133,T133,Woody Austin,29.6,296,10
133,T133,T133,David Mathis,29.6,444,15
134,T133,T133,John Rollins,29.6,444,15
135,T133,T133,Cameron Tringale,29.6,592,20
136,T137,T137,Kevin Chappell,29.64,326,11
137,T137,T137,Shaun Micheel,29.64,326,11
138,139,139,Trevor Immelman,29.65,504,17
139,T140,T140,Michael Connell,29.67,356,12
140,T140,T140,David Hearn,29.67,445,15
141,T140,T140,Dustin Johnson,29.67,445,15
142,T140,T140,Kent Jones,29.67,356,12
143,T144,T144,Justin Leonard,29.71,416,14
144,T144,T144,Bill Lunde,29.71,505,17
145,146,146,Michael Bradley,29.73,327,11
146,147,147,Ricky Barnes,29.75,476,16
147,T148,T148,Padraig Harrington,29.83,358,12
148,T148,T148,Rocco Mediate,29.83,179,6
149,T148,T148,Scott Stallings,29.83,358,12
150,151,151,D.J. Brigman,29.88,239,8
151,152,152,Bobby Gates,29.89,269,9
152,T153,T153,Ben Martin,29.91,329,11
153,T153,T153,Michael Putnam,29.91,329,11
154,155,155,Sean O'Hair,29.92,359,12
155,T156,T156,Lucas Glover,29.93,449,15
156,T156,T156,Heath Slocum,29.93,449,15
157,158,158,Josh Teater,29.95,569,19
158,T159,T159,Chad Campbell,30.0,570,19
159,T159,T159,Jhonattan Vegas,30.0,450,15
160,T159,T159,Johnson Wagner,30.0,420,14
161,T162,T162,Kris Blanks,30.06,481,16
162,T162,T162,Vaughn Taylor,30.06,511,17
163,164,164,D.J. Trahan,30.13,452,15
164,165,165,Andres Gonzales,30.17,181,6
165,166,166,Billy Horschel,30.27,333,11
166,167,167,Rich Beem,30.33,182,6
167,168,168,Brandt Jobe,30.35,607,20
168,169,169,Bubba Watson,30.37,577,19
169,170,170,J.J. Henry,30.39,547,18
170,171,171,Stuart Appleby,30.4,304,10
171,T172,T172,Briny Baird,30.5,305,10
172,T172,T172,Steve Marino,30.5,427,14
173,T172,T172,John Merrick,30.5,366,12
174,T175,T175,Joseph Bramlett,30.56,275,9
175,T175,T175,Tom Gillis,30.56,275,9
176,177,177,Vijay Singh,30.57,428,14
177,178,178,Jim Herman,30.6,306,10
178,179,179,Alex Prugh,30.64,337,11
179,180,180,Ernie Els,30.71,430,14
180,181,181,Davis Love III,30.77,400,13
181,182,182,Zack Miller,30.82,339,11
182,183,183,J.B. Holmes,30.83,370,12
183,184,184,John Senden,30.86,648,21
184,185,185,Boo Weekley,31.3,313,10
185,186,186,Alexandre Rocha,31.63,253,8
