,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
55,56,56,Matt Bettencourt,39.32,92,234
56,57,57,Ricky Barnes,39.24,113,288
57,T58,T58,Steve Elkington,38.89,49,126
58,T58,T58,Sergio Garcia,38.89,98,252
59,T58,T58,Rocco Mediate,38.89,42,108
60,61,61,Brian Davis,38.62,146,378
61,62,62,Kevin Streelman,38.58,125,324
62,63,63,Brendan Steele,38.56,118,306
63,T64,T64,Arjun Atwal,38.52,104,270
64,T64,T64,Steven Bowditch,38.52,104,270
65,66,66,Matt Kuchar,38.33,138,360
66,67,67,Bo Van Pelt,38.27,124,324
67,T68,T68,Robert Allenby,38.24,117,306
68,T68,T68,Troy Matteson,38.24,117,306
69,70,70,Chris DiMarco,38.19,110,288
70,T71,T71,Lucas Glover,38.15,103,270
71,T71,T71,Tim Petrovic,38.15,103,270
72,73,73,Gary Woodland,38.06,137,360
73,74,74,Charley Hoffman,38.01,130,342
74,75,75,Chez Reavie,37.96,123,324
75,76,76,Blake Adams,37.92,157,414
76,77,77,Charlie Wi,37.85,109,288
77,T78,T78,Jason Dufner,37.78,102,270
78,T78,T78,Richard Johnson,37.78,68,180
79,T80,T80,Ángel Cabrera,37.5,54,144
80,T80,T80,J.P. Hayes,37.5,54,144
81,T80,T80,George McNeill,37.5,81,216
82,T80,T80,Troy Merritt,37.5,54,144
83,84,84,Chad Campbell,37.43,128,342
84,85,85,Jason Bohn,37.41,101,270
85,86,86,Trevor Immelman,37.25,114,306
86,87,87,Ben Curtis,37.22,67,180
87,T88,T88,Jerry Kelly,37.15,107,288
88,T88,T88,Justin Rose,37.15,107,288
89,90,90,John Rollins,37.04,100,270
90,T91,T91,Stewart Cink,36.9,93,252
91,T91,T91,Michael Thompson,36.9,93,252
92,T93,T93,Ryan Palmer,36.81,106,288
93,T93,T93,David Toms,36.81,106,288
94,95,95,Chris Riley,36.75,86,234
95,T96,T96,Dustin Johnson,36.67,99,270
96,T96,T96,Dean Wilson,36.67,66,180
97,T98,T98,Stephen Ames,36.57,79,216
98,T98,T98,Cameron Beckman,36.57,79,216
99,T98,T98,Kevin Chappell,36.57,79,216
100,T98,T98,Sean O'Hair,36.57,79,216
101,T102,T102,Justin Leonard,36.51,92,252
102,T102,T102,Charl Schwartzel,36.51,92,252
103,T102,T102,Cameron Tringale,36.51,138,378
104,105,105,Aaron Baddeley,36.46,105,288
105,106,106,Tom Gillis,36.42,59,162
106,107,107,Kevin Kisner,36.36,72,198
107,108,108,Joe Ogilvie,36.32,85,234
108,T109,T109,Tommy Gainey,36.11,117,324
109,T109,T109,Paul Goydos,36.11,91,252
110,T109,T109,Billy Mayfair,36.11,117,324
111,T109,T109,Scott McCarron,36.11,65,180
112,T113,T113,Jonathan Byrd,35.93,97,270
113,T113,T113,Paul Stankowski,35.93,97,270
114,115,115,James Driscoll,35.86,71,198
115,116,116,Nick O'Hern,35.76,103,288
116,117,117,Nathan Green,35.71,90,252
117,118,118,Bubba Watson,35.67,122,342
118,T119,T119,Bill Haas,35.56,128,360
119,T119,T119,Spencer Levin,35.56,160,450
120,T119,T119,Tag Ridings,35.56,96,270
121,T119,T119,Jimmy Walker,35.56,96,270
122,123,123,Kent Jones,35.47,83,234
123,124,124,Jhonattan Vegas,35.42,102,288
124,125,125,Keegan Bradley,35.29,108,306
125,126,126,Charles Howell III,35.27,146,414
126,T127,T127,Michael Connell,35.19,76,216
127,T127,T127,Chris Kirk,35.19,95,270
128,T127,T127,Nate Smith,35.19,57,162
129,T127,T127,Chris Stroud,35.19,95,270
130,T127,T127,D.J. Trahan,35.19,95,270
131,132,132,Jim Furyk,34.97,107,306
132,133,133,William McGirt,34.8,119,342
133,134,134,Padraig Harrington,34.72,75,216
134,135,135,Tim Herron,34.52,87,252
135,T136,T136,Sung Kang,34.44,62,180
136,T136,T136,Johnson Wagner,34.44,93,270
137,138,138,Brendon de Jonge,34.39,130,378
138,139,139,Kris Blanks,34.38,99,288
139,140,140,Shaun Micheel,34.26,74,216
140,141,141,Scott Stallings,34.19,80,234
141,142,142,Vaughn Taylor,33.99,104,306
142,143,143,Steve Marino,33.73,85,252
143,144,144,Rory Sabbatini,33.64,109,324
144,145,145,Josh Teater,33.61,121,360
145,T146,T146,Woody Austin,33.33,66,198
146,T146,T146,Bill Lunde,33.33,108,324
147,T146,T146,Aron Price,33.33,60,180
148,T146,T146,Michael Putnam,33.33,72,216
149,150,150,Kevin Stadler,32.99,95,288
150,151,151,Colt Knost,32.87,71,216
151,T152,T152,Alex Cejka,32.78,59,180
152,T152,T152,Kyle Stanley,32.78,118,360
153,154,154,David Mathis,32.64,94,288
154,155,155,Fabián Gómez,32.59,88,270
155,T156,T156,Derek Lamely,32.54,41,126
156,T156,T156,Vijay Singh,32.54,82,252
157,158,158,Michael Bradley,32.41,70,216
158,T159,T159,Rod Pampling,32.22,87,270
159,T159,T159,Heath Slocum,32.22,87,270
160,161,161,Davis Love III,32.05,75,234
161,162,162,David Hearn,31.7,97,306
162,163,163,Stuart Appleby,31.67,57,180
163,164,164,Rich Beem,31.48,34,108
164,T165,T165,Billy Horschel,31.02,67,216
165,T165,T165,Ben Martin,31.02,67,216
166,167,167,Brandt Jobe,30.95,117,378
167,168,168,Freddie Jacobson,30.83,111,360
168,T169,T169,Bobby Gates,30.81,61,198
169,T169,T169,Boo Weekley,30.81,61,198
170,171,171,John Senden,30.69,116,378
171,T172,T172,Ernie Els,30.56,77,252
172,T172,T172,John Merrick,30.56,77,252
173,T172,T172,Alex Prugh,30.56,66,216
174,175,175,J.B. Holmes,30.09,65,216
175,176,176,Jim Renner,30.0,54,180
176,177,177,J.J. Henry,29.82,102,342
177,178,178,Justin Hicks,29.63,32,108
178,179,179,Zack Miller,29.17,63,216
179,180,180,D.J. Brigman,28.89,52,180
180,181,181,Jim Herman,28.24,61,216
181,T182,T182,Briny Baird,27.78,55,198
182,T182,T182,Joseph Bramlett,27.78,55,198
183,T182,T182,Scott Gutschewski,27.78,45,162
184,185,185,Alexandre Rocha,24.44,44,180
185,186,186,Andres Gonzales,24.31,35,144
