,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Geoff Ogilvy,48.72,114,234
1,2,2,Greg Chalmers,47.22,136,288
2,3,3,Luke Donald,47.04,127,270
3,4,4,Matt McQuillan,46.53,67,144
4,5,5,Kevin Na,46.3,125,270
5,6,6,Ryan Moore,45.75,140,306
6,7,7,Ian Poulter,45.0,81,180
7,8,8,Bryce Molder,44.84,113,252
8,T9,T9,Will Strickler,44.44,48,108
9,T9,T9,Daniel Summerhays,44.44,64,144
10,11,11,Nick Watney,44.12,135,306
11,12,12,Phil Mickelson,43.52,141,324
12,13,13,Camilo Villegas,42.93,85,198
13,14,14,Jeff Overton,42.78,154,360
14,T15,T15,K.J. Choi,42.71,123,288
15,T15,T15,Jason Day,42.71,123,288
16,17,17,Ryuji Imada,42.59,92,216
17,18,18,Ben Crane,42.46,107,252
18,19,19,Retief Goosen,42.22,76,180
19,T20,T20,Hunter Haas,41.67,120,288
20,T20,T20,Matt Jones,41.67,75,180
21,T20,T20,Bio Kim,41.67,75,180
22,T20,T20,Pat Perez,41.67,105,252
23,T20,T20,Carl Pettersson,41.67,150,360
24,T20,T20,D.A. Points,41.67,135,324
25,26,26,Scott Piercy,41.48,112,270
26,T27,T27,David Duval,41.36,67,162
27,T27,T27,Brian Gay,41.36,134,324
28,T29,T29,Chris Couch,41.32,119,288
29,T29,T29,Brandt Snedeker,41.32,119,288
30,31,31,Marc Turnesa,41.27,52,126
31,32,32,Y.E. Yang,41.2,89,216
32,33,33,Steve Flesch,41.18,126,306
33,34,34,Anthony Kim,41.11,74,180
34,T35,T35,Marc Leishman,40.97,118,288
35,T35,T35,Andres Romero,40.97,118,288
36,T37,T37,Webb Simpson,40.91,162,396
37,T37,T37,Roland Thatcher,40.91,81,198
38,T39,T39,Robert Karlsson,40.74,88,216
39,T39,T39,Adam Scott,40.74,88,216
40,T39,T39,Garrett Willis,40.74,88,216
41,42,42,Hunter Mahan,40.56,146,360
42,43,43,Rickie Fowler,40.52,124,306
43,T44,T44,Joe Durant,40.4,80,198
44,T44,T44,Jarrod Lyle,40.4,80,198
45,46,46,Martin Laird,40.37,109,270
46,T47,T47,Graeme McDowell,40.28,58,144
47,T47,T47,Martin Piller,40.28,58,144
48,T47,T47,Steve Stricker,40.28,116,288
49,50,50,Zach Johnson,40.2,123,306
50,51,51,Harrison Frazar,40.12,65,162
51,52,52,Robert Garrigus,39.93,115,288
52,53,53,Mark Wilson,39.87,122,306
53,54,54,Shane Bertsch,39.39,78,198
54,55,55,Lee Janzen,39.35,85,216
