,Total_3_Putts_-_Inside_5_RANK THIS WEEK,Total_3_Putts_-_Inside_5_RANK LAST WEEK,Total_3_Putts_-_Inside_5_PLAYER NAME,Total_3_Putts_-_Inside_5_ROUNDS,Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS INSIDE 5',Total_3_Putts_-_Inside_5_TOTAL 3 PUTTS
0,1,1,Charley Hoffman,93,3,41
1,T2,T2,Steven Bowditch,86,2,48
2,T2,T2,Tom Gillis,55,2,43
3,T2,T2,Dustin Johnson,72,2,40
4,T2,T2,Nick O'Hern,89,2,40
5,T2,T2,Tag Ridings,87,2,32
6,T2,T2,Heath Slocum,89,2,33
7,T2,T2,Kyle Stanley,98,2,56
8,T2,T2,Michael Thompson,79,2,39
9,T2,T2,Cameron Tringale,110,2,52
10,T11,T11,Stephen Ames,69,1,36
11,T11,T11,Arjun Atwal,91,1,45
12,T11,T11,Woody Austin,59,1,30
13,T11,T11,Aaron Baddeley,77,1,27
14,T11,T11,Keegan Bradley,91,1,43
15,T11,T11,Kevin Chappell,78,1,38
16,T11,T11,Michael Connell,76,1,40
17,T11,T11,Brendon de Jonge,105,1,34
18,T11,T11,Chris DiMarco,93,1,42
19,T11,T11,James Driscoll,71,1,36
20,T11,T11,David Duval,67,1,38
21,T11,T11,Ernie Els,71,1,37
22,T11,T11,Brian Gay,90,1,30
23,T11,T11,Lucas Glover,74,1,31
24,T11,T11,Fabián Gómez,84,1,43
25,T11,T11,Paul Goydos,81,1,44
26,T11,T11,Justin Hicks,60,1,50
27,T11,T11,Freddie Jacobson,92,1,22
28,T11,T11,Robert Karlsson,61,1,19
29,T11,T11,Jerry Kelly,85,1,31
30,T11,T11,Anthony Kim,72,1,32
31,T11,T11,Bio Kim,71,1,37
32,T11,T11,Davis Love III,70,1,18
33,T11,T11,Hunter Mahan,92,1,49
34,T11,T11,Ben Martin,74,1,33
35,T11,T11,William McGirt,103,1,47
36,T11,T11,George McNeill,69,1,21
37,T11,T11,Ryan Moore,79,1,23
38,T11,T11,Sean O'Hair,71,1,34
39,T11,T11,Joe Ogilvie,75,1,29
40,T11,T11,Geoff Ogilvy,69,1,28
41,T11,T11,Carl Pettersson,95,1,34
42,T11,T11,Aron Price,58,1,27
43,T11,T11,Alex Prugh,82,1,42
44,T11,T11,Chez Reavie,92,1,54
45,T11,T11,John Rollins,85,1,45
46,T11,T11,Andres Romero,77,1,36
47,T11,T11,Rory Sabbatini,85,1,29
48,T11,T11,John Senden,94,1,40
49,T11,T11,Webb Simpson,98,1,33
50,T11,T11,Paul Stankowski,78,1,35
51,T11,T11,D.J. Trahan,91,1,67
52,T11,T11,Camilo Villegas,69,1,34
53,T11,T11,Johnson Wagner,81,1,38
54,T11,T11,Jimmy Walker,79,1,41
55,T11,T11,Boo Weekley,66,1,61
56,T11,T11,Garrett Willis,71,1,38
