,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Graeme McDowell,50,11.33,203,23
1,2,2,Chez Reavie,92,11.0,482,53
2,3,3,Matt McQuillan,59,10.84,286,31
3,4,4,Johnson Wagner,81,10.62,471,50
4,5,5,Rickie Fowler,84,10.31,359,37
5,T6,T6,Tim Petrovic,88,10.24,420,43
6,T6,T6,Brandt Snedeker,85,10.24,381,39
7,8,8,Shane Bertsch,62,10.18,285,29
8,9,9,Kevin Na,84,10.12,346,35
9,10,10,Webb Simpson,98,9.73,483,47
10,T11,T11,John Rollins,85,9.71,443,43
11,T11,T11,David Toms,78,9.71,340,33
12,13,13,Padraig Harrington,60,9.69,258,25
13,14,14,Fabián Gómez,84,9.67,393,38
14,15,15,Jason Day,76,9.64,332,32
15,16,16,Hunter Haas,96,9.61,489,47
16,17,17,Lucas Glover,74,9.55,356,34
17,18,18,Aaron Baddeley,77,9.38,341,32
18,19,19,Brian Gay,90,9.31,419,39
19,20,20,Pat Perez,76,9.25,389,36
20,21,21,Hunter Mahan,92,9.24,487,45
21,22,22,Steve Marino,76,9.19,359,33
22,23,23,David Duval,67,9.17,327,30
23,24,24,Stephen Ames,69,9.14,372,34
24,25,25,Aron Price,58,9.06,309,28
25,T26,T26,Cameron Beckman,71,8.99,345,31
26,T26,T26,Rod Pampling,72,8.99,356,32
27,T28,T28,Nate Smith,66,8.94,302,27
28,T28,T28,Camilo Villegas,69,8.94,302,27
29,30,30,Kevin Chappell,78,8.89,315,28
30,31,31,Nick O'Hern,89,8.7,437,38
31,32,32,Tag Ridings,87,8.67,427,37
32,33,33,Paul Stankowski,78,8.65,370,32
33,34,34,Will Strickler,51,8.63,278,24
34,35,35,D.J. Brigman,67,8.61,337,29
35,36,36,Dean Wilson,62,8.55,351,30
36,37,37,Luke Donald,73,8.46,272,23
37,38,38,Y.E. Yang,63,8.44,237,20
38,39,39,J.P. Hayes,56,8.4,262,22
39,40,40,Scott McCarron,65,8.38,346,29
40,41,41,Roland Thatcher,67,8.36,359,30
41,T42,T42,Kris Blanks,92,8.33,504,42
42,T42,T42,Harrison Frazar,58,8.33,228,19
43,T42,T42,Ben Martin,74,8.33,408,34
