,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,1,1,Ernie Els,71,"2' 0""",700,1388.25
1,T2,T2,Alex Cejka,59,"2' 1""",526,1090.667
2,T2,T2,Jim Furyk,87,"2' 1""",781,1623.4170000000001
3,T2,T2,Zach Johnson,79,"2' 1""",650,1374.75
4,T2,T2,Spencer Levin,113,"2' 1""",1044,2217.5
5,T2,T2,Nick O'Hern,89,"2' 1""",828,1727.75
6,T2,T2,Kevin Stadler,88,"2' 1""",830,1747.6670000000001
7,T8,T8,Ricky Barnes,78,"2' 2""",717,1531.6670000000001
8,T8,T8,Michael Bradley,74,"2' 2""",664,1412.3329999999999
9,T8,T8,K.J. Choi,77,"2' 2""",623,1354.3329999999999
10,T8,T8,Brendon de Jonge,105,"2' 2""",966,2063.25
11,T8,T8,Chris DiMarco,93,"2' 2""",883,1899.4170000000001
12,T8,T8,Steve Elkington,50,"2' 2""",459,1010.4169999999999
13,T8,T8,Hunter Haas,96,"2' 2""",906,1947.0829999999999
14,T8,T8,J.J. Henry,96,"2' 2""",913,2000.9170000000001
15,T8,T8,Trevor Immelman,84,"2' 2""",758,1615.9170000000001
16,T8,T8,Matt Kuchar,94,"2' 2""",725,1565.3329999999999
17,T8,T8,Troy Matteson,91,"2' 2""",891,1960.5829999999999
18,T8,T8,Rocco Mediate,53,"2' 2""",532,1162.417
19,T8,T8,Joe Ogilvie,75,"2' 2""",626,1350.0829999999999
20,T8,T8,Carl Pettersson,95,"2' 2""",954,2096.833
21,T8,T8,Chris Riley,76,"2' 2""",745,1592.5
22,T8,T8,Heath Slocum,89,"2' 2""",869,1906.9170000000001
23,T8,T8,Daniel Summerhays,75,"2' 2""",737,1624.75
24,T8,T8,Bubba Watson,85,"2' 2""",653,1417.9170000000001
25,T8,T8,Mark Wilson,89,"2' 2""",739,1617.75
26,T27,T27,Arjun Atwal,91,"2' 3""",867,1979.5829999999999
27,T27,T27,Aaron Baddeley,77,"2' 3""",629,1427.0
28,T27,T27,Briny Baird,60,"2' 3""",553,1256.167
29,T27,T27,Jonathan Byrd,83,"2' 3""",760,1696.9170000000001
30,T27,T27,Greg Chalmers,88,"2' 3""",774,1764.6670000000001
31,T27,T27,Ben Curtis,66,"2' 3""",676,1523.0
32,T27,T27,Luke Donald,73,"2' 3""",511,1137.0
