,Putting_from_4_RANK THIS WEEK,Putting_from_4_RANK LAST WEEK,Putting_from_4_PLAYER NAME,Putting_from_4_ROUNDS,Putting_from_4_% MADE,Putting_from_4_ATTEMPTS,Putting_from_4_PUTTS MADE
0,1,1,Y.E. Yang,63,98.68,76,75
1,2,2,J.P. Hayes,56,97.94,97,95
2,3,3,Aron Price,58,97.2,107,104
3,4,4,Luke Donald,73,97.14,105,102
4,5,5,Brian Gay,90,96.88,160,155
5,6,6,Shaun Micheel,77,96.0,125,120
6,7,7,Brandt Snedeker,85,95.68,162,155
7,8,8,Steve Elkington,50,95.45,66,63
8,T9,T9,Ángel Cabrera,50,95.12,82,78
9,T9,T9,Ben Martin,74,95.12,164,156
10,11,11,Carl Pettersson,95,95.11,184,175
11,12,12,Andres Gonzales,60,95.05,101,96
12,13,13,Garrett Willis,71,94.89,137,130
13,14,14,Brendon de Jonge,105,94.8,173,164
14,T15,T15,Matt Kuchar,94,94.78,134,127
15,T15,T15,Michael Putnam,67,94.78,115,109
16,17,17,David Hearn,88,94.71,170,161
17,18,18,Chris Couch,73,94.67,150,142
18,19,19,Greg Chalmers,88,94.63,149,141
19,20,20,Keegan Bradley,91,94.59,148,140
20,21,21,K.J. Choi,77,94.57,92,87
21,22,22,Scott McCarron,65,94.5,109,103
22,23,23,Ryan Moore,79,94.4,125,118
23,24,24,Colt Knost,80,94.37,142,134
24,25,25,Briny Baird,60,94.32,88,83
25,26,26,Freddie Jacobson,92,93.98,133,125
26,27,27,Trevor Immelman,84,93.97,116,109
27,28,28,James Driscoll,71,93.94,132,124
28,29,29,J.J. Henry,96,93.83,162,152
29,30,30,William McGirt,103,93.72,207,194
30,31,31,D.A. Points,89,93.71,159,149
31,32,32,Davis Love III,70,93.69,111,104
32,33,33,Ian Poulter,52,93.68,95,89
33,34,34,Padraig Harrington,60,93.64,110,103
34,35,35,Ryan Palmer,82,93.6,125,117
35,36,36,Tim Petrovic,88,93.53,170,159
36,37,37,Martin Laird,77,93.51,154,144
37,38,38,Vaughn Taylor,89,93.49,169,158
38,39,39,Webb Simpson,98,93.44,183,171
39,T40,T40,Spencer Levin,113,93.26,178,166
40,T40,T40,Will Strickler,51,93.26,89,83
41,T42,T42,Jeff Overton,92,93.21,162,151
42,T42,T42,Brendan Steele,89,93.21,162,151
43,44,44,Richard Johnson,64,93.2,103,96
44,T45,T45,Lee Janzen,62,93.1,116,108
45,T45,T45,Geoff Ogilvy,69,93.1,116,108
46,47,47,Blake Adams,116,93.09,217,202
47,48,48,Jonathan Byrd,83,93.08,159,148
48,49,49,Steve Stricker,70,93.07,101,94
49,50,50,Johnson Wagner,81,93.06,144,134
50,51,51,Zach Johnson,79,93.04,115,107
51,T52,T52,Robert Garrigus,83,93.02,172,160
52,T52,T52,Chris Kirk,87,93.02,172,160
53,54,54,Justin Leonard,82,92.96,142,132
54,55,55,Robert Karlsson,61,92.93,99,92
55,56,56,Dean Wilson,62,92.92,113,105
56,57,57,Jimmy Walker,79,92.91,127,118
57,58,58,Arjun Atwal,91,92.9,155,144
58,T59,T59,Matt Bettencourt,84,92.86,182,169
59,T59,T59,Pat Perez,76,92.86,140,130
60,T59,T59,Rory Sabbatini,85,92.86,126,117
61,62,62,Steve Marino,76,92.8,125,116
62,63,63,Charlie Wi,83,92.74,179,166
63,T64,T64,Lucas Glover,74,92.73,110,102
64,T64,T64,Michael Thompson,79,92.73,165,153
65,66,66,Kevin Na,84,92.72,151,140
66,67,67,Billy Horschel,75,92.62,122,113
67,68,68,Jerry Kelly,85,92.48,133,123
68,69,69,Bill Haas,93,92.42,132,122
69,70,70,Steven Bowditch,86,92.4,171,158
70,71,71,Charles Howell III,108,92.39,184,170
71,72,72,George McNeill,69,92.37,118,109
72,73,73,Andres Romero,77,92.35,183,169
73,T74,T74,J.B. Holmes,57,92.31,104,96
74,T74,T74,Bio Kim,71,92.31,130,120
75,T74,T74,Troy Merritt,63,92.31,143,132
76,T74,T74,Sean O'Hair,71,92.31,156,144
77,78,78,Kris Blanks,92,92.27,194,179
78,79,79,Michael Connell,76,92.26,155,143
79,80,80,Justin Rose,79,92.25,142,131
80,81,81,Woody Austin,59,92.24,116,107
81,82,82,Brian Davis,105,92.18,179,165
82,T83,T83,Matt Jones,71,92.14,140,129
83,T83,T83,Chris Stroud,88,92.14,140,129
84,85,85,Stephen Ames,69,92.13,127,117
85,T86,T86,Graeme McDowell,50,92.11,76,70
86,T86,T86,John Senden,94,92.11,152,140
87,88,88,Jarrod Lyle,83,92.07,164,151
88,89,89,David Toms,78,92.04,113,104
89,90,90,Roland Thatcher,67,92.03,138,127
90,91,91,Bo Van Pelt,92,92.02,163,150
91,92,92,Stuart Appleby,65,91.97,137,126
92,93,93,Sung Kang,63,91.92,99,91
93,94,94,Retief Goosen,50,91.86,86,79
94,T95,T95,Nathan Green,81,91.79,134,123
95,T95,T95,Anthony Kim,72,91.79,134,123
96,97,97,Charl Schwartzel,58,91.78,73,67
97,T98,T98,Stewart Cink,72,91.74,121,111
98,T98,T98,Jim Renner,65,91.74,109,100
99,100,100,Kent Jones,76,91.73,133,122
100,101,101,Tommy Gainey,104,91.67,216,198
101,102,102,Aaron Baddeley,77,91.6,131,120
102,103,103,Scott Piercy,78,91.53,118,108
103,104,104,D.J. Brigman,67,91.51,106,97
104,105,105,Nate Smith,66,91.35,104,95
105,106,106,Kevin Streelman,90,91.27,126,115
106,107,107,Rickie Fowler,84,91.16,147,134
107,108,108,Josh Teater,104,91.05,190,173
108,109,109,Dustin Johnson,72,91.03,78,71
109,110,110,Phil Mickelson,79,91.02,167,152
110,T111,T111,Hunter Mahan,92,90.85,153,139
111,T111,T111,Heath Slocum,89,90.85,153,139
112,113,113,John Rollins,85,90.76,119,108
113,114,114,Chez Reavie,92,90.75,173,157
114,115,115,Paul Goydos,81,90.68,161,146
115,116,116,Derek Lamely,65,90.55,127,115
116,117,117,Cameron Beckman,71,90.51,158,143
117,T118,T118,Robert Allenby,84,90.48,126,114
118,T118,T118,Gary Woodland,93,90.48,168,152
119,T120,T120,Jason Bohn,74,90.44,136,123
120,T120,T120,Jim Herman,69,90.44,136,123
121,122,122,Kyle Stanley,98,90.43,188,170
122,123,123,Matt McQuillan,59,90.35,114,103
123,124,124,Rod Pampling,72,90.3,134,121
124,125,125,Nick Watney,80,90.23,133,120
125,126,126,Scott Stallings,84,90.2,153,138
126,127,127,Cameron Tringale,110,90.06,181,163
127,T128,T128,Ben Crane,76,90.0,130,117
128,T128,T128,Scott Gutschewski,67,90.0,110,99
129,130,130,Martin Piller,63,89.89,89,80
130,131,131,Billy Mayfair,94,89.88,168,151
131,T132,T132,Jason Dufner,78,89.84,128,115
132,T132,T132,Kevin Kisner,70,89.84,128,115
133,134,134,John Merrick,71,89.81,108,97
134,135,135,Joe Ogilvie,75,89.8,98,88
135,136,136,Bryce Molder,82,89.78,137,123
136,137,137,Jason Day,76,89.74,117,105
137,138,138,Joseph Bramlett,73,89.71,136,122
138,139,139,Hunter Haas,96,89.51,143,128
139,140,140,Jhonattan Vegas,84,89.44,142,127
140,141,141,David Mathis,83,89.39,132,118
141,142,142,Marc Turnesa,54,89.36,94,84
142,143,143,Harrison Frazar,58,89.04,73,65
143,144,144,Jim Furyk,87,88.97,136,121
144,145,145,Marc Leishman,87,88.82,161,143
145,T146,T146,Fabián Gómez,84,88.8,125,111
146,T146,T146,Bubba Watson,85,88.8,125,111
147,148,148,Steve Flesch,88,88.76,169,150
148,149,149,Zack Miller,86,88.5,200,177
149,150,150,Chris DiMarco,93,88.48,165,146
150,151,151,Vijay Singh,79,88.36,146,129
151,152,152,Alex Cejka,59,88.35,103,91
152,153,153,Mark Wilson,89,88.32,137,121
153,T154,T154,Troy Matteson,91,88.31,154,136
154,T154,T154,Rocco Mediate,53,88.31,77,68
155,156,156,Paul Stankowski,78,88.19,127,112
156,157,157,Brandt Jobe,100,87.9,157,138
157,158,158,Tim Herron,85,87.58,153,134
158,159,159,D.J. Trahan,91,87.36,182,159
159,160,160,Bill Lunde,92,87.35,166,145
160,161,161,Chris Riley,76,87.3,126,110
161,162,162,Chad Campbell,99,87.08,178,155
162,163,163,Shane Bertsch,62,86.96,92,80
163,164,164,Boo Weekley,66,86.82,129,112
164,165,165,Sergio Garcia,61,86.75,83,72
165,166,166,Charley Hoffman,93,86.67,165,143
166,167,167,Joe Durant,71,86.51,126,109
167,T168,T168,Alex Prugh,82,86.43,140,121
168,T168,T168,Daniel Summerhays,75,86.43,140,121
169,170,170,Kevin Chappell,78,86.13,137,118
170,171,171,Ryuji Imada,83,85.8,169,145
171,172,172,Michael Bradley,74,85.59,111,95
172,173,173,Alexandre Rocha,65,85.44,103,88
173,174,174,Camilo Villegas,69,85.38,130,111
174,175,175,Tag Ridings,87,85.26,156,133
175,176,176,Bobby Gates,82,85.07,134,114
176,177,177,David Duval,67,84.68,111,94
177,178,178,Tom Gillis,55,84.47,103,87
178,179,179,Adam Scott,60,84.27,89,75
179,180,180,Nick O'Hern,89,84.03,144,121
180,181,181,Ernie Els,71,83.87,93,78
181,182,182,Ben Curtis,66,83.7,92,77
182,183,183,Kevin Stadler,88,83.69,141,118
183,184,184,Rich Beem,53,83.53,85,71
184,185,185,Justin Hicks,60,83.02,106,88
185,186,186,Ricky Barnes,78,81.2,133,108
