,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,Brendon de Jonge,105,90,672,13.4
1,T2,T2,Blake Adams,116,89,762,11.7
2,T2,T2,Brian Davis,105,89,659,13.5
3,4,4,Matt Bettencourt,84,84,546,15.4
4,5,5,Josh Teater,104,83,606,13.7
5,6,6,Tommy Gainey,104,82,625,13.1
6,7,7,William McGirt,103,81,605,13.4
7,8,8,Hunter Haas,96,77,609,12.6
8,9,9,Charles Howell III,108,75,627,12.0
9,10,10,Charlie Wi,83,73,584,12.5
10,T11,T11,Brandt Jobe,100,70,548,12.8
11,T11,T11,Spencer Levin,113,70,631,11.1
12,T13,T13,Keegan Bradley,91,69,526,13.1
13,T13,T13,David Mathis,83,69,511,13.5
14,T13,T13,Chris Stroud,88,69,532,13.0
15,16,16,Arjun Atwal,91,68,605,11.2
16,T17,T17,David Hearn,88,67,518,12.9
17,T17,T17,Carl Pettersson,95,67,644,10.4
18,T17,T17,Kevin Streelman,90,67,508,13.2
19,T17,T17,Cameron Tringale,110,67,651,10.3
20,21,21,Bryce Molder,82,66,549,12.0
21,T22,T22,Chris Couch,73,65,499,13.0
22,T22,T22,Chris DiMarco,93,65,578,11.2
23,T22,T22,Brian Gay,90,65,555,11.7
24,T22,T22,Fabián Gómez,84,65,452,14.4
25,T22,T22,Freddie Jacobson,92,65,539,12.1
26,T22,T22,Kent Jones,76,65,444,14.6
27,T22,T22,Justin Leonard,82,65,513,12.7
28,T22,T22,Brandt Snedeker,85,65,531,12.2
29,T22,T22,Michael Thompson,79,65,497,13.1
30,T31,T31,Lucas Glover,74,64,430,14.9
31,T31,T31,Nick O'Hern,89,64,521,12.3
32,T33,T33,Kris Blanks,92,63,529,11.9
33,T33,T33,Webb Simpson,98,63,607,10.4
34,T33,T33,Mark Wilson,89,63,504,12.5
35,T36,T36,Greg Chalmers,88,62,623,10.0
36,T36,T36,Rickie Fowler,84,62,502,12.4
37,T36,T36,Kevin Na,84,62,555,11.2
38,T36,T36,Pat Perez,76,62,526,11.8
