,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Kevin Na,84,1.79,56,10.0
1,2,2,Briny Baird,60,1.75,40,7.0
2,3,3,Jason Day,76,1.69,59,10.0
3,4,4,Johnson Wagner,81,1.43,63,9.0
4,5,5,Gary Woodland,93,1.29,62,8.0
5,T6,T6,Bio Kim,71,1.28,39,5.0
6,T6,T6,Steve Marino,76,1.28,39,5.0
7,8,8,Kevin Streelman,90,1.25,64,8.0
8,9,9,Anthony Kim,72,1.21,58,7.0
9,10,10,Robert Garrigus,83,1.15,61,7.0
10,11,11,Cameron Beckman,71,1.13,53,6.0
11,T12,T12,Arjun Atwal,91,1.11,45,5.0
12,T12,T12,Matt Kuchar,94,1.11,54,6.0
13,T12,T12,Aron Price,58,1.11,45,5.0
14,T15,T15,Scott McCarron,65,1.08,37,4.0
15,T15,T15,Y.E. Yang,63,1.08,37,4.0
16,17,17,Jerry Kelly,85,1.07,56,6.0
17,T18,T18,Greg Chalmers,88,1.03,68,7.0
18,T18,T18,Rickie Fowler,84,1.03,58,6.0
19,T18,T18,Matt McQuillan,59,1.03,29,3.0
20,T21,T21,Trevor Immelman,84,1.02,59,6.0
21,T21,T21,Sean O'Hair,71,1.02,49,5.0
22,T23,T23,Freddie Jacobson,92,1.0,60,6.0
23,T23,T23,Alexandre Rocha,65,1.0,40,4.0
24,T25,T25,Justin Rose,79,0.96,73,7.0
25,T25,T25,Vijay Singh,79,0.96,52,5.0
26,T27,T27,Jim Renner,65,0.95,42,4.0
27,T27,T27,Webb Simpson,98,0.95,63,6.0
28,29,29,Bubba Watson,85,0.94,53,5.0
29,30,30,Pat Perez,76,0.92,65,6.0
30,T31,T31,Woody Austin,59,0.91,44,4.0
31,T31,T31,Paul Goydos,81,0.91,55,5.0
32,T31,T31,Padraig Harrington,60,0.91,44,4.0
33,T31,T31,Camilo Villegas,69,0.91,33,3.0
34,35,35,Tim Petrovic,88,0.9,67,6.0
35,T36,T36,Bill Haas,93,0.88,68,6.0
36,T36,T36,Jeff Overton,92,0.88,68,6.0
37,T36,T36,Chez Reavie,92,0.88,68,6.0
38,T36,T36,Cameron Tringale,110,0.88,91,8.0
39,40,40,Daniel Summerhays,75,0.87,46,4.0
40,41,41,Hunter Haas,96,0.86,81,7.0
41,T42,T42,Jason Dufner,78,0.85,47,4.0
42,T42,T42,Brian Gay,90,0.85,71,6.0
43,T42,T42,Tim Herron,85,0.85,82,7.0
