,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Blake Adams,116,0.0,,391,100.0
1,T1,T1,Robert Allenby,84,0.0,,242,100.0
2,T1,T1,Stuart Appleby,65,0.0,,249,100.0
3,T1,T1,Briny Baird,60,0.0,,165,100.0
4,T1,T1,Ricky Barnes,78,0.0,,257,100.0
5,T1,T1,Cameron Beckman,71,0.0,,242,100.0
6,T1,T1,Rich Beem,53,0.0,,179,100.0
7,T1,T1,Shane Bertsch,62,0.0,,205,100.0
8,T1,T1,Matt Bettencourt,84,0.0,,279,100.0
9,T1,T1,Kris Blanks,92,0.0,,292,100.0
10,T1,T1,Jason Bohn,74,0.0,,250,100.0
11,T1,T1,Michael Bradley,74,0.0,,224,100.0
12,T1,T1,Joseph Bramlett,73,0.0,,232,100.0
13,T1,T1,D.J. Brigman,67,0.0,,224,100.0
14,T1,T1,Jonathan Byrd,83,0.0,,292,100.0
15,T1,T1,Ángel Cabrera,50,0.0,,135,100.0
16,T1,T1,Chad Campbell,99,0.0,,293,100.0
17,T1,T1,Alex Cejka,59,0.0,,173,100.0
18,T1,T1,Greg Chalmers,88,0.0,,348,100.0
19,T1,T1,K.J. Choi,77,0.0,,206,100.0
20,T1,T1,Stewart Cink,72,0.0,,202,100.0
21,T1,T1,Chris Couch,73,0.0,,280,100.0
22,T1,T1,Ben Crane,76,0.0,,245,100.0
23,T1,T1,Ben Curtis,66,0.0,,217,100.0
24,T1,T1,Brian Davis,105,0.0,,369,100.0
25,T1,T1,Jason Day,76,0.0,,247,100.0
26,T1,T1,Luke Donald,73,0.0,,209,100.0
27,T1,T1,Jason Dufner,78,0.0,,244,100.0
28,T1,T1,Joe Durant,71,0.0,,231,100.0
29,T1,T1,Steve Elkington,50,0.0,,155,100.0
30,T1,T1,Steve Flesch,88,0.0,,327,100.0
31,T1,T1,Rickie Fowler,84,0.0,,262,100.0
32,T1,T1,Harrison Frazar,58,0.0,,169,100.0
33,T1,T1,Jim Furyk,87,0.0,,272,100.0
34,T1,T1,Tommy Gainey,104,0.0,,305,100.0
35,T1,T1,Sergio Garcia,61,0.0,,175,100.0
36,T1,T1,Robert Garrigus,83,0.0,,265,100.0
37,T1,T1,Bobby Gates,82,0.0,,255,100.0
38,T1,T1,Andres Gonzales,60,0.0,,162,100.0
39,T1,T1,Retief Goosen,50,0.0,,145,100.0
40,T1,T1,Nathan Green,81,0.0,,295,100.0
41,T1,T1,Scott Gutschewski,67,0.0,,201,100.0
42,T1,T1,Hunter Haas,96,0.0,,321,100.0
43,T1,T1,Bill Haas,93,0.0,,254,100.0
44,T1,T1,Padraig Harrington,60,0.0,,201,100.0
45,T1,T1,J.P. Hayes,56,0.0,,184,100.0
46,T1,T1,David Hearn,88,0.0,,244,100.0
47,T1,T1,J.J. Henry,96,0.0,,283,100.0
48,T1,T1,Jim Herman,69,0.0,,194,100.0
49,T1,T1,Tim Herron,85,0.0,,302,100.0
50,T1,T1,J.B. Holmes,57,0.0,,180,100.0
51,T1,T1,Billy Horschel,75,0.0,,221,100.0
52,T1,T1,Charles Howell III,108,0.0,,334,100.0
53,T1,T1,Ryuji Imada,83,0.0,,326,100.0
54,T1,T1,Trevor Immelman,84,0.0,,241,100.0
55,T1,T1,Lee Janzen,62,0.0,,194,100.0
56,T1,T1,Brandt Jobe,100,0.0,,280,100.0
57,T1,T1,Zach Johnson,79,0.0,,254,100.0
58,T1,T1,Richard Johnson,64,0.0,,188,100.0
59,T1,T1,Kent Jones,76,0.0,,208,100.0
60,T1,T1,Matt Jones,71,0.0,,268,100.0
61,T1,T1,Sung Kang,63,0.0,,183,100.0
62,T1,T1,Chris Kirk,87,0.0,,313,100.0
63,T1,T1,Kevin Kisner,70,0.0,,224,100.0
64,T1,T1,Colt Knost,80,0.0,,273,100.0
65,T1,T1,Matt Kuchar,94,0.0,,294,100.0
66,T1,T1,Martin Laird,77,0.0,,244,100.0
67,T1,T1,Derek Lamely,65,0.0,,193,100.0
68,T1,T1,Marc Leishman,87,0.0,,309,100.0
69,T1,T1,Justin Leonard,82,0.0,,293,100.0
70,T1,T1,Spencer Levin,113,0.0,,349,100.0
71,T1,T1,Bill Lunde,92,0.0,,267,100.0
72,T1,T1,Jarrod Lyle,83,0.0,,299,100.0
73,T1,T1,Steve Marino,76,0.0,,241,100.0
74,T1,T1,David Mathis,83,0.0,,264,100.0
75,T1,T1,Troy Matteson,91,0.0,,306,100.0
76,T1,T1,Billy Mayfair,94,0.0,,314,100.0
77,T1,T1,Scott McCarron,65,0.0,,231,100.0
78,T1,T1,Graeme McDowell,50,0.0,,135,100.0
79,T1,T1,Matt McQuillan,59,0.0,,188,100.0
80,T1,T1,Rocco Mediate,53,0.0,,180,100.0
81,T1,T1,John Merrick,71,0.0,,207,100.0
82,T1,T1,Troy Merritt,63,0.0,,219,100.0
83,T1,T1,Shaun Micheel,77,0.0,,238,100.0
84,T1,T1,Phil Mickelson,79,0.0,,271,100.0
85,T1,T1,Zack Miller,86,0.0,,287,100.0
86,T1,T1,Bryce Molder,82,0.0,,292,100.0
87,T1,T1,Kevin Na,84,0.0,,317,100.0
88,T1,T1,Jeff Overton,92,0.0,,268,100.0
89,T1,T1,Ryan Palmer,82,0.0,,266,100.0
90,T1,T1,Rod Pampling,72,0.0,,235,100.0
91,T1,T1,Pat Perez,76,0.0,,280,100.0
92,T1,T1,Tim Petrovic,88,0.0,,323,100.0
93,T1,T1,Scott Piercy,78,0.0,,238,100.0
94,T1,T1,Martin Piller,63,0.0,,166,100.0
95,T1,T1,D.A. Points,89,0.0,,292,100.0
96,T1,T1,Ian Poulter,52,0.0,,165,100.0
97,T1,T1,Michael Putnam,67,0.0,,199,100.0
98,T1,T1,Jim Renner,65,0.0,,209,100.0
99,T1,T1,Chris Riley,76,0.0,,273,100.0
100,T1,T1,Alexandre Rocha,65,0.0,,158,100.0
101,T1,T1,Justin Rose,79,0.0,,228,100.0
102,T1,T1,Charl Schwartzel,58,0.0,,147,100.0
103,T1,T1,Adam Scott,60,0.0,,168,100.0
104,T1,T1,Vijay Singh,79,0.0,,284,100.0
105,T1,T1,Nate Smith,66,0.0,,218,100.0
106,T1,T1,Brandt Snedeker,85,0.0,,294,100.0
107,T1,T1,Kevin Stadler,88,0.0,,258,100.0
108,T1,T1,Scott Stallings,84,0.0,,251,100.0
109,T1,T1,Brendan Steele,89,0.0,,274,100.0
110,T1,T1,Kevin Streelman,90,0.0,,258,100.0
111,T1,T1,Steve Stricker,70,0.0,,214,100.0
112,T1,T1,Will Strickler,51,0.0,,162,100.0
113,T1,T1,Chris Stroud,88,0.0,,283,100.0
114,T1,T1,Daniel Summerhays,75,0.0,,264,100.0
115,T1,T1,Vaughn Taylor,89,0.0,,348,100.0
116,T1,T1,Josh Teater,104,0.0,,329,100.0
117,T1,T1,Roland Thatcher,67,0.0,,237,100.0
118,T1,T1,David Toms,78,0.0,,190,100.0
119,T1,T1,Marc Turnesa,54,0.0,,142,100.0
120,T1,T1,Bo Van Pelt,92,0.0,,291,100.0
121,T1,T1,Jhonattan Vegas,84,0.0,,240,100.0
122,T1,T1,Nick Watney,80,0.0,,234,100.0
123,T1,T1,Bubba Watson,85,0.0,,225,100.0
124,T1,T1,Charlie Wi,83,0.0,,291,100.0
125,T1,T1,Dean Wilson,62,0.0,,215,100.0
126,T1,T1,Mark Wilson,89,0.0,,268,100.0
127,T1,T1,Gary Woodland,93,0.0,,248,100.0
128,T1,T1,Y.E. Yang,63,0.0,,163,100.0
129,130,130,Brendon de Jonge,105,0.28,1.0,354,99.7
130,T131,T131,Arjun Atwal,91,0.29,1.0,340,99.7
131,T131,T131,Chris DiMarco,93,0.29,1.0,339,99.7
132,133,133,Carl Pettersson,95,0.3,1.0,330,99.7
133,T134,T134,William McGirt,103,0.31,1.0,318,99.6
134,T134,T134,Webb Simpson,98,0.31,1.0,326,99.6
135,T136,T136,D.J. Trahan,91,0.32,1.0,310,99.6
136,T136,T136,Jimmy Walker,79,0.32,1.0,311,99.6
137,138,138,Freddie Jacobson,92,0.33,1.0,299,99.6
138,T139,T139,Paul Goydos,81,0.34,1.0,291,99.6
139,T139,T139,Chez Reavie,92,0.34,1.0,290,99.6
140,T141,T141,Keegan Bradley,91,0.35,1.0,284,99.6
141,T141,T141,Michael Connell,76,0.35,1.0,283,99.6
142,T141,T141,Brian Gay,90,0.35,1.0,288,99.6
143,T141,T141,Hunter Mahan,92,0.35,1.0,282,99.6
144,T141,T141,Andres Romero,77,0.35,1.0,286,99.6
145,146,146,John Senden,94,0.36,1.0,274,99.6
146,T147,T147,Kevin Chappell,78,0.38,1.0,264,99.6
147,T147,T147,Bio Kim,71,0.38,1.0,265,99.6
148,T149,T149,Aaron Baddeley,77,0.4,1.0,251,99.6
149,T149,T149,Jerry Kelly,85,0.4,1.0,252,99.6
150,T149,T149,Joe Ogilvie,75,0.4,1.0,253,99.6
151,T149,T149,Paul Stankowski,78,0.4,1.0,252,99.6
152,T149,T149,Johnson Wagner,81,0.4,1.0,248,99.6
153,T154,T154,James Driscoll,71,0.41,1.0,246,99.5
154,T154,T154,John Rollins,85,0.41,1.0,244,99.5
155,T154,T154,Rory Sabbatini,85,0.41,1.0,243,99.5
156,T154,T154,Garrett Willis,71,0.41,1.0,243,99.5
157,158,158,Fabián Gómez,84,0.42,1.0,236,99.5
158,T159,T159,Stephen Ames,69,0.43,1.0,234,99.5
159,T159,T159,George McNeill,69,0.43,1.0,231,99.5
160,T159,T159,Ryan Moore,79,0.43,1.0,230,99.5
161,T159,T159,Alex Prugh,82,0.43,1.0,233,99.5
162,163,163,Ben Martin,74,0.44,1.0,227,99.5
163,T164,T164,David Duval,67,0.45,1.0,221,99.5
164,T164,T164,Lucas Glover,74,0.45,1.0,220,99.5
165,T164,T164,Sean O'Hair,71,0.45,1.0,221,99.5
166,T167,T167,Woody Austin,59,0.46,1.0,216,99.5
