,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Chris Kirk,87,1.9,79,15
1,2,2,Tim Petrovic,88,1.81,83,15
2,3,3,Steve Marino,76,1.75,63,11
3,4,4,Michael Thompson,79,1.72,64,11
4,5,5,Jhonattan Vegas,84,1.69,83,14
5,6,6,Charl Schwartzel,58,1.67,48,8
6,T7,T7,Matt McQuillan,59,1.61,56,9
7,T7,T7,Nate Smith,66,1.61,56,9
8,9,9,Pat Perez,76,1.6,75,12
9,10,10,Lucas Glover,74,1.57,70,11
10,T11,T11,Matt Bettencourt,84,1.52,79,12
11,T11,T11,Johnson Wagner,81,1.52,66,10
12,13,13,Shane Bertsch,62,1.5,60,9
13,14,14,Fabián Gómez,84,1.49,74,11
14,15,15,Dean Wilson,62,1.38,58,8
15,16,16,Steve Flesch,88,1.34,67,9
16,T17,T17,David Duval,67,1.33,60,8
17,T17,T17,Retief Goosen,50,1.33,45,6
18,T17,T17,Vijay Singh,79,1.33,83,11
19,T17,T17,Brandt Snedeker,85,1.33,90,12
20,21,21,Michael Bradley,74,1.3,77,10
21,T22,T22,Charley Hoffman,93,1.29,70,9
22,T22,T22,Andres Romero,77,1.29,62,8
23,24,24,Harrison Frazar,58,1.28,39,5
24,T25,T25,Sergio Garcia,61,1.25,56,7
25,T25,T25,Scott Piercy,78,1.25,72,9
26,T27,T27,Kris Blanks,92,1.24,89,11
27,T27,T27,D.A. Points,89,1.24,89,11
28,29,29,Paul Stankowski,78,1.23,65,8
29,30,30,Kyle Stanley,98,1.22,82,10
30,31,31,Stephen Ames,69,1.21,66,8
31,T32,T32,Brandt Jobe,100,1.2,100,12
32,T32,T32,Robert Karlsson,61,1.2,50,6
33,34,34,Kevin Streelman,90,1.19,84,10
34,35,35,Nick O'Hern,89,1.18,85,10
35,T36,T36,Chad Campbell,99,1.17,103,12
36,T36,T36,Tommy Gainey,104,1.17,103,12
37,38,38,Steve Stricker,70,1.16,43,5
38,39,39,Bio Kim,71,1.15,52,6
39,40,40,Kevin Stadler,88,1.14,88,10
40,41,41,D.J. Brigman,67,1.13,62,7
41,T42,T42,Brian Gay,90,1.11,72,8
42,T42,T42,Padraig Harrington,60,1.11,54,6
43,T42,T42,Sean O'Hair,71,1.11,54,6
44,T42,T42,Adam Scott,60,1.11,63,7
45,T46,T46,Ryan Moore,79,1.09,55,6
46,T46,T46,Ian Poulter,52,1.09,46,5
47,T46,T46,Michael Putnam,67,1.09,55,6
48,T46,T46,Camilo Villegas,69,1.09,64,7
49,T50,T50,Joseph Bramlett,73,1.08,74,8
50,T50,T50,Billy Horschel,75,1.08,65,7
51,T50,T50,Graeme McDowell,50,1.08,37,4
52,53,53,Martin Piller,63,1.04,48,5
53,T54,T54,Blake Adams,116,1.03,97,10
54,T54,T54,Arjun Atwal,91,1.03,87,9
55,T54,T54,J.P. Hayes,56,1.03,58,6
56,T54,T54,John Rollins,85,1.03,78,8
57,T54,T54,D.J. Trahan,91,1.03,78,8
58,T59,T59,Greg Chalmers,88,1.01,79,8
59,T59,T59,Charlie Wi,83,1.01,89,9
60,T61,T61,Rod Pampling,72,1.0,50,5
61,T61,T61,Boo Weekley,66,1.0,80,8
62,T63,T63,Ernie Els,71,0.99,71,7
63,T63,T63,J.J. Henry,96,0.99,91,9
64,T63,T63,Matt Jones,71,0.99,71,7
65,T63,T63,Alexandre Rocha,65,0.99,71,7
66,T67,T67,Bill Haas,93,0.98,92,9
67,T67,T67,Justin Rose,79,0.98,61,6
68,69,69,Webb Simpson,98,0.97,93,9
