,3-Putt_Avoidance_-_Round_1_RANK THIS WEEK,3-Putt_Avoidance_-_Round_1_RANK LAST WEEK,3-Putt_Avoidance_-_Round_1_PLAYER NAME,3-Putt_Avoidance_-_Round_1_%,3-Putt_Avoidance_-_Round_1_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_1_TOTAL HOLES
0,1,1,Luke Donald,1.23,4,324
1,2,2,Brandt Jobe,1.39,7,504
2,T3,T3,Carl Pettersson,1.44,7,486
3,T3,T3,Vaughn Taylor,1.44,7,486
4,5,5,Matt Kuchar,1.45,6,414
5,6,6,Bryce Molder,1.5,7,468
6,T7,T7,Chris Couch,1.59,6,378
7,T7,T7,George McNeill,1.59,6,378
8,9,9,Spencer Levin,1.61,9,558
9,10,10,Y.E. Yang,1.63,5,306
10,T11,T11,Kevin Chappell,1.71,8,468
11,T11,T11,Brian Gay,1.71,8,468
12,T13,T13,Freddie Jacobson,1.78,8,450
13,T13,T13,Jeff Overton,1.78,8,450
14,T15,T15,J.B. Holmes,1.85,5,270
15,T15,T15,Kevin Kisner,1.85,8,432
16,T15,T15,Rory Sabbatini,1.85,8,432
17,T15,T15,Dean Wilson,1.85,7,378
18,19,19,Marc Turnesa,1.94,7,360
19,20,20,Bill Haas,2.0,9,450
20,T21,T21,Lucas Glover,2.02,8,396
21,T21,T21,Davis Love III,2.02,8,396
22,23,23,Hunter Haas,2.04,11,540
23,24,24,Colt Knost,2.06,10,486
24,T25,T25,Sergio Garcia,2.08,6,288
25,T25,T25,Nate Smith,2.08,9,432
26,27,27,Nathan Green,2.14,10,468
27,28,28,Steve Stricker,2.16,7,324
28,29,29,Martin Piller,2.17,9,414
29,30,30,Tim Herron,2.18,11,504
30,31,31,Geoff Ogilvy,2.22,8,360
31,T32,T32,Michael Bradley,2.31,10,432
32,T32,T32,Joe Ogilvie,2.31,10,432
33,34,34,Harrison Frazar,2.34,8,342
34,T35,T35,David Hearn,2.35,11,468
35,T35,T35,Jerry Kelly,2.35,11,468
36,T35,T35,Webb Simpson,2.35,11,468
37,T38,T38,Keegan Bradley,2.38,12,504
38,T38,T38,J.J. Henry,2.38,12,504
39,T38,T38,Chris Kirk,2.38,12,504
40,41,41,Brendon de Jonge,2.41,13,540
41,42,42,William McGirt,2.43,14,576
42,T43,T43,Jonathan Byrd,2.44,11,450
43,T43,T43,Robert Garrigus,2.44,11,450
44,T43,T43,David Mathis,2.44,11,450
45,T43,T43,Chris Riley,2.44,11,450
46,T43,T43,Charlie Wi,2.44,11,450
47,48,48,Kevin Stadler,2.47,12,486
48,49,49,Tim Petrovic,2.49,13,522
49,50,50,Josh Teater,2.51,14,558
50,51,51,Scott McCarron,2.53,10,396
51,52,52,Brandt Snedeker,2.56,12,468
52,T53,T53,Blake Adams,2.61,16,612
53,T53,T53,Padraig Harrington,2.61,8,306
54,55,55,Lee Janzen,2.63,9,342
55,T56,T56,K.J. Choi,2.65,10,378
56,T56,T56,Matt McQuillan,2.65,10,378
57,58,58,Ryan Palmer,2.66,11,414
58,T59,T59,Steve Flesch,2.67,13,486
59,T59,T59,Trevor Immelman,2.67,12,450
60,T59,T59,Matt Jones,2.67,12,450
61,T59,T59,Shaun Micheel,2.67,13,486
62,63,63,Nick O'Hern,2.68,14,522
63,T64,T64,Ben Crane,2.78,11,396
64,T64,T64,Brian Davis,2.78,15,540
65,T64,T64,Ernie Els,2.78,10,360
66,T64,T64,Charley Hoffman,2.78,13,468
67,T64,T64,Charles Howell III,2.78,15,540
68,T64,T64,Zach Johnson,2.78,11,396
69,T64,T64,Kevin Na,2.78,13,468
70,T64,T64,D.A. Points,2.78,13,468
71,T64,T64,Andres Romero,2.78,11,396
72,T64,T64,Scott Stallings,2.78,14,504
73,T64,T64,Paul Stankowski,2.78,12,432
74,T64,T64,David Toms,2.78,11,396
75,T64,T64,Cameron Tringale,2.78,16,576
76,T77,T77,Arjun Atwal,2.87,15,522
77,T77,T77,Ryuji Imada,2.87,15,522
78,T79,T79,Chez Reavie,2.88,14,486
79,T79,T79,John Rollins,2.88,14,486
80,T79,T79,Brendan Steele,2.88,14,486
81,T82,T82,Anthony Kim,2.89,13,450
82,T82,T82,Ben Martin,2.89,13,450
83,T82,T82,Mark Wilson,2.89,13,450
84,85,85,Jason Dufner,2.9,12,414
85,T86,T86,Stewart Cink,2.91,11,378
86,T86,T86,Ryan Moore,2.91,11,378
87,88,88,Briny Baird,2.92,10,342
88,89,89,Steve Elkington,2.94,9,306
89,T90,T90,Troy Matteson,2.98,15,504
90,T90,T90,Heath Slocum,2.98,15,504
91,92,92,John Senden,2.99,14,468
92,T93,T93,Stuart Appleby,3.01,13,432
93,T93,T93,Jimmy Walker,3.01,13,432
94,95,95,Jarrod Lyle,3.07,16,522
95,T96,T96,Greg Chalmers,3.09,15,486
96,T96,T96,Marc Leishman,3.09,15,486
97,T98,T98,Paul Goydos,3.11,14,450
98,T98,T98,Billy Horschel,3.11,14,450
99,T98,T98,Michael Thompson,3.11,14,450
100,T101,T101,Ricky Barnes,3.14,13,414
101,T101,T101,Richard Johnson,3.14,13,414
102,T101,T101,Troy Merritt,3.14,13,414
103,T101,T101,Sean O'Hair,3.14,13,414
104,T105,T105,Rod Pampling,3.17,12,378
105,T105,T105,Michael Putnam,3.17,12,378
106,T105,T105,Tag Ridings,3.17,16,504
107,T105,T105,Charl Schwartzel,3.17,8,252
108,T105,T105,Nick Watney,3.17,12,378
109,110,110,Kris Blanks,3.26,17,522
110,111,111,Tommy Gainey,3.27,20,612
111,112,112,Martin Laird,3.28,13,396
112,T113,T113,Kent Jones,3.33,15,450
113,T113,T113,Vijay Singh,3.33,15,450
114,T115,T115,Kyle Stanley,3.37,17,504
115,T115,T115,Chris Stroud,3.37,17,504
116,117,117,Camilo Villegas,3.38,14,414
117,118,118,Aron Price,3.4,11,324
118,119,119,Justin Leonard,3.42,16,468
119,T120,T120,Alex Cejka,3.44,13,378
120,T120,T120,Andres Gonzales,3.44,13,378
121,T120,T120,John Merrick,3.44,13,378
122,T123,T123,Matt Bettencourt,3.45,18,522
123,T123,T123,Bobby Gates,3.45,18,522
124,125,125,Will Strickler,3.51,12,342
125,T126,T126,Stephen Ames,3.54,14,396
126,T126,T126,Aaron Baddeley,3.54,14,396
127,T128,T128,Jim Furyk,3.56,16,450
128,T128,T128,Bio Kim,3.56,16,450
129,T130,T130,Shane Bertsch,3.61,13,360
130,T130,T130,Phil Mickelson,3.61,13,360
131,T132,T132,Rickie Fowler,3.62,15,414
132,T132,T132,Scott Piercy,3.62,15,414
133,134,134,Michael Connell,3.63,17,468
134,T135,T135,Woody Austin,3.7,12,324
135,T135,T135,James Driscoll,3.7,16,432
136,T135,T135,Retief Goosen,3.7,10,270
137,T135,T135,Graeme McDowell,3.7,10,270
138,T135,T135,Zack Miller,3.7,20,540
139,T135,T135,Ian Poulter,3.7,10,270
140,T141,T141,Derek Lamely,3.78,17,450
141,T141,T141,Johnson Wagner,3.78,17,450
142,T143,T143,Jim Herman,3.79,15,396
143,T143,T143,Justin Rose,3.79,15,396
144,T145,T145,Billy Mayfair,3.83,20,522
145,T145,T145,Daniel Summerhays,3.83,20,522
146,147,147,Kevin Streelman,3.85,18,468
147,148,148,Ben Curtis,3.86,16,414
148,149,149,Pat Perez,3.94,17,432
149,150,150,Sung Kang,3.97,15,378
150,151,151,Jhonattan Vegas,4.0,18,450
151,152,152,Alex Prugh,4.02,21,522
152,153,153,Rocco Mediate,4.04,16,396
153,T154,T154,Fabián Gómez,4.06,19,468
154,T154,T154,Bo Van Pelt,4.06,19,468
155,156,156,D.J. Brigman,4.11,17,414
156,157,157,Chris DiMarco,4.12,23,558
157,158,158,David Duval,4.17,18,432
158,159,159,Joseph Bramlett,4.22,19,450
159,160,160,Rich Beem,4.23,16,378
160,161,161,Alexandre Rocha,4.29,17,396
161,162,162,Steve Marino,4.35,18,414
162,T163,T163,Tom Gillis,4.39,15,342
163,T163,T163,J.P. Hayes,4.39,15,342
164,T165,T165,Cameron Beckman,4.4,19,432
165,T165,T165,Hunter Mahan,4.4,19,432
166,T165,T165,Garrett Willis,4.4,19,432
167,168,168,Jason Day,4.44,16,360
168,169,169,Bill Lunde,4.53,22,486
169,T170,T170,Jason Bohn,4.55,18,396
170,T170,T170,Jim Renner,4.55,18,396
171,T172,T172,Ángel Cabrera,4.58,14,306
172,T172,T172,Robert Karlsson,4.58,14,306
173,174,174,Scott Gutschewski,4.59,19,414
174,175,175,Chad Campbell,4.6,24,522
175,176,176,Joe Durant,4.67,21,450
176,177,177,Dustin Johnson,4.72,17,360
177,T178,T178,Steven Bowditch,4.76,24,504
178,T178,T178,Bubba Watson,4.76,18,378
179,180,180,Boo Weekley,4.8,19,396
180,181,181,Justin Hicks,4.83,20,414
181,182,182,Robert Allenby,4.86,21,432
182,183,183,Roland Thatcher,5.05,20,396
183,184,184,Gary Woodland,5.33,24,450
184,185,185,Adam Scott,6.21,19,306
185,186,186,D.J. Trahan,6.3,34,540
