,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
89,T90,T90,Lee Janzen,62,19.13,115,22
90,T90,T90,Derek Lamely,65,19.13,115,22
91,92,92,Jim Herman,69,19.09,110,21
92,T93,T93,Davis Love III,70,19.05,105,20
93,T93,T93,Jhonattan Vegas,84,19.05,147,28
94,95,95,David Toms,78,19.01,121,23
95,96,96,William McGirt,103,18.97,174,33
96,97,97,Woody Austin,59,18.95,95,18
97,98,98,Fabián Gómez,84,18.92,148,28
98,99,99,Anthony Kim,72,18.87,106,20
99,100,100,Steve Flesch,88,18.84,138,26
100,T101,T101,Colt Knost,80,18.75,144,27
101,T101,T101,Shaun Micheel,77,18.75,128,24
102,T101,T101,Nick O'Hern,89,18.75,160,30
103,104,104,Kevin Streelman,90,18.71,139,26
104,105,105,Nathan Green,81,18.66,134,25
105,106,106,David Duval,67,18.64,118,22
106,107,107,Webb Simpson,98,18.59,156,29
107,108,108,Nate Smith,66,18.45,103,19
108,109,109,Roland Thatcher,67,18.4,125,23
109,T110,T110,Freddie Jacobson,92,18.38,136,25
110,T110,T110,Vijay Singh,79,18.38,136,25
111,112,112,Cameron Beckman,71,18.31,142,26
112,113,113,Charles Howell III,108,18.28,186,34
113,114,114,Michael Bradley,74,18.18,99,18
114,115,115,Brendon de Jonge,105,18.13,193,35
115,116,116,Bio Kim,71,18.1,105,19
116,117,117,Matt Bettencourt,84,18.06,144,26
117,118,118,Jonathan Byrd,83,18.05,133,24
118,119,119,Dean Wilson,62,18.0,100,18
119,120,120,Brandt Snedeker,85,17.97,128,23
120,T121,T121,Stewart Cink,72,17.89,95,17
121,T121,T121,Trevor Immelman,84,17.89,123,22
122,T121,T121,Jerry Kelly,85,17.89,123,22
123,124,124,Spencer Levin,113,17.73,203,36
124,125,125,Aaron Baddeley,77,17.65,119,21
125,126,126,Tim Petrovic,88,17.61,159,28
126,127,127,Troy Merritt,63,17.6,125,22
127,128,128,Matt McQuillan,59,17.58,91,16
128,129,129,Retief Goosen,50,17.57,74,13
129,130,130,Garrett Willis,71,17.56,131,23
130,131,131,Chris Kirk,87,17.44,172,30
131,132,132,Sung Kang,63,17.39,115,20
132,133,133,J.J. Henry,96,17.34,173,30
133,134,134,Robert Garrigus,83,17.29,133,23
134,135,135,Michael Putnam,67,17.27,110,19
135,136,136,Rod Pampling,72,17.17,99,17
136,T137,T137,Joe Durant,71,17.12,146,25
137,T137,T137,John Rollins,85,17.12,146,25
138,T139,T139,Stephen Ames,69,17.05,129,22
139,T139,T139,Johnson Wagner,81,17.05,129,22
140,141,141,Martin Piller,63,17.02,94,16
141,142,142,Michael Connell,76,17.01,147,25
142,143,143,Charley Hoffman,93,16.89,148,25
143,144,144,Sergio Garcia,61,16.88,77,13
144,145,145,Alex Cejka,59,16.84,95,16
145,146,146,Brandt Jobe,100,16.79,137,23
146,147,147,Bobby Gates,82,16.78,149,25
147,T148,T148,Kevin Chappell,78,16.67,120,20
148,T148,T148,Richard Johnson,64,16.67,102,17
149,T148,T148,Kevin Stadler,88,16.67,144,24
150,151,151,Brendan Steele,89,16.55,139,23
151,152,152,Brian Gay,90,16.46,158,26
152,153,153,Ricky Barnes,78,16.31,141,23
153,154,154,Zack Miller,86,16.15,130,21
154,155,155,J.P. Hayes,56,16.09,87,14
155,156,156,Paul Goydos,81,15.92,157,25
156,157,157,Phil Mickelson,79,15.87,126,20
157,158,158,Camilo Villegas,69,15.69,102,16
158,159,159,Justin Hicks,60,15.6,109,17
159,160,160,Rich Beem,53,15.48,84,13
160,161,161,Will Strickler,51,15.38,78,12
161,162,162,D.J. Brigman,67,15.29,85,13
162,163,163,Chris DiMarco,93,15.25,177,27
163,164,164,Scott Gutschewski,67,15.22,92,14
164,165,165,Joseph Bramlett,73,15.13,119,18
165,166,166,Troy Matteson,91,15.03,173,26
166,167,167,Alexandre Rocha,65,14.74,95,14
167,168,168,Ben Martin,74,14.62,130,19
168,169,169,Chad Campbell,99,14.44,180,26
169,170,170,D.J. Trahan,91,14.38,153,22
170,171,171,Bubba Watson,85,14.29,112,16
171,172,172,Heath Slocum,89,14.18,141,20
172,173,173,Kris Blanks,92,14.11,163,23
173,174,174,Ian Poulter,52,14.1,78,11
174,175,175,Jim Furyk,87,14.07,135,19
175,176,176,Justin Leonard,82,13.82,152,21
176,177,177,Mark Wilson,89,13.77,138,19
177,178,178,Boo Weekley,66,13.56,118,16
178,179,179,Justin Rose,79,13.11,122,16
179,180,180,Josh Teater,104,13.07,176,23
180,181,181,Billy Horschel,75,12.5,128,16
181,182,182,Daniel Summerhays,75,12.23,139,17
182,183,183,Geoff Ogilvy,69,12.0,100,12
183,184,184,Alex Prugh,82,11.95,159,19
184,185,185,Rocco Mediate,53,11.76,85,10
185,186,186,Stuart Appleby,65,10.71,112,12
