,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,Ernie Els,71,11.35,783,69
1,2,2,Heath Slocum,89,11.24,989,88
2,3,3,Davis Love III,70,11.06,774,70
3,4,4,John Senden,94,11.02,1036,94
4,5,5,Trevor Immelman,84,10.93,918,84
5,6,6,J.J. Henry,96,10.76,1033,96
6,7,7,Steve Elkington,50,10.72,536,50
7,8,8,Bill Haas,93,10.66,981,92
8,T9,T9,Jim Furyk,87,10.65,916,86
9,T9,T9,D.J. Trahan,91,10.65,969,91
10,T9,T9,Bubba Watson,85,10.65,841,79
11,T12,T12,Rich Beem,53,10.62,563,53
12,T12,T12,Joe Durant,71,10.62,754,71
13,14,14,Sergio Garcia,61,10.56,644,61
14,T15,T15,Alex Prugh,82,10.54,864,82
15,T15,T15,Gary Woodland,93,10.54,980,93
16,T17,T17,J.B. Holmes,57,10.53,558,53
17,T17,T17,Justin Rose,79,10.53,811,77
18,T19,T19,Chad Campbell,99,10.51,1040,99
19,T19,T19,Alex Cejka,59,10.51,620,59
20,T19,T19,Sean O'Hair,71,10.51,736,70
21,22,22,Charley Hoffman,93,10.49,965,92
22,T23,T23,Rocco Mediate,53,10.47,555,53
23,T23,T23,Jeff Overton,92,10.47,953,91
24,25,25,Kris Blanks,92,10.45,961,92
25,26,26,Robert Allenby,84,10.42,865,83
26,T27,T27,Ricky Barnes,78,10.41,812,78
27,T27,T27,Jonathan Byrd,83,10.41,854,82
28,T27,T27,Ben Curtis,66,10.41,687,66
29,T27,T27,Paul Goydos,81,10.41,843,81
30,T27,T27,Dustin Johnson,72,10.41,739,71
31,T27,T27,John Rollins,85,10.41,885,85
32,T33,T33,K.J. Choi,77,10.39,779,75
33,T33,T33,Justin Leonard,82,10.39,852,82
34,T33,T33,Marc Turnesa,54,10.39,561,54
35,T36,T36,Michael Bradley,74,10.38,768,74
36,T36,T36,Tom Gillis,55,10.38,571,55
37,38,38,Chez Reavie,92,10.37,954,92
38,T39,T39,Jason Dufner,78,10.36,808,78
39,T39,T39,Brendan Steele,89,10.36,922,89
40,41,41,Spencer Levin,113,10.35,1170,113
41,42,42,Graeme McDowell,50,10.32,485,47
42,T43,T43,Robert Garrigus,83,10.31,856,83
43,T43,T43,Lucas Glover,74,10.31,763,74
44,T43,T43,Kevin Streelman,90,10.31,928,90
45,46,46,William McGirt,103,10.3,1061,103
46,T47,T47,Michael Connell,76,10.29,782,76
47,T47,T47,Ian Poulter,52,10.29,525,51
48,49,49,Daniel Summerhays,75,10.28,771,75
49,50,50,Bo Van Pelt,92,10.27,924,90
50,T51,T51,Chris Kirk,87,10.26,893,87
51,T51,T51,Marc Leishman,87,10.26,893,87
52,T53,T53,Charl Schwartzel,58,10.25,574,56
53,T53,T53,Vaughn Taylor,89,10.25,912,89
54,55,55,Vijay Singh,79,10.24,809,79
55,56,56,Stuart Appleby,65,10.23,665,65
56,57,57,Retief Goosen,50,10.22,501,49
57,T58,T58,David Duval,67,10.21,684,67
58,T58,T58,Harrison Frazar,58,10.21,592,58
59,T60,T60,Brian Davis,105,10.2,1071,105
60,T60,T60,Martin Laird,77,10.2,775,76
61,T60,T60,Mark Wilson,89,10.2,887,87
62,63,63,Boo Weekley,66,10.17,671,66
63,64,64,Cameron Tringale,110,10.16,1118,110
64,T65,T65,Matt Bettencourt,84,10.15,853,84
65,T65,T65,Webb Simpson,98,10.15,995,98
66,T65,T65,Camilo Villegas,69,10.15,690,68
67,68,68,Matt Jones,71,10.13,719,71
68,T69,T69,Ben Crane,76,10.12,739,73
69,T69,T69,Ryuji Imada,83,10.12,840,83
70,71,71,Hunter Mahan,92,10.11,900,89
71,72,72,Bill Lunde,92,10.1,929,92
72,T73,T73,Charles Howell III,108,10.08,1089,108
73,T73,T73,Troy Merritt,63,10.08,635,63
74,T75,T75,Brandt Jobe,100,10.06,1006,100
75,T75,T75,Matt Kuchar,94,10.06,885,88
76,T75,T75,Derek Lamely,65,10.06,654,65
77,T75,T75,Dean Wilson,62,10.06,624,62
78,T79,T79,Zach Johnson,79,10.05,784,78
79,T79,T79,Adam Scott,60,10.05,593,59
80,81,81,Josh Teater,104,10.04,1044,104
81,82,82,Phil Mickelson,79,10.03,772,77
82,T83,T83,Carl Pettersson,95,10.01,951,95
83,T83,T83,D.A. Points,89,10.01,891,89
84,85,85,Troy Matteson,91,10.0,910,91
85,86,86,Robert Karlsson,61,9.98,589,59
86,87,87,Padraig Harrington,60,9.97,588,59
87,T88,T88,Arjun Atwal,91,9.96,906,91
88,T88,T88,Keegan Bradley,91,9.96,906,91
89,T88,T88,Johnson Wagner,81,9.96,807,81
90,T91,T91,Rory Sabbatini,85,9.95,846,85
91,T91,T91,Y.E. Yang,63,9.95,587,59
92,T93,T93,Chris Couch,73,9.92,724,73
93,T93,T93,Kent Jones,76,9.92,754,76
94,T93,T93,Nick O'Hern,89,9.92,883,89
95,96,96,Ryan Palmer,82,9.91,793,80
96,T97,T97,Roland Thatcher,67,9.9,663,67
97,T97,T97,Nick Watney,80,9.9,762,77
98,T99,T99,Steve Marino,76,9.88,751,76
99,T99,T99,Chris Stroud,88,9.88,869,88
100,T101,T101,Tommy Gainey,104,9.87,1026,104
101,T101,T101,Ryan Moore,79,9.87,740,75
102,T101,T101,Garrett Willis,71,9.87,701,71
103,T104,T104,Ben Martin,74,9.86,730,74
104,T104,T104,Billy Mayfair,94,9.86,927,94
105,T104,T104,Jhonattan Vegas,84,9.86,828,84
106,T107,T107,Richard Johnson,64,9.84,630,64
107,T107,T107,Jimmy Walker,79,9.84,777,79
108,T109,T109,Chris Riley,76,9.83,747,76
109,T109,T109,Alexandre Rocha,65,9.83,639,65
110,T111,T111,Brendon de Jonge,105,9.81,1030,105
111,T111,T111,Hunter Haas,96,9.81,942,96
112,T113,T113,Chris DiMarco,93,9.8,911,93
113,T113,T113,Charlie Wi,83,9.8,813,83
114,115,115,Colt Knost,80,9.78,782,80
115,116,116,Pat Perez,76,9.76,742,76
116,117,117,Scott Stallings,84,9.75,819,84
117,118,118,Brandt Snedeker,85,9.74,828,85
118,T119,T119,Luke Donald,73,9.73,652,67
119,T119,T119,Michael Putnam,67,9.73,652,67
120,T119,T119,David Toms,78,9.73,759,78
121,T122,T122,Shaun Micheel,77,9.71,748,77
122,T122,T122,Martin Piller,63,9.71,612,63
123,T122,T122,Tag Ridings,87,9.71,845,87
124,T125,T125,Sung Kang,63,9.7,611,63
125,T125,T125,Anthony Kim,72,9.7,689,71
126,127,127,Kevin Stadler,88,9.69,853,88
127,T128,T128,Blake Adams,116,9.68,1123,116
128,T128,T128,Tim Herron,85,9.68,823,85
129,130,130,Billy Horschel,75,9.67,725,75
130,131,131,Zack Miller,86,9.66,831,86
131,132,132,Bobby Gates,82,9.65,791,82
132,133,133,Jason Bohn,74,9.64,713,74
133,T134,T134,Briny Baird,60,9.62,577,60
134,T134,T134,Rickie Fowler,84,9.62,779,81
135,T134,T134,Jim Herman,69,9.62,664,69
136,T137,T137,Stewart Cink,72,9.61,673,70
137,T137,T137,J.P. Hayes,56,9.61,538,56
138,T139,T139,David Hearn,88,9.59,844,88
139,T139,T139,Jerry Kelly,85,9.59,815,85
140,T139,T139,Tim Petrovic,88,9.59,844,88
141,142,142,Bryce Molder,82,9.57,785,82
142,143,143,Stephen Ames,69,9.55,659,69
143,144,144,Geoff Ogilvy,69,9.53,629,66
144,145,145,Jarrod Lyle,83,9.52,790,83
145,146,146,Scott Piercy,78,9.5,741,78
146,147,147,Fabián Gómez,84,9.49,797,84
147,T148,T148,Aaron Baddeley,77,9.48,730,77
148,T148,T148,Jason Day,76,9.48,692,73
149,150,150,Kevin Kisner,70,9.46,662,70
150,151,151,Kyle Stanley,98,9.36,917,98
151,T152,T152,Cameron Beckman,71,9.35,664,71
152,T152,T152,Paul Stankowski,78,9.35,729,78
153,154,154,Steve Flesch,88,9.34,822,88
154,T155,T155,Aron Price,58,9.33,541,58
155,T155,T155,Steve Stricker,70,9.33,644,69
156,157,157,James Driscoll,71,9.32,662,71
157,T158,T158,Steven Bowditch,86,9.3,800,86
158,T158,T158,John Merrick,71,9.3,660,71
159,T160,T160,Matt McQuillan,59,9.29,548,59
160,T160,T160,Kevin Na,84,9.29,780,84
161,T162,T162,Kevin Chappell,78,9.28,724,78
162,T162,T162,Michael Thompson,79,9.28,733,79
163,164,164,David Mathis,83,9.27,769,83
164,T165,T165,Nathan Green,81,9.26,750,81
165,T165,T165,Lee Janzen,62,9.26,574,62
166,167,167,Brian Gay,90,9.24,832,90
167,168,168,Andres Romero,77,9.23,711,77
168,T169,T169,Ángel Cabrera,50,9.22,461,50
169,T169,T169,Scott McCarron,65,9.22,599,65
170,171,171,Joseph Bramlett,73,9.21,672,73
171,172,172,Greg Chalmers,88,9.18,808,88
172,173,173,George McNeill,69,9.17,633,69
173,174,174,Justin Hicks,60,9.15,549,60
174,175,175,Nate Smith,66,9.12,602,66
175,176,176,Will Strickler,51,9.08,463,51
176,177,177,Scott Gutschewski,67,9.07,608,67
177,178,178,Shane Bertsch,62,9.05,561,62
178,179,179,Rod Pampling,72,9.0,648,72
179,180,180,Bio Kim,71,8.93,634,71
180,181,181,Freddie Jacobson,92,8.91,820,92
181,182,182,Andres Gonzales,60,8.9,534,60
182,183,183,Jim Renner,65,8.85,575,65
183,184,184,Woody Austin,59,8.81,520,59
184,185,185,Joe Ogilvie,75,8.79,659,75
185,186,186,D.J. Brigman,67,8.75,586,67
