,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
119,T119,T119,Gary Woodland,93,6.52,606,93
120,T121,T121,Shaun Micheel,77,6.51,501,77
121,T121,T121,Nick O'Hern,89,6.51,579,89
122,T121,T121,Daniel Summerhays,75,6.51,488,75
123,T124,T124,Stewart Cink,72,6.5,455,70
124,T124,T124,Trevor Immelman,84,6.5,546,84
125,T124,T124,Billy Mayfair,94,6.5,611,94
126,T127,T127,Troy Merritt,63,6.48,408,63
127,T127,T127,Cameron Tringale,110,6.48,713,110
128,T127,T127,Johnson Wagner,81,6.48,525,81
129,T130,T130,Shane Bertsch,62,6.47,401,62
130,T130,T130,Tom Gillis,55,6.47,356,55
131,132,132,Kevin Kisner,70,6.46,452,70
132,133,133,Tag Ridings,87,6.44,560,87
133,T134,T134,Ben Martin,74,6.43,476,74
134,T134,T134,Will Strickler,51,6.43,328,51
135,136,136,Spencer Levin,113,6.42,726,113
136,T137,T137,Sung Kang,63,6.41,404,63
137,T137,T137,Troy Matteson,91,6.41,583,91
138,T139,T139,Brandt Jobe,100,6.4,640,100
139,T139,T139,Rory Sabbatini,85,6.4,544,85
140,T141,T141,Davis Love III,70,6.39,447,70
141,T141,T141,Bill Lunde,92,6.39,588,92
142,143,143,William McGirt,103,6.38,657,103
143,T144,T144,Martin Piller,63,6.37,401,63
144,T144,T144,Chris Riley,76,6.37,484,76
145,T146,T146,John Rollins,85,6.35,540,85
146,T146,T146,D.J. Trahan,91,6.35,578,91
147,148,148,Chad Campbell,99,6.33,627,99
148,149,149,Lee Janzen,62,6.31,391,62
149,T150,T150,D.J. Brigman,67,6.3,422,67
150,T150,T150,James Driscoll,71,6.3,447,71
151,152,152,John Senden,94,6.29,591,94
152,153,153,Kris Blanks,92,6.27,577,92
153,154,154,Colt Knost,80,6.26,501,80
154,155,155,Scott Stallings,84,6.25,525,84
155,156,156,Rod Pampling,72,6.24,449,72
156,T157,T157,Derek Lamely,65,6.23,405,65
157,T157,T157,George McNeill,69,6.23,430,69
158,T157,T157,Jim Renner,65,6.23,405,65
159,160,160,Josh Teater,104,6.22,647,104
160,161,161,Jhonattan Vegas,84,6.21,522,84
161,162,162,Kyle Stanley,98,6.18,606,98
162,T163,T163,David Hearn,88,6.13,539,88
163,T163,T163,Billy Horschel,75,6.13,460,75
164,165,165,Kent Jones,76,6.11,464,76
165,166,166,Marc Turnesa,54,6.09,329,54
166,167,167,Heath Slocum,89,6.08,535,88
167,168,168,Aron Price,58,6.05,351,58
168,169,169,Michael Bradley,74,6.01,445,74
169,170,170,Andres Gonzales,60,6.0,360,60
170,171,171,J.J. Henry,96,5.98,574,96
171,T172,T172,Fabián Gómez,84,5.95,500,84
172,T172,T172,Kevin Stadler,88,5.95,524,88
173,174,174,John Merrick,71,5.92,420,71
174,T175,T175,Joe Durant,71,5.89,418,71
175,T175,T175,Richard Johnson,64,5.89,377,64
176,177,177,Ernie Els,71,5.88,406,69
177,178,178,Alex Prugh,82,5.85,480,82
178,179,179,Bobby Gates,82,5.84,479,82
179,180,180,Briny Baird,60,5.82,349,60
180,181,181,Scott Gutschewski,67,5.81,389,67
181,182,182,Joseph Bramlett,73,5.78,422,73
182,183,183,Boo Weekley,66,5.64,372,66
183,184,184,Justin Hicks,60,5.45,327,60
184,185,185,Jim Herman,69,5.41,373,69
185,186,186,Alexandre Rocha,65,5.14,334,65
