,3-Putt_Avoidance_-_20-25_RANK THIS WEEK,3-Putt_Avoidance_-_20-25_RANK LAST WEEK,3-Putt_Avoidance_-_20-25_PLAYER NAME,3-Putt_Avoidance_-_20-25_ROUNDS,3-Putt_Avoidance_-_20-25_%,3-Putt_Avoidance_-_20-25_TOTAL 3 PUTTS,3-Putt_Avoidance_-_20-25_ATTEMPTS,3-Putt_Avoidance_-_20-25_2 PUTT OR BETTER %
0,T1,T1,Stephen Ames,69,0.0,,108,100.0
1,T1,T1,Greg Chalmers,88,0.0,,96,100.0
2,T1,T1,Steve Elkington,50,0.0,,65,100.0
3,T1,T1,Ryuji Imada,83,0.0,,90,100.0
4,T1,T1,Trevor Immelman,84,0.0,,122,100.0
5,T1,T1,Freddie Jacobson,92,0.0,,90,100.0
6,T1,T1,Kevin Kisner,70,0.0,,83,100.0
7,T1,T1,Colt Knost,80,0.0,,101,100.0
8,T1,T1,Matt Kuchar,94,0.0,,92,100.0
9,T1,T1,Ryan Moore,79,0.0,,100,100.0
10,T1,T1,Joe Ogilvie,75,0.0,,77,100.0
11,T1,T1,Carl Pettersson,95,0.0,,130,100.0
12,T1,T1,Michael Putnam,67,0.0,,86,100.0
13,T1,T1,John Rollins,85,0.0,,129,100.0
14,T1,T1,Charl Schwartzel,58,0.0,,57,100.0
15,T1,T1,Steve Stricker,70,0.0,,70,100.0
16,T1,T1,Mark Wilson,89,0.0,,106,100.0
17,18,18,Tommy Gainey,104,0.68,1.0,148,99.3
18,19,19,John Senden,94,0.71,1.0,140,99.2
19,20,20,Brendon de Jonge,105,0.74,1.0,135,99.2
20,21,21,Jeff Overton,92,0.76,1.0,131,99.2
21,22,22,Heath Slocum,89,0.85,1.0,117,99.1
22,23,23,Tim Petrovic,88,0.88,1.0,113,99.1
23,24,24,Pat Perez,76,0.89,1.0,112,99.1
24,25,25,Michael Thompson,79,0.91,1.0,110,99.0
25,T26,T26,Tim Herron,85,0.93,1.0,107,99.0
26,T26,T26,Bryce Molder,82,0.93,1.0,108,99.0
27,28,28,Kent Jones,76,0.95,1.0,105,99.0
28,29,29,Jason Dufner,78,1.02,1.0,98,98.9
29,30,30,Chris Riley,76,1.03,1.0,97,98.9
30,31,31,Ben Curtis,66,1.06,1.0,94,98.9
31,32,32,Kevin Na,84,1.1,1.0,91,98.9
32,33,33,Billy Horschel,75,1.12,1.0,89,98.8
33,34,34,Justin Rose,79,1.15,1.0,87,98.8
34,35,35,David Toms,78,1.16,1.0,86,98.8
