,One-Putt_Percentage_-_Round_5_RANK THIS WEEK,One-Putt_Percentage_-_Round_5_RANK LAST WEEK,One-Putt_Percentage_-_Round_5_PLAYER NAME,One-Putt_Percentage_-_Round_5_%,One-Putt_Percentage_-_Round_5_# OF 1 PUTTS,One-Putt_Percentage_-_Round_5_# OF HOLES
0,1,1,Bryce Molder,72.22,13,18
1,T2,T2,Brendon de Jonge,66.67,12,18
2,T2,T2,Brian Gay,66.67,12,18
3,T2,T2,Matt Jones,66.67,12,18
4,T5,T5,Michael Bradley,61.11,11,18
5,T5,T5,Jason Dufner,61.11,11,18
6,T5,T5,David Duval,61.11,11,18
7,T5,T5,Ryan Palmer,61.11,11,18
8,T5,T5,Pat Perez,61.11,11,18
9,T5,T5,Tim Petrovic,61.11,11,18
10,T5,T5,Webb Simpson,61.11,11,18
11,T12,T12,Chad Campbell,55.56,10,18
12,T12,T12,Freddie Jacobson,55.56,10,18
13,T12,T12,Justin Leonard,55.56,10,18
14,T12,T12,Shaun Micheel,55.56,10,18
15,T16,T16,Brian Davis,50.0,9,18
16,T16,T16,Fabián Gómez,50.0,9,18
17,T16,T16,Hunter Haas,50.0,9,18
18,T16,T16,Jerry Kelly,50.0,9,18
19,T16,T16,Derek Lamely,50.0,9,18
20,T16,T16,Jarrod Lyle,50.0,9,18
21,T16,T16,Scott McCarron,50.0,9,18
22,T16,T16,Kevin Na,50.0,9,18
23,T16,T16,David Toms,50.0,9,18
24,T16,T16,Jhonattan Vegas,50.0,9,18
25,T26,T26,Kris Blanks,44.44,8,18
26,T26,T26,Kevin Chappell,44.44,8,18
27,T26,T26,Chris Kirk,44.44,8,18
28,T26,T26,Bill Lunde,44.44,8,18
29,T26,T26,Chris Stroud,44.44,8,18
30,T31,T31,Matt Bettencourt,38.89,7,18
31,T31,T31,Keegan Bradley,38.89,7,18
32,T31,T31,Greg Chalmers,38.89,7,18
33,T31,T31,Chris Couch,38.89,7,18
34,T31,T31,Harrison Frazar,38.89,7,18
35,T31,T31,Bill Haas,38.89,7,18
36,T31,T31,Charles Howell III,38.89,7,18
37,T31,T31,Colt Knost,38.89,7,18
38,T31,T31,Jeff Overton,38.89,7,18
39,T31,T31,D.A. Points,38.89,7,18
40,T31,T31,Daniel Summerhays,38.89,7,18
41,T31,T31,Cameron Tringale,38.89,7,18
42,T31,T31,Gary Woodland,38.89,7,18
43,T44,T44,Alex Cejka,33.33,6,18
44,T44,T44,J.J. Henry,33.33,6,18
45,T44,T44,Brandt Jobe,33.33,6,18
46,T44,T44,Spencer Levin,33.33,6,18
47,T44,T44,Steve Marino,33.33,6,18
48,T44,T44,Kevin Stadler,33.33,6,18
49,T44,T44,Kevin Streelman,33.33,6,18
50,T44,T44,Vaughn Taylor,33.33,6,18
51,T52,T52,Stephen Ames,27.78,5,18
52,T52,T52,Martin Laird,27.78,5,18
53,T52,T52,John Rollins,27.78,5,18
54,T52,T52,Kyle Stanley,27.78,5,18
55,T52,T52,Boo Weekley,27.78,5,18
56,T52,T52,Mark Wilson,27.78,5,18
57,T58,T58,Ryuji Imada,22.22,4,18
58,T58,T58,Matt Kuchar,22.22,4,18
59,T58,T58,Zack Miller,22.22,4,18
60,T58,T58,Michael Putnam,22.22,4,18
61,T58,T58,Dean Wilson,22.22,4,18
62,T63,T63,Steve Elkington,16.67,3,18
63,T63,T63,Paul Goydos,16.67,3,18
64,T63,T63,D.J. Trahan,16.67,3,18
65,66,66,Blake Adams,11.11,2,18
