,Putting_from_5_RANK THIS WEEK,Putting_from_5_RANK LAST WEEK,Putting_from_5_PLAYER NAME,Putting_from_5_ROUNDS,Putting_from_5_% MADE,Putting_from_5_ATTEMPTS,Putting_from_5_PUTTS MADE
0,1,1,Bill Haas,93,91.67,96,88
1,2,2,Will Strickler,51,91.38,58,53
2,3,3,Charlie Wi,83,91.35,104,95
3,4,4,Brian Gay,90,90.43,94,85
4,5,5,Bryce Molder,82,89.36,94,84
5,6,6,Josh Teater,104,88.33,120,106
6,T7,T7,Jason Day,76,88.0,75,66
7,T7,T7,Nick Watney,80,88.0,75,66
8,9,9,Kevin Na,84,87.96,108,95
9,10,10,Steve Elkington,50,87.93,58,51
10,11,11,Blake Adams,116,87.9,157,138
11,12,12,Geoff Ogilvy,69,87.84,74,65
12,T13,T13,Steve Flesch,88,87.5,88,77
13,T13,T13,Colt Knost,80,87.5,112,98
14,15,15,Greg Chalmers,88,87.29,118,103
15,T16,T16,Freddie Jacobson,92,87.16,109,95
16,T16,T16,Vaughn Taylor,89,87.16,148,129
17,T18,T18,Rich Beem,53,87.1,62,54
18,T18,T18,Matt Kuchar,94,87.1,93,81
19,20,20,Tommy Gainey,104,87.02,131,114
20,T21,T21,Ryan Moore,79,86.9,84,73
21,T21,T21,Paul Stankowski,78,86.9,84,73
22,T21,T21,Michael Thompson,79,86.9,84,73
23,24,24,Justin Leonard,82,86.78,121,105
24,25,25,Martin Laird,77,86.6,97,84
25,26,26,Shane Bertsch,62,86.3,73,63
26,27,27,Scott McCarron,65,86.21,87,75
27,28,28,Scott Stallings,84,86.14,101,87
28,29,29,Jimmy Walker,79,85.95,121,104
29,30,30,David Toms,78,85.92,71,61
30,T31,T31,Andres Gonzales,60,85.71,70,60
31,T31,T31,Jerry Kelly,85,85.71,98,84
32,33,33,Woody Austin,59,85.33,75,64
33,34,34,Charles Howell III,108,85.32,109,93
34,T35,T35,Michael Connell,76,85.15,101,86
35,T35,T35,Justin Rose,79,85.15,101,86
36,37,37,Steve Stricker,70,85.07,67,57
37,T38,T38,Ángel Cabrera,50,85.0,40,34
38,T38,T38,Hunter Mahan,92,85.0,100,85
39,T38,T38,Rod Pampling,72,85.0,100,85
40,41,41,Jonathan Byrd,83,84.62,91,77
41,42,42,Martin Piller,63,84.52,84,71
42,43,43,Brendan Steele,89,84.43,122,103
43,44,44,Marc Turnesa,54,84.31,51,43
44,45,45,George McNeill,69,84.29,70,59
45,46,46,Camilo Villegas,69,84.21,76,64
46,47,47,William McGirt,103,84.17,120,101
