,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Chris Couch,27.57,579,21
1,2,2,Brian Gay,27.88,697,25
2,3,3,Andres Romero,27.9,586,21
3,4,4,Luke Donald,28.06,505,18
4,5,5,Charlie Wi,28.08,702,25
5,6,6,Ryan Palmer,28.13,647,23
6,T7,T7,Padraig Harrington,28.18,479,17
7,T7,T7,Y.E. Yang,28.18,479,17
8,T9,T9,Freddie Jacobson,28.22,649,23
9,T9,T9,Vaughn Taylor,28.22,762,27
10,11,11,Anthony Kim,28.24,706,25
11,12,12,Geoff Ogilvy,28.3,566,20
12,13,13,Steve Flesch,28.31,736,26
13,14,14,Aaron Baddeley,28.33,595,21
14,15,15,Greg Chalmers,28.35,737,26
15,16,16,Brendon de Jonge,28.38,823,29
16,17,17,Matt Kuchar,28.39,653,23
17,T18,T18,Carl Pettersson,28.42,739,26
18,T18,T18,Jimmy Walker,28.42,682,24
19,20,20,Joe Ogilvie,28.45,626,22
20,21,21,Tim Petrovic,28.46,797,28
21,22,22,Kevin Na,28.5,741,26
22,23,23,Steve Stricker,28.56,514,18
23,T24,T24,David Mathis,28.57,657,23
24,T24,T24,Ryan Moore,28.57,600,21
25,T24,T24,Rory Sabbatini,28.57,657,23
26,27,27,Paul Stankowski,28.64,630,22
27,T28,T28,David Hearn,28.67,688,24
28,T28,T28,Derek Lamely,28.67,688,24
29,T28,T28,Nick Watney,28.67,602,21
30,31,31,Nate Smith,28.68,631,22
31,32,32,Dean Wilson,28.71,603,21
32,33,33,Mark Wilson,28.72,718,25
33,34,34,Arjun Atwal,28.76,834,29
34,T35,T35,Rickie Fowler,28.78,662,23
35,T35,T35,Tim Herron,28.78,777,27
36,37,37,Kevin Chappell,28.79,691,24
37,38,38,Bryce Molder,28.84,721,25
38,T39,T39,Stewart Cink,28.85,577,20
39,T39,T39,Phil Mickelson,28.85,577,20
40,41,41,Ben Crane,28.86,635,22
41,T42,T42,Stuart Appleby,28.88,693,24
42,T42,T42,D.A. Points,28.88,751,26
43,44,44,Matt McQuillan,28.89,549,19
44,T45,T45,Blake Adams,28.91,954,33
45,T45,T45,Kevin Kisner,28.91,636,22
46,T45,T45,Camilo Villegas,28.91,665,23
47,T48,T48,Matt Jones,28.92,723,25
48,T48,T48,Jerry Kelly,28.92,694,24
49,50,50,Brian Davis,28.93,868,30
50,T51,T51,Chris Kirk,28.96,811,28
51,T51,T51,Chris Riley,28.96,695,24
52,T53,T53,Stephen Ames,29.0,609,21
53,T53,T53,Paul Goydos,29.0,725,25
54,T53,T53,Brandt Jobe,29.0,783,27
55,T53,T53,Spencer Levin,29.0,870,30
56,T53,T53,Tag Ridings,29.0,754,26
57,T53,T53,Webb Simpson,29.0,754,26
58,T59,T59,Nathan Green,29.04,726,25
59,T59,T59,Jeff Overton,29.04,726,25
60,T61,T61,Harrison Frazar,29.05,552,19
61,T61,T61,Scott McCarron,29.05,610,21
62,T63,T63,Woody Austin,29.06,465,16
63,T63,T63,Lee Janzen,29.06,494,17
64,65,65,Brandt Snedeker,29.08,756,26
65,66,66,David Toms,29.1,611,21
66,67,67,Shaun Micheel,29.12,757,26
67,T68,T68,Zack Miller,29.14,845,29
68,T68,T68,Martin Piller,29.14,612,21
69,70,70,Kyle Stanley,29.15,758,26
70,71,71,Pat Perez,29.17,700,24
71,72,72,Lucas Glover,29.18,642,22
72,73,73,Charley Hoffman,29.19,759,26
73,T74,T74,Colt Knost,29.2,730,25
74,T74,T74,Vijay Singh,29.2,730,25
75,T76,T76,Kris Blanks,29.21,818,28
76,T76,T76,Hunter Haas,29.21,847,29
77,T76,T76,Ryuji Imada,29.21,847,29
78,79,79,Steve Marino,29.22,672,23
79,80,80,Matt Bettencourt,29.24,848,29
80,T81,T81,Zach Johnson,29.27,644,22
81,T81,T81,Justin Leonard,29.27,761,26
82,T83,T83,Keegan Bradley,29.3,791,27
83,T83,T83,Jason Day,29.3,586,20
84,T83,T83,Jason Dufner,29.3,674,23
85,86,86,Jonathan Byrd,29.32,733,25
86,T87,T87,D.J. Brigman,29.33,616,21
87,T87,T87,Hunter Mahan,29.33,704,24
88,T87,T87,Chez Reavie,29.33,792,27
89,T90,T90,Dustin Johnson,29.35,587,20
90,T90,T90,John Rollins,29.35,763,26
91,T90,T90,John Senden,29.35,763,26
92,93,93,Jarrod Lyle,29.39,823,28
93,94,94,Robert Karlsson,29.41,500,17
94,T95,T95,Ricky Barnes,29.43,677,23
95,T95,T95,Jason Bohn,29.43,618,21
96,T97,T97,Ángel Cabrera,29.44,471,16
97,T97,T97,Robert Garrigus,29.44,736,25
98,99,99,Ben Martin,29.46,707,24
99,100,100,Chris DiMarco,29.47,884,30
100,T101,T101,Scott Piercy,29.48,619,21
101,T101,T101,Michael Thompson,29.48,678,23
102,103,103,James Driscoll,29.5,649,22
103,T104,T104,Alex Cejka,29.52,620,21
104,T104,T104,Garrett Willis,29.52,679,23
105,T106,T106,Sung Kang,29.55,591,20
106,T106,T106,Rocco Mediate,29.55,650,22
107,T108,T108,Sean O'Hair,29.57,680,23
108,T108,T108,Charl Schwartzel,29.57,414,14
109,T110,T110,Brendan Steele,29.58,769,26
110,T110,T110,Kevin Streelman,29.58,769,26
111,T112,T112,Briny Baird,29.59,503,17
112,T112,T112,Justin Rose,29.59,651,22
113,T114,T114,Jim Furyk,29.6,740,25
114,T114,T114,Retief Goosen,29.6,444,15
115,116,116,William McGirt,29.61,918,31
116,T117,T117,Michael Connell,29.62,770,26
117,T117,T117,Scott Gutschewski,29.62,622,21
118,119,119,Troy Matteson,29.63,800,27
119,T120,T120,Bill Haas,29.64,741,25
120,T120,T120,Billy Mayfair,29.64,830,28
121,T122,T122,Cameron Beckman,29.65,682,23
122,T122,T122,Michael Putnam,29.65,593,20
123,T124,T124,George McNeill,29.68,564,19
124,T124,T124,Nick O'Hern,29.68,831,28
125,T126,T126,Charles Howell III,29.69,861,29
126,T126,T126,Josh Teater,29.69,861,29
127,T128,T128,Ben Curtis,29.7,683,23
128,T128,T128,Tommy Gainey,29.7,980,33
129,T128,T128,Bio Kim,29.7,683,23
130,T128,T128,Marc Leishman,29.7,802,27
131,T132,T132,Rich Beem,29.71,624,21
132,T132,T132,David Duval,29.71,713,24
133,T132,T132,Johnson Wagner,29.71,713,24
134,T135,T135,J.B. Holmes,29.73,446,15
135,T135,T135,Graeme McDowell,29.73,446,15
136,T137,T137,Billy Horschel,29.74,684,23
137,T137,T137,Kent Jones,29.74,684,23
138,139,139,Fabián Gómez,29.75,714,24
139,T140,T140,Will Strickler,29.76,506,17
140,T140,T140,Boo Weekley,29.76,625,21
141,T142,T142,Troy Merritt,29.77,655,22
142,T142,T142,Bo Van Pelt,29.77,774,26
143,144,144,J.P. Hayes,29.78,536,18
144,T145,T145,Tom Gillis,29.79,566,19
145,T145,T145,Andres Gonzales,29.79,566,19
146,T145,T145,Rod Pampling,29.79,566,19
147,T148,T148,Richard Johnson,29.81,626,21
148,T148,T148,Aron Price,29.81,477,16
149,150,150,Martin Laird,29.82,656,22
150,151,151,Joseph Bramlett,29.83,686,23
151,152,152,Marc Turnesa,29.84,567,19
152,T153,T153,J.J. Henry,29.85,806,27
153,T153,T153,Jim Renner,29.85,597,20
154,T153,T153,Scott Stallings,29.85,776,26
155,156,156,Roland Thatcher,29.86,657,22
156,157,157,Sergio Garcia,29.88,478,16
157,T158,T158,Shane Bertsch,29.89,538,18
158,T158,T158,Steven Bowditch,29.89,807,27
159,160,160,Ian Poulter,29.93,449,15
160,161,161,Bubba Watson,29.95,629,21
161,T162,T162,Michael Bradley,30.0,690,23
162,T162,T162,Bobby Gates,30.0,810,27
163,T162,T162,Alexandre Rocha,30.0,600,20
164,165,165,Jhonattan Vegas,30.04,721,24
165,166,166,Robert Allenby,30.08,722,24
166,167,167,Cameron Tringale,30.1,933,31
167,T168,T168,Ernie Els,30.15,603,20
168,T168,T168,Jim Herman,30.15,603,20
169,T168,T168,Chris Stroud,30.15,814,27
170,171,171,Trevor Immelman,30.16,754,25
171,172,172,Davis Love III,30.18,664,22
172,T173,T173,Adam Scott,30.24,514,17
173,T173,T173,Gary Woodland,30.24,756,25
174,175,175,John Merrick,30.26,575,19
175,176,176,K.J. Choi,30.29,636,21
176,177,177,Daniel Summerhays,30.32,849,28
177,178,178,Bill Lunde,30.35,789,26
178,179,179,Chad Campbell,30.43,852,28
179,180,180,Kevin Stadler,30.44,761,25
180,181,181,Steve Elkington,30.47,518,17
181,182,182,Heath Slocum,30.5,854,28
182,183,183,D.J. Trahan,30.67,920,30
183,184,184,Alex Prugh,30.79,862,28
184,185,185,Justin Hicks,30.81,647,21
185,186,186,Joe Durant,31.04,745,24
