,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Boo Weekley,66,1.0,66,66
1,2,2,Justin Hicks,60,0.93,56,60
2,T3,T3,Joe Durant,71,0.87,62,71
3,T3,T3,Tom Gillis,55,0.87,48,55
4,5,5,Jhonattan Vegas,84,0.83,70,84
5,6,6,Will Strickler,51,0.76,39,51
6,T7,T7,Derek Lamely,65,0.74,48,65
7,T7,T7,D.J. Trahan,91,0.74,67,91
8,T9,T9,Robert Allenby,84,0.73,61,83
9,T9,T9,Joseph Bramlett,73,0.73,53,73
10,T9,T9,Jarrod Lyle,83,0.73,61,83
11,T9,T9,Adam Scott,60,0.73,43,59
12,13,13,Dustin Johnson,72,0.72,51,71
13,T14,T14,Zack Miller,86,0.71,61,86
14,T14,T14,Bo Van Pelt,92,0.71,64,90
15,T16,T16,Chad Campbell,99,0.7,69,99
16,T16,T16,Rocco Mediate,53,0.7,37,53
17,T16,T16,Kyle Stanley,98,0.7,69,98
18,T16,T16,Gary Woodland,93,0.7,65,93
19,T20,T20,Cameron Beckman,71,0.69,49,71
20,T20,T20,Harrison Frazar,58,0.69,40,58
21,T22,T22,Rich Beem,53,0.68,36,53
22,T22,T22,J.P. Hayes,56,0.68,38,56
23,T22,T22,Steve Marino,76,0.68,52,76
24,T22,T22,Troy Merritt,63,0.68,43,63
25,26,26,Vijay Singh,79,0.67,53,79
26,T27,T27,Scott Gutschewski,67,0.66,44,67
27,T27,T27,Chez Reavie,92,0.66,61,92
28,T27,T27,Alexandre Rocha,65,0.66,43,65
29,T27,T27,Bubba Watson,85,0.66,52,79
30,T31,T31,Jason Dufner,78,0.65,51,78
31,T31,T31,Jim Herman,69,0.65,45,69
32,T31,T31,Hunter Mahan,92,0.65,58,89
33,T31,T31,Justin Rose,79,0.65,50,77
34,T35,T35,Ricky Barnes,78,0.64,50,78
35,T35,T35,Graeme McDowell,50,0.64,30,47
36,T37,T37,Kris Blanks,92,0.63,58,92
37,T37,T37,Robert Garrigus,83,0.63,52,83
38,T37,T37,Bill Lunde,92,0.63,58,92
39,T37,T37,Billy Mayfair,94,0.63,59,94
40,T37,T37,Chris Stroud,88,0.63,55,88
41,T42,T42,Tommy Gainey,104,0.62,64,104
42,T42,T42,Nathan Green,81,0.62,50,81
43,T42,T42,Phil Mickelson,79,0.62,48,77
44,T42,T42,Scott Piercy,78,0.62,48,78
45,T42,T42,John Rollins,85,0.62,53,85
46,T47,T47,David Duval,67,0.61,41,67
47,T47,T47,Shaun Micheel,77,0.61,47,77
48,T47,T47,Daniel Summerhays,75,0.61,46,75
49,T47,T47,Roland Thatcher,67,0.61,41,67
50,T51,T51,D.J. Brigman,67,0.6,40,67
51,T51,T51,Sean O'Hair,71,0.6,42,70
52,T51,T51,Scott Stallings,84,0.6,50,84
53,T54,T54,Woody Austin,59,0.59,35,59
54,T54,T54,Steven Bowditch,86,0.59,51,86
55,T54,T54,Bobby Gates,82,0.59,48,82
56,T54,T54,Padraig Harrington,60,0.59,35,59
57,T54,T54,Charley Hoffman,93,0.59,54,92
58,T54,T54,Kent Jones,76,0.59,45,76
59,T54,T54,John Merrick,71,0.59,42,71
60,T54,T54,Charl Schwartzel,58,0.59,33,56
61,T54,T54,Garrett Willis,71,0.59,42,71
62,T63,T63,Jason Bohn,74,0.58,43,74
63,T63,T63,Ben Crane,76,0.58,42,73
64,T63,T63,Ben Curtis,66,0.58,38,66
65,T63,T63,Brandt Jobe,100,0.58,58,100
66,T63,T63,Anthony Kim,72,0.58,41,71
67,T63,T63,Pat Perez,76,0.58,44,76
68,T63,T63,D.A. Points,89,0.58,52,89
69,T63,T63,Chris Riley,76,0.58,44,76
70,T71,T71,Ernie Els,71,0.57,39,69
71,T71,T71,Aron Price,58,0.57,33,58
72,T71,T71,Marc Turnesa,54,0.57,31,54
73,T71,T71,Camilo Villegas,69,0.57,39,68
74,T75,T75,Alex Cejka,59,0.56,33,59
75,T75,T75,K.J. Choi,77,0.56,42,75
76,T75,T75,Paul Goydos,81,0.56,45,81
77,T75,T75,Robert Karlsson,61,0.56,33,59
