,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
151,152,152,Briny Baird,60,1.7990000000000002,1209,672,26.42,15
152,153,153,J.J. Henry,96,1.8,2056,1142,26.29,18
153,T154,T154,Robert Allenby,84,1.8030000000000002,1819,1009,28.03,39
154,T154,T154,Ricky Barnes,78,1.8030000000000002,1684,934,27.51,62
155,T154,T154,Ben Curtis,66,1.8030000000000002,1410,782,26.09,87
156,T154,T154,J.P. Hayes,56,1.8030000000000002,1078,598,27.14,178
157,158,158,Steve Elkington,50,1.804,1079,598,25.92,66
158,T159,T159,Bobby Gates,82,1.806,1557,862,27.33,118
159,T159,T159,Justin Leonard,82,1.806,1730,958,24.69,112
160,T161,T161,Alex Prugh,82,1.808,1674,926,27.68,80
161,T161,T161,Marc Turnesa,54,1.808,1110,614,24.8,95
162,163,163,Michael Connell,76,1.8090000000000002,1579,873,25.92,138
163,164,164,Chad Campbell,99,1.8119999999999998,2251,1242,27.32,4
164,T165,T165,Rocco Mediate,53,1.8130000000000002,1075,593,26.14,168
165,T165,T165,Zack Miller,86,1.8130000000000002,1653,912,29.15,174
166,T165,T165,Chris Riley,76,1.8130000000000002,1523,840,25.39,115
167,168,168,Sean O'Hair,71,1.814,1444,796,27.01,152
168,T169,T169,Ernie Els,71,1.815,1575,868,25.14,7
169,T169,T169,Will Strickler,51,1.815,953,525,27.97,170
170,T171,T171,Richard Johnson,64,1.8159999999999998,1202,662,23.0,T146
171,T171,T171,Shaun Micheel,77,1.8159999999999998,1504,828,24.55,154
172,173,173,Jarrod Lyle,83,1.818,1602,881,27.45,T172
173,174,174,D.J. Trahan,91,1.819,2056,1130,26.73,17
174,175,175,Jhonattan Vegas,84,1.82,1762,968,30.54,44
175,176,176,Daniel Summerhays,75,1.824,1516,831,24.58,150
176,177,177,Joseph Bramlett,73,1.8259999999999998,1393,763,26.71,103
177,178,178,Scott Gutschewski,67,1.827,1215,665,27.08,160
178,179,179,Troy Merritt,63,1.828,1287,704,25.07,T133
179,180,180,Tom Gillis,55,1.83,1202,657,25.61,T68
180,181,181,Jim Herman,69,1.831,1366,746,26.01,36
181,182,182,Boo Weekley,66,1.8359999999999999,1469,800,28.7,1
182,183,183,Rich Beem,53,1.838,1086,591,23.52,T172
183,184,184,Joe Durant,71,1.847,1635,885,23.67,3
184,185,185,Alexandre Rocha,65,1.849,1294,700,23.32,29
185,186,186,Justin Hicks,60,1.8619999999999999,1145,615,24.07,90
