,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Will Strickler,51,"27' 10""",8783.083,316
1,2,2,Scott McCarron,65,"27' 9""",11251.583,405
2,T3,T3,Steve Elkington,50,"27' 1""",9753.583,360
3,T3,T3,Hunter Mahan,92,"27' 1""",16444.083,607
4,5,5,Charlie Wi,83,"26' 11""",16260.667,604
5,6,6,Charl Schwartzel,58,"26' 7""",8703.167,327
6,T7,T7,J.J. Henry,96,"26' 6""",19013.833,717
7,T7,T7,Marc Turnesa,54,"26' 6""",10228.75,386
8,T9,T9,Colt Knost,80,"26' 5""",14095.5,534
9,T9,T9,Ben Martin,74,"26' 5""",13789.583,522
10,T9,T9,Cameron Tringale,110,"26' 5""",22049.5,834
11,12,12,Ángel Cabrera,50,"26' 4""",7028.0,267
12,T13,T13,Trevor Immelman,84,"26' 3""",15993.833,610
13,T13,T13,Michael Putnam,67,"26' 3""",11686.667,445
14,T13,T13,Johnson Wagner,81,"26' 3""",15827.0,603
15,T16,T16,Charles Howell III,108,"26' 1""",20847.667,800
16,T16,T16,John Senden,94,"26' 1""",19221.0,738
17,T18,T18,Jarrod Lyle,83,"26' 0""",14059.583,541
18,T18,T18,Alexandre Rocha,65,"26' 0""",11301.917,435
19,T20,T20,Steve Flesch,88,"25' 11""",14602.917,564
20,T20,T20,Jimmy Walker,79,"25' 11""",15516.5,599
21,T22,T22,Bill Haas,93,"25' 10""",16409.25,635
22,T22,T22,Nate Smith,66,"25' 10""",10430.667,404
23,24,24,Blake Adams,116,"25' 9""",21485.667,834
24,T25,T25,Andres Gonzales,60,"25' 8""",9495.0,370
25,T25,T25,Jerry Kelly,85,"25' 8""",15093.333,589
26,T25,T25,Ryan Moore,79,"25' 8""",12228.667,477
27,T25,T25,Brendan Steele,89,"25' 8""",16890.0,658
28,T29,T29,Bryce Molder,82,"25' 7""",14515.083,568
29,T29,T29,D.A. Points,89,"25' 7""",14441.0,565
30,T29,T29,Ian Poulter,52,"25' 7""",8242.917,322
31,T32,T32,Jim Herman,69,"25' 6""",12580.333,494
32,T32,T32,Derek Lamely,65,"25' 6""",11544.25,453
33,T32,T32,Geoff Ogilvy,69,"25' 6""",10365.333,407
34,T32,T32,Aron Price,58,"25' 6""",10339.083,406
35,T32,T32,Brandt Snedeker,85,"25' 6""",12508.75,491
36,T32,T32,Michael Thompson,79,"25' 6""",14349.5,563
37,T32,T32,Jhonattan Vegas,84,"25' 6""",14695.75,576
38,T39,T39,Chris Couch,73,"25' 5""",13957.917,549
39,T39,T39,Ben Crane,76,"25' 5""",13477.417,531
40,T39,T39,James Driscoll,71,"25' 5""",12365.083,487
41,T39,T39,Shaun Micheel,77,"25' 5""",13364.333,525
42,T39,T39,Rod Pampling,72,"25' 5""",12520.417,492
43,T39,T39,Josh Teater,104,"25' 5""",19675.0,775
44,T45,T45,Jonathan Byrd,83,"25' 4""",15391.0,608
45,T45,T45,Greg Chalmers,88,"25' 4""",15172.0,598
46,T45,T45,Ben Curtis,66,"25' 4""",13217.0,522
47,T45,T45,Nathan Green,81,"25' 4""",13439.75,530
48,T45,T45,Lee Janzen,62,"25' 4""",9591.25,379
49,T45,T45,Richard Johnson,64,"25' 4""",11699.417,462
50,T45,T45,Sean O'Hair,71,"25' 4""",12322.833,487
51,T45,T45,Jeff Overton,92,"25' 4""",14690.25,580
52,T45,T45,Dean Wilson,62,"25' 4""",11595.75,458
53,T54,T54,Ryuji Imada,83,"25' 3""",15266.917,604
54,T54,T54,Anthony Kim,72,"25' 3""",11218.25,444
55,T54,T54,George McNeill,69,"25' 3""",11988.167,475
56,T54,T54,Matt McQuillan,59,"25' 3""",9608.417,380
57,T54,T54,John Merrick,71,"25' 3""",12929.917,512
58,T54,T54,Steve Stricker,70,"25' 3""",10766.333,427
59,T60,T60,Stuart Appleby,65,"25' 2""",12040.75,479
60,T60,T60,Steven Bowditch,86,"25' 2""",14522.667,578
61,T60,T60,Jason Dufner,78,"25' 2""",13396.917,533
