,Putting_from_6_RANK THIS WEEK,Putting_from_6_RANK LAST WEEK,Putting_from_6_PLAYER NAME,Putting_from_6_ROUNDS,Putting_from_6_% MADE,Putting_from_6_ATTEMPTS,Putting_from_6_PUTTS MADE
0,1,1,Freddie Jacobson,83,87.14,70,61
1,2,2,Brad Faxon,94,83.33,96,80
2,3,3,Jesper Parnevik,86,82.81,64,53
3,4,4,Len Mattiace,75,82.5,80,66
4,5,5,Steve Elkington,64,82.35,68,56
5,6,6,Dan Olsen,75,82.14,84,69
6,7,7,Spike McRoy,93,81.93,83,68
7,T8,T8,Brian Bateman,84,81.82,88,72
8,T8,T8,Dean Wilson,99,81.82,99,81
9,10,10,Dudley Hart,60,81.58,38,31
10,11,11,Danny Ellis,81,81.54,65,53
11,12,12,Brian Gay,96,81.01,79,64
12,13,13,Richard Johnson,102,80.95,126,102
13,14,14,Stephen Ames,97,80.77,104,84
14,15,15,David Frost,78,80.68,88,71
15,16,16,Jerry Kelly,113,80.2,101,81
16,T17,T17,Jonathan Kaye,79,80.0,70,56
17,T17,T17,Steve Stricker,81,80.0,85,68
18,19,19,Matt Gogel,86,79.55,88,70
19,20,20,Rod Pampling,98,79.27,82,65
20,21,21,Bob Burns,88,79.22,77,61
21,22,22,Dennis Paulson,71,79.03,62,49
22,23,23,Adam Scott,55,78.95,38,30
23,24,24,Skip Kendall,99,78.1,105,82
24,25,25,Tom Byrum,83,78.0,100,78
25,26,26,Robert Gamez,103,77.89,95,74
26,T27,T27,Paul Azinger,75,77.78,54,42
27,T27,T27,Fred Funk,97,77.78,90,70
28,29,29,Zach Johnson,109,77.67,103,80
29,T30,T30,Brent Geiberger,94,77.38,84,65
30,T30,T30,John Rollins,90,77.38,84,65
31,32,32,Jay Haas,84,77.33,75,58
32,33,33,J.L. Lewis,106,77.19,114,88
33,T34,T34,Darren Clarke,54,77.14,35,27
34,T34,T34,Patrick Sheehan,113,77.14,105,81
35,36,36,Ryan Palmer,103,77.0,100,77
36,37,37,Harrison Frazar,86,76.83,82,63
37,38,38,Kevin Na,100,76.79,112,86
38,T39,T39,Ben Crane,92,76.67,90,69
39,T39,T39,Scott Verplank,92,76.67,90,69
40,T39,T39,Mike Weir,75,76.67,60,46
41,T42,T42,Craig Perks,75,76.39,72,55
42,T42,T42,Kirk Triplett,88,76.39,72,55
43,44,44,Mark Hensby,97,76.09,92,70
44,45,45,Shigeki Maruyama,93,76.0,75,57
45,46,46,David Branshaw,84,75.68,74,56
46,47,47,Chris DiMarco,105,75.56,90,68
47,48,48,Tiger Woods,78,75.44,57,43
48,T49,T49,Greg Chalmers,70,75.31,81,61
