,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Mark Wilson,62,"8' 6""",3100.833,366
1,T2,T2,Shaun Micheel,93,"8' 5""",3926.667,466
2,T2,T2,Adam Scott,55,"8' 5""",2520.583,300
3,4,4,Alex Cejka,76,"8' 3""",3346.333,404
4,5,5,Briny Baird,100,"8' 2""",3941.0,485
5,T6,T6,Pat Bates,99,"8' 1""",4817.833,596
6,T6,T6,Russ Cochran,61,"8' 1""",2976.917,367
7,T6,T6,Chris Couch,55,"8' 1""",2346.667,289
8,T6,T6,Frank Lickliter II,89,"8' 1""",4556.333,566
9,T6,T6,Mark O'Meara,58,"8' 1""",2506.167,311
10,T6,T6,Patrick Sheehan,113,"8' 1""",5968.6669999999995,742
11,T6,T6,David Toms,80,"8' 1""",3198.0,394
12,T13,T13,Danny Briggs,85,"8' 0""",3991.75,500
13,T13,T13,Luke Donald,72,"8' 0""",3134.667,391
14,T13,T13,Brent Geiberger,94,"8' 0""",4713.75,589
15,T13,T13,Tripp Isenhour,55,"8' 0""",2500.917,312
16,T13,T13,Brenden Pappas,111,"8' 0""",5765.4169999999995,724
17,T13,T13,Kenny Perry,79,"8' 0""",3273.25,408
18,T19,T19,Stephen Ames,97,"7' 11""",4484.25,567
19,T19,T19,Rich Barcelo,67,"7' 11""",3176.167,403
20,T19,T19,Steve Flesch,109,"7' 11""",4623.75,581
21,T19,T19,David Frost,78,"7' 11""",4064.167,511
22,T19,T19,Scott Hend,81,"7' 11""",3693.083,467
23,T19,T19,Freddie Jacobson,83,"7' 11""",3696.417,466
24,T19,T19,Brett Quigley,102,"7' 11""",4849.167,611
25,T19,T19,Chris Smith,105,"7' 11""",4425.083,560
26,T19,T19,Bob Tway,90,"7' 11""",3876.25,488
27,T28,T28,Brian Bateman,84,"7' 10""",3969.25,508
28,T28,T28,Greg Chalmers,70,"7' 10""",3893.917,497
29,T28,T28,Zach Johnson,109,"7' 10""",4944.833,631
30,T28,T28,Steve Pate,71,"7' 10""",3100.583,395
31,T28,T28,Jeff Sluman,98,"7' 10""",4087.417,524
32,T28,T28,Bo Van Pelt,107,"7' 10""",4470.917,571
33,T34,T34,Ken Duke,89,"7' 9""",4261.583,548
34,T34,T34,Joe Durant,85,"7' 9""",3707.917,477
35,T34,T34,Tom Lehman,70,"7' 9""",2964.833,381
36,T34,T34,Hunter Mahan,94,"7' 9""",4678.667,602
37,T34,T34,Rocco Mediate,53,"7' 9""",1728.25,223
38,T34,T34,Pat Perez,102,"7' 9""",4604.833,597
39,T34,T34,Tim Petrovic,111,"7' 9""",4871.917,626
40,T34,T34,Carl Pettersson,100,"7' 9""",4607.917,593
41,T34,T34,Ted Purdy,114,"7' 9""",5525.6669999999995,711
42,T34,T34,Joey Sindelar,100,"7' 9""",4386.917,564
43,T34,T34,Vijay Singh,112,"7' 9""",4640.167,598
44,T45,T45,Steve Allan,102,"7' 8""",4575.5,597
45,T45,T45,Stuart Appleby,84,"7' 8""",3332.0,434
46,T45,T45,Tommy Armour III,87,"7' 8""",3864.583,506
47,T45,T45,Woody Austin,94,"7' 8""",4199.75,548
48,T45,T45,Cameron Beckman,99,"7' 8""",4611.5,602
49,T45,T45,Bart Bryant,73,"7' 8""",3335.667,434
50,T45,T45,Bob Burns,88,"7' 8""",4211.667,552
51,T45,T45,Tom Byrum,83,"7' 8""",3991.5,522
52,T45,T45,Tom Carter,113,"7' 8""",4956.333,650
53,T45,T45,K.J. Choi,83,"7' 8""",3362.333,437
54,T45,T45,Daniel Chopra,108,"7' 8""",5033.917,660
55,T45,T45,Stewart Cink,103,"7' 8""",4702.583,614
56,T45,T45,Jay Delsing,76,"7' 8""",3350.667,436
57,T45,T45,Dan Forsman,79,"7' 8""",3524.333,459
58,T45,T45,Carlos Franco,99,"7' 8""",4559.417,596
59,T45,T45,Harrison Frazar,86,"7' 8""",3937.833,511
60,T45,T45,Richard Johnson,102,"7' 8""",5153.667,673
61,T45,T45,Jonathan Kaye,79,"7' 8""",3189.833,415
62,T45,T45,Matt Kuchar,83,"7' 8""",3933.0,512
63,T45,T45,Neal Lancaster,106,"7' 8""",4918.083,642
64,T45,T45,Jeff Maggert,60,"7' 8""",2597.917,339
65,T45,T45,David Morland IV,73,"7' 8""",3475.667,452
66,T45,T45,Geoff Ogilvy,91,"7' 8""",4186.333,545
67,T45,T45,Dan Olsen,75,"7' 8""",3464.5,451
68,T45,T45,Nick Price,51,"7' 8""",2076.667,271
69,T45,T45,Loren Roberts,81,"7' 8""",3812.833,495
70,T45,T45,Kirk Triplett,88,"7' 8""",3650.0,478
71,T45,T45,Duffy Waldorf,79,"7' 8""",3041.833,398
72,T45,T45,Jay Williamson,100,"7' 8""",4747.167,618
73,T45,T45,Tiger Woods,78,"7' 8""",3222.333,420
74,T75,T75,Robert Allenby,93,"7' 7""",3458.0,455
75,T75,T75,Billy Andrade,104,"7' 7""",4896.833,649
76,T75,T75,Aaron Baddeley,87,"7' 7""",4384.25,578
77,T75,T75,Jason Bohn,98,"7' 7""",4490.667,590
