,Putting_from_-__25_RANK THIS WEEK,Putting_from_-__25_RANK LAST WEEK,Putting_from_-__25_PLAYER NAME,Putting_from_-__25_ROUNDS,Putting_from_-__25_% MADE,Putting_from_-__25_ATTEMPTS,Putting_from_-__25_PUTTS MADE
0,1,1,Patrick Sheehan,113,10.04,448,45
1,2,2,Carl Pettersson,100,9.54,325,31
2,3,3,Brenden Pappas,111,8.88,428,38
3,4,4,Mark O'Meara,58,8.85,192,17
4,5,5,Rod Pampling,98,8.67,346,30
5,6,6,Alex Cejka,76,8.61,244,21
6,7,7,David Morland IV,73,8.52,270,23
7,8,8,Rich Barcelo,67,8.14,258,21
8,9,9,Scott Hoch,52,8.06,186,15
9,10,10,Tim Petrovic,111,7.97,364,29
10,11,11,Russ Cochran,61,7.96,226,18
11,12,12,Jonathan Byrd,85,7.88,292,23
12,13,13,Geoff Ogilvy,91,7.84,319,25
13,14,14,Fred Couples,54,7.81,192,15
14,15,15,Brad Faxon,94,7.8,282,22
15,T16,T16,Glen Day,101,7.76,361,28
16,T16,T16,Justin Rose,77,7.76,219,17
17,18,18,Hunter Mahan,94,7.75,374,29
18,19,19,Stewart Cink,103,7.67,313,24
19,20,20,Nick Price,51,7.64,144,11
20,T21,T21,Danny Briggs,85,7.62,341,26
21,T21,T21,Harrison Frazar,86,7.62,315,24
22,T21,T21,Frank Lickliter II,89,7.62,341,26
23,T24,T24,Stephen Ames,97,7.61,381,29
24,T24,T24,Kevin Muncrief,50,7.61,184,14
25,26,26,Chris Riley,78,7.59,237,18
26,27,27,Mark Wilson,62,7.5,280,21
27,28,28,Greg Chalmers,70,7.46,268,20
28,T29,T29,Tom Lehman,70,7.42,256,19
29,T29,T29,Tiger Woods,78,7.42,256,19
30,31,31,Cameron Beckman,99,7.27,385,28
31,32,32,David Toms,80,7.23,249,18
32,33,33,Tripp Isenhour,55,7.21,208,15
33,34,34,Aaron Baddeley,87,7.16,335,24
34,35,35,Bob Burns,88,7.12,309,22
35,36,36,Daniel Chopra,108,7.11,422,30
36,T37,T37,Mark Hensby,97,7.08,325,23
37,T37,T37,Hidemichi Tanaka,89,7.08,353,25
38,39,39,John Daly,79,7.02,285,20
39,40,40,Steve Stricker,81,6.97,287,20
40,41,41,Vaughn Taylor,84,6.96,316,22
41,42,42,Deane Pappas,72,6.92,260,18
42,T43,T43,John Huston,62,6.91,188,13
43,T43,T43,Tag Ridings,53,6.91,188,13
44,T43,T43,Gene Sauers,83,6.91,333,23
45,46,46,Duffy Waldorf,79,6.87,291,20
46,47,47,Peter Lonard,68,6.86,204,14
47,T48,T48,Bob Estes,73,6.84,190,13
48,T48,T48,Jeff Sluman,98,6.84,351,24
49,50,50,Steve Lowery,91,6.8,309,21
50,T51,T51,Chad Campbell,100,6.76,355,24
51,T51,T51,Chris Couch,55,6.76,222,15
52,T53,T53,Bart Bryant,73,6.74,282,19
53,T53,T53,Bob Tway,90,6.74,267,18
54,55,55,Brett Quigley,102,6.73,431,29
55,56,56,Bernhard Langer,59,6.7,179,12
56,57,57,Craig Parry,52,6.67,150,10
57,58,58,Mike Weir,75,6.64,211,14
58,59,59,Robert Damron,92,6.61,333,22
59,60,60,Loren Roberts,81,6.6,303,20
60,61,61,Guy Boros,64,6.54,260,17
61,62,62,Steve Flesch,109,6.5,354,23
62,T63,T63,David Gossett,57,6.48,216,14
63,T63,T63,Scott Hend,81,6.48,324,21
64,T63,T63,Hank Kuehne,91,6.48,355,23
65,66,66,Ben Curtis,56,6.47,170,11
66,T67,T67,Tim Clark,84,6.42,265,17
67,T67,T67,Jonathan Kaye,79,6.42,296,19
68,T69,T69,Freddie Jacobson,83,6.41,281,18
69,T69,T69,Matt Kuchar,83,6.41,359,23
70,T71,T71,David Frost,78,6.39,360,23
71,T71,T71,Kenny Perry,79,6.39,266,17
72,73,73,Steve Allan,102,6.38,376,24
73,74,74,Ted Purdy,114,6.36,456,29
74,75,75,Briny Baird,100,6.35,394,25
75,T76,T76,Ben Crane,92,6.34,363,23
76,T76,T76,J.L. Lewis,106,6.34,363,23
77,T76,T76,Jay Williamson,100,6.34,363,23
78,79,79,Zach Johnson,109,6.31,396,25
79,80,80,Steve Pate,71,6.27,319,20
80,81,81,Matt Gogel,86,6.23,289,18
81,82,82,Joe Ogilvie,104,6.21,322,20
82,83,83,Kirk Triplett,88,6.2,258,16
83,84,84,Rory Sabbatini,89,6.19,323,20
84,85,85,Hirofumi Miyase,65,6.18,259,16
85,86,86,John Cook,57,6.11,229,14
86,87,87,Shaun Micheel,93,6.1,344,21
87,88,88,Brian Gay,96,6.08,329,20
88,89,89,Neal Lancaster,106,6.05,430,26
89,90,90,Tom Carter,113,6.03,464,28
90,91,91,Arron Oberholser,77,6.02,266,16
91,92,92,Michael Allen,87,6.01,333,20
92,T93,T93,Pat Bates,99,5.99,434,26
93,T93,T93,Ernie Els,62,5.99,167,10
94,T93,T93,Brent Geiberger,94,5.99,434,26
95,T93,T93,Corey Pavin,83,5.99,284,17
96,T97,T97,Dan Forsman,79,5.97,318,19
97,T97,T97,Pat Perez,102,5.97,352,21
98,99,99,Niclas Fasth,61,5.96,218,13
99,100,100,Robert Allenby,93,5.92,355,21
100,T101,T101,José Coceres,68,5.91,237,14
101,T101,T101,Steve Elkington,64,5.91,254,15
102,103,103,John Rollins,90,5.86,273,16
103,104,104,Rocco Mediate,53,5.84,137,8
104,105,105,Brian Bateman,84,5.81,344,20
105,106,106,Jason Dufner,79,5.79,328,19
106,107,107,Scott McCarron,88,5.76,330,19
107,108,108,Joey Sindelar,100,5.74,401,23
108,109,109,Stuart Appleby,84,5.7,263,15
109,110,110,Chris DiMarco,105,5.69,299,17
110,111,111,Shigeki Maruyama,93,5.66,318,18
111,112,112,Adam Scott,55,5.65,177,10
112,113,113,Tom Pernice Jr.,103,5.63,391,22
113,114,114,Luke Donald,72,5.61,321,18
114,115,115,Dan Olsen,75,5.57,305,17
115,T116,T116,Billy Andrade,104,5.54,397,22
116,T116,T116,Roger Tambellini,81,5.54,325,18
117,T118,T118,Tommy Armour III,87,5.49,364,20
118,T118,T118,Joe Durant,85,5.49,328,18
119,120,120,Woody Austin,94,5.45,312,17
120,T121,T121,Jason Bohn,98,5.44,386,21
121,T121,T121,Mark Calcavecchia,79,5.44,239,13
122,123,123,Rich Beem,81,5.43,258,14
123,124,124,Jeff Maggert,60,5.41,222,12
124,T125,T125,Arjun Atwal,85,5.36,317,17
125,T125,T125,Tommy Tolles,67,5.36,261,14
126,127,127,Scott Verplank,92,5.34,281,15
127,128,128,Olin Browne,92,5.2,327,17
128,129,129,Bo Van Pelt,107,5.19,385,20
129,130,130,Skip Kendall,99,5.18,328,17
130,T131,T131,Chris Smith,105,5.11,470,24
131,T131,T131,Esteban Toledo,92,5.11,333,17
132,133,133,Jay Delsing,76,5.02,299,15
133,134,134,José María Olazábal,56,5.0,180,9
134,135,135,John Senden,99,4.99,441,22
135,136,136,Omar Uresti,85,4.89,307,15
136,137,137,Tom Byrum,83,4.88,287,14
137,T138,T138,David Branshaw,84,4.85,309,15
138,T138,T138,Darren Clarke,54,4.85,165,8
139,T138,T138,Robert Gamez,103,4.85,330,16
140,T138,T138,Blaine McCallister,68,4.85,268,13
141,142,142,Ken Duke,89,4.84,351,17
142,T143,T143,Lucas Glover,95,4.8,354,17
143,T143,T143,Kent Jones,99,4.8,396,19
144,T145,T145,D.J. Brigman,79,4.79,313,15
145,T145,T145,Jerry Kelly,113,4.79,376,18
146,T145,T145,David Peoples,82,4.79,334,16
147,148,148,Charles Howell III,104,4.78,335,16
148,149,149,J.P. Hayes,79,4.76,252,12
149,150,150,Todd Fischer,104,4.75,400,19
150,151,151,Billy Mayfair,109,4.73,444,21
151,152,152,J.J. Henry,103,4.71,446,21
152,153,153,K.J. Choi,83,4.69,277,13
153,T154,T154,Retief Goosen,56,4.68,171,8
154,T154,T154,Davis Love III,85,4.68,235,11
155,156,156,John Riegger,53,4.65,215,10
156,157,157,Dudley Hart,60,4.62,195,9
157,158,158,Heath Slocum,92,4.6,348,16
158,159,159,Richard Johnson,102,4.59,392,18
159,160,160,Kevin Na,100,4.55,352,16
160,161,161,Danny Ellis,81,4.44,293,13
161,162,162,Paul Azinger,75,4.4,273,12
162,163,163,Craig Bowden,83,4.35,322,14
163,164,164,Dean Wilson,99,4.34,392,17
164,165,165,Lee Janzen,84,4.31,325,14
165,166,166,Carlos Franco,99,4.28,397,17
166,167,167,Dennis Paulson,71,4.26,282,12
167,168,168,Todd Hamilton,92,4.22,308,13
168,169,169,Notah Begay III,71,4.2,286,12
169,170,170,Scott Simpson,55,4.18,239,10
170,171,171,Cliff Kresge,89,4.17,312,13
171,172,172,Grant Waite,79,4.12,340,14
172,173,173,Jeff Brehaut,106,4.08,417,17
173,174,174,Craig Barlow,80,4.03,298,12
174,175,175,Jesper Parnevik,86,3.95,329,13
175,T176,T176,Fred Funk,97,3.93,356,14
176,T176,T176,Len Mattiace,75,3.93,331,13
177,178,178,Vijay Singh,112,3.92,383,15
178,179,179,Kris Cox,73,3.91,256,10
179,180,180,Mark Brooks,72,3.79,211,8
180,181,181,Tim Herron,84,3.77,292,11
181,182,182,Roland Thatcher,66,3.75,267,10
182,183,183,Craig Perks,75,3.74,294,11
183,184,184,Kevin Sutherland,86,3.69,271,10
184,185,185,Stephen Leaney,84,3.56,281,10
185,186,186,Mike Heinen,53,3.48,230,8
186,187,187,Spike McRoy,93,3.45,348,12
187,188,188,Justin Leonard,90,3.42,263,9
188,189,189,Brian Kortan,65,3.35,269,9
189,190,190,Mathias Grönberg,91,3.31,332,11
190,191,191,Ryan Palmer,103,3.27,398,13
191,192,192,Phil Mickelson,83,3.11,225,7
192,193,193,Jay Haas,84,3.1,258,8
193,194,194,Sergio Garcia,65,2.99,234,7
194,195,195,Dicky Pride,66,2.79,251,7
195,196,196,Andre Stolz,53,2.42,207,5
