,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Freddie Jacobson,83,55.14,477,263
1,2,2,Richard Johnson,102,54.93,690,379
2,3,3,Aaron Baddeley,87,53.76,532,286
3,4,4,Stewart Cink,103,53.69,555,298
4,5,5,Brad Faxon,94,53.31,514,274
5,6,6,Greg Chalmers,70,53.25,477,254
6,7,7,Stephen Ames,97,53.06,556,295
7,8,8,Tommy Tolles,67,52.9,465,246
8,9,9,Tiger Woods,78,52.88,365,193
9,10,10,Zach Johnson,109,52.8,625,330
10,11,11,Brian Bateman,84,52.75,491,259
11,12,12,Adam Scott,55,52.72,294,155
12,13,13,Tag Ridings,53,52.55,333,175
13,14,14,Brent Geiberger,94,52.48,564,296
14,15,15,Len Mattiace,75,52.35,489,256
15,16,16,Jesper Parnevik,86,52.3,522,273
16,17,17,Darren Clarke,54,52.24,245,128
17,18,18,Jerry Kelly,113,52.23,605,316
18,19,19,Tom Byrum,83,52.21,542,283
19,20,20,Duffy Waldorf,79,51.77,423,219
20,21,21,Michael Allen,87,51.71,557,288
21,22,22,Stephen Leaney,84,51.69,385,199
22,23,23,Scott Simpson,55,51.66,362,187
23,24,24,Paul Azinger,75,51.61,467,241
24,25,25,Steve Stricker,81,51.51,464,239
25,26,26,Ben Crane,92,51.47,546,281
26,27,27,Mark O'Meara,58,51.43,280,144
27,28,28,Shigeki Maruyama,93,51.41,568,292
28,29,29,Brett Quigley,102,51.33,600,308
29,30,30,José María Olazábal,56,51.32,304,156
30,31,31,Mark Calcavecchia,79,51.26,437,224
31,32,32,David Frost,78,51.11,497,254
32,33,33,Matt Gogel,86,51.1,499,255
33,34,34,José Coceres,68,51.01,445,227
34,35,35,Hunter Mahan,94,50.96,575,293
35,36,36,Lee Janzen,84,50.94,479,244
36,37,37,Skip Kendall,99,50.86,580,295
37,38,38,Carl Pettersson,100,50.71,564,286
38,39,39,Loren Roberts,81,50.64,472,239
39,40,40,K.J. Choi,83,50.63,480,243
40,41,41,Ryan Palmer,103,50.61,656,332
41,42,42,Dan Forsman,79,50.59,425,215
42,43,43,Steve Flesch,109,50.51,594,300
43,44,44,Geoff Ogilvy,91,50.4,498,251
44,45,45,Patrick Sheehan,113,50.28,702,353
45,46,46,Brian Gay,96,50.24,619,311
46,47,47,Blaine McCallister,68,50.22,446,224
47,48,48,Jay Haas,84,50.12,419,210
48,49,49,Chris Riley,78,50.0,348,174
49,50,50,Ken Duke,89,49.92,591,295
50,51,51,Jay Delsing,76,49.89,455,227
51,52,52,Dean Wilson,99,49.84,618,308
52,53,53,Retief Goosen,56,49.82,279,139
53,54,54,Davis Love III,85,49.78,446,222
54,55,55,Mike Heinen,53,49.72,358,178
55,56,56,Jonathan Byrd,85,49.71,509,253
56,57,57,Craig Bowden,83,49.63,538,267
57,58,58,Steve Elkington,64,49.61,387,192
58,59,59,Dan Olsen,75,49.57,468,232
59,60,60,Cliff Kresge,89,49.54,545,270
60,61,61,Scott Verplank,92,49.33,525,259
61,62,62,Rory Sabbatini,89,49.31,505,249
62,63,63,Kirk Triplett,88,49.25,465,229
63,64,64,Daniel Chopra,108,49.21,634,312
64,65,65,Bob Tway,90,49.15,468,230
65,66,66,Bob Burns,88,49.09,548,269
66,67,67,Billy Andrade,104,49.03,673,330
67,68,68,Arjun Atwal,85,49.02,561,275
68,69,69,Mark Hensby,97,49.01,608,298
69,70,70,Frank Lickliter II,89,48.97,535,262
70,71,71,Scott McCarron,88,48.91,505,247
71,72,72,Fred Funk,97,48.88,626,306
72,73,73,Craig Parry,52,48.85,260,127
73,74,74,Kevin Sutherland,86,48.8,457,223
74,75,75,John Senden,99,48.77,611,298
75,76,76,Danny Ellis,81,48.76,484,236
76,77,77,Tim Herron,84,48.73,472,230
77,T78,T78,David Morland IV,73,48.67,450,219
78,T78,T78,Tim Petrovic,111,48.67,641,312
79,80,80,Todd Hamilton,92,48.64,477,232
80,81,81,Corey Pavin,83,48.62,436,212
81,82,82,Rod Pampling,98,48.59,566,275
82,83,83,David Peoples,82,48.57,490,238
83,84,84,Kevin Na,100,48.53,647,314
84,85,85,Cameron Beckman,99,48.51,637,309
85,86,86,Harrison Frazar,86,48.5,499,242
86,87,87,Joe Ogilvie,104,48.48,623,302
87,88,88,Luke Donald,72,48.41,409,198
88,T89,T89,D.J. Brigman,79,48.4,500,242
89,T89,T89,Phil Mickelson,83,48.4,405,196
90,91,91,Guy Boros,64,48.39,436,211
91,92,92,Stuart Appleby,84,48.38,401,194
92,93,93,Spike McRoy,93,48.32,567,274
93,94,94,Bo Van Pelt,107,48.26,574,277
94,T95,T95,Todd Fischer,104,48.13,640,308
95,T95,T95,Brian Kortan,65,48.13,401,193
96,97,97,Brenden Pappas,111,48.1,709,341
97,T98,T98,Glen Day,101,48.09,628,302
98,T98,T98,Tom Lehman,70,48.09,366,176
99,100,100,Notah Begay III,71,47.99,423,203
100,101,101,Roger Tambellini,81,47.98,494,237
101,102,102,Danny Briggs,85,47.87,539,258
102,103,103,Esteban Toledo,92,47.86,562,269
103,104,104,John Rollins,90,47.8,500,239
104,105,105,Tom Carter,113,47.71,654,312
105,106,106,Mathias Grönberg,91,47.68,495,236
106,107,107,Andre Stolz,53,47.67,344,164
107,108,108,Tom Pernice Jr.,103,47.63,611,291
108,T109,T109,Alex Cejka,76,47.53,425,202
109,T109,T109,Carlos Franco,99,47.53,648,308
110,111,111,Kent Jones,99,47.45,647,307
111,112,112,Ernie Els,62,47.42,291,138
112,T113,T113,John Daly,79,47.33,469,222
113,T113,T113,Nick Price,51,47.33,262,124
114,115,115,Dudley Hart,60,47.3,296,140
115,116,116,Chris DiMarco,105,47.27,567,268
116,117,117,Robert Damron,92,47.24,616,291
117,118,118,Pat Bates,99,47.15,613,289
118,119,119,Tommy Armour III,87,47.13,541,255
119,120,120,Kris Cox,73,47.12,452,213
120,121,121,David Toms,80,47.07,427,201
121,122,122,Hirofumi Miyase,65,47.04,389,183
122,123,123,J.P. Hayes,79,47.03,489,230
123,124,124,Dicky Pride,66,47.02,453,213
124,125,125,Shaun Micheel,93,46.96,526,247
125,126,126,Craig Perks,75,46.87,463,217
126,127,127,Steve Lowery,91,46.82,534,250
127,128,128,Roland Thatcher,66,46.73,428,200
128,T129,T129,J.J. Henry,103,46.7,636,297
129,T129,T129,Arron Oberholser,77,46.7,439,205
130,131,131,Jason Bohn,98,46.69,619,289
131,132,132,Charles Howell III,104,46.67,540,252
132,133,133,Ted Purdy,114,46.63,742,346
133,134,134,David Branshaw,84,46.54,535,249
134,135,135,Dennis Paulson,71,46.52,460,214
135,136,136,Chad Campbell,100,46.47,566,263
136,137,137,Justin Rose,77,46.44,435,202
137,138,138,Steve Pate,71,46.35,397,184
138,139,139,Mike Weir,75,46.32,421,195
139,T140,T140,Matt Kuchar,83,46.25,506,234
140,T140,T140,Hank Kuehne,91,46.25,614,284
141,142,142,Justin Leonard,90,46.24,465,215
142,143,143,Hidemichi Tanaka,89,46.1,525,242
143,144,144,Jason Dufner,79,46.04,493,227
144,145,145,Rich Barcelo,67,45.99,424,195
145,146,146,Robert Allenby,93,45.97,496,228
146,147,147,Tim Clark,84,45.95,531,244
147,148,148,Scott Hoch,52,45.92,355,163
148,T149,T149,Bart Bryant,73,45.86,471,216
149,T149,T149,Peter Lonard,68,45.86,399,183
150,T149,T149,Jeff Maggert,60,45.86,362,166
151,152,152,Chris Smith,105,45.85,650,298
152,T153,T153,Jonathan Kaye,79,45.83,456,209
153,T153,T153,Kenny Perry,79,45.83,480,220
154,T155,T155,Heath Slocum,92,45.82,598,274
155,T155,T155,Mark Wilson,62,45.82,395,181
156,157,157,Scott Hend,81,45.8,524,240
157,158,158,Chris Couch,55,45.79,321,147
158,159,159,Craig Barlow,80,45.75,529,242
159,160,160,John Riegger,53,45.74,352,161
160,161,161,Pat Perez,102,45.6,647,295
161,T162,T162,Tripp Isenhour,55,45.58,351,160
162,T162,T162,Deane Pappas,72,45.58,441,201
163,T164,T164,Jeff Brehaut,106,45.53,683,311
164,T164,T164,Omar Uresti,85,45.53,514,234
165,166,166,Briny Baird,100,45.42,546,248
166,167,167,Neal Lancaster,106,45.37,659,299
167,168,168,Olin Browne,92,45.34,547,248
168,169,169,Robert Gamez,103,45.11,654,295
169,170,170,J.L. Lewis,106,45.1,663,299
170,171,171,Gene Sauers,83,45.09,499,225
171,172,172,Jeff Sluman,98,44.98,618,278
172,173,173,Niclas Fasth,61,44.93,345,155
173,174,174,Jay Williamson,100,44.87,673,302
174,175,175,Russ Cochran,61,44.72,398,178
175,176,176,Mark Brooks,72,44.69,405,181
176,177,177,Ben Curtis,56,44.63,298,133
177,178,178,John Cook,57,44.57,350,156
178,179,179,Woody Austin,94,44.54,669,298
179,180,180,Bob Estes,73,44.35,363,161
180,181,181,Grant Waite,79,44.04,495,218
181,182,182,Steve Allan,102,43.93,610,268
182,183,183,Joey Sindelar,100,43.75,656,287
183,184,184,Lucas Glover,95,43.45,626,272
184,185,185,Joe Durant,85,43.41,516,224
185,186,186,John Huston,62,43.4,318,138
186,187,187,Bernhard Langer,59,42.95,305,131
187,188,188,Sergio Garcia,65,42.94,333,143
188,189,189,Fred Couples,54,42.72,316,135
189,190,190,Rich Beem,81,42.5,440,187
190,191,191,Vijay Singh,112,42.3,636,269
191,192,192,David Gossett,57,41.5,400,166
192,193,193,Billy Mayfair,109,41.39,633,262
193,194,194,Vaughn Taylor,84,41.15,576,237
194,195,195,Rocco Mediate,53,40.96,271,111
195,196,196,Kevin Muncrief,50,38.76,338,131
