,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Loren Roberts,0.53,2,378
1,2,2,Tiger Woods,0.62,2,324
2,3,3,Brad Faxon,0.64,3,468
3,4,4,Brian Gay,0.72,4,558
4,5,5,Bob Estes,0.76,3,396
5,6,6,John Cook,0.98,3,306
6,T7,T7,Jerry Kelly,1.39,7,504
7,T7,T7,Jesper Parnevik,1.39,6,432
8,9,9,José Coceres,1.46,5,342
9,10,10,José María Olazábal,1.48,4,270
10,11,11,Chris Riley,1.59,6,378
11,12,12,Dennis Paulson,1.67,6,360
12,13,13,Brian Bateman,1.69,7,414
13,T14,T14,Aaron Baddeley,1.71,8,468
14,T14,T14,Stewart Cink,1.71,8,468
15,T14,T14,Steve Stricker,1.71,8,468
16,17,17,Peter Lonard,1.77,7,396
17,18,18,Len Mattiace,1.78,8,450
18,19,19,Tim Petrovic,1.79,10,558
19,T20,T20,Retief Goosen,1.85,5,270
20,T20,T20,John Riegger,1.85,5,270
21,22,22,Glen Day,1.91,11,576
22,23,23,Kirk Triplett,1.93,8,414
23,24,24,Danny Ellis,2.0,9,450
24,25,25,Jeff Sluman,2.06,10,486
25,26,26,Jay Haas,2.12,8,378
26,T27,T27,Scott Hoch,2.22,6,270
27,T27,T27,Craig Parry,2.22,6,270
28,T27,T27,Tom Pernice Jr.,2.22,12,540
29,T30,T30,Tommy Armour III,2.26,11,486
30,T30,T30,Briny Baird,2.26,11,486
31,T32,T32,John Daly,2.27,9,396
32,T32,T32,Corey Pavin,2.27,9,396
33,34,34,Sergio Garcia,2.29,7,306
34,T35,T35,Zach Johnson,2.3,12,522
35,T35,T35,Bo Van Pelt,2.3,12,522
36,37,37,Matt Gogel,2.31,10,432
37,38,38,Pat Bates,2.33,13,558
38,39,39,Mark Wilson,2.34,8,342
39,40,40,Hidemichi Tanaka,2.35,11,468
40,41,41,Brenden Pappas,2.36,14,594
41,42,42,Davis Love III,2.38,9,378
42,43,43,Kevin Na,2.41,13,540
43,T44,T44,Paul Azinger,2.42,10,414
44,T44,T44,Lee Janzen,2.42,10,414
45,T46,T46,Tag Ridings,2.43,7,288
46,T46,T46,Patrick Sheehan,2.43,14,576
47,T48,T48,Brent Geiberger,2.44,11,450
48,T48,T48,Rod Pampling,2.44,11,450
49,50,50,Arron Oberholser,2.5,9,360
50,51,51,Greg Chalmers,2.53,10,396
51,52,52,Tom Byrum,2.55,11,432
52,T53,T53,Michael Allen,2.56,12,468
53,T53,T53,Dan Olsen,2.56,12,468
54,T55,T55,Cameron Beckman,2.58,13,504
55,T55,T55,Jason Bohn,2.58,13,504
56,T55,T55,Robert Damron,2.58,13,504
57,T55,T55,Fred Funk,2.58,13,504
58,T59,T59,Darren Clarke,2.59,7,270
59,T59,T59,Ernie Els,2.59,7,270
60,61,61,Daniel Chopra,2.6,15,576
61,T62,T62,David Peoples,2.66,11,414
62,T62,T62,Scott Verplank,2.66,11,414
63,T64,T64,Mark Hensby,2.67,13,486
64,T64,T64,Blaine McCallister,2.67,13,486
65,T66,T66,Bob Burns,2.68,14,522
66,T66,T66,Hank Kuehne,2.68,14,522
67,68,68,Robert Gamez,2.69,15,558
68,T69,T69,Ben Crane,2.78,13,468
69,T69,T69,Ben Curtis,2.78,9,324
70,T69,T69,Dan Forsman,2.78,13,468
71,T69,T69,J.P. Hayes,2.78,13,468
72,T69,T69,Richard Johnson,2.78,16,576
73,T69,T69,Shaun Micheel,2.78,13,468
74,T69,T69,Nick Price,2.78,7,252
75,T69,T69,Heath Slocum,2.78,15,540
76,77,77,Dean Wilson,2.86,17,594
77,78,78,Skip Kendall,2.87,15,522
78,79,79,John Senden,2.88,14,486
79,T80,T80,Shigeki Maruyama,2.89,13,450
80,T80,T80,Geoff Ogilvy,2.89,13,450
81,T82,T82,K.J. Choi,2.9,12,414
82,T82,T82,Justin Leonard,2.9,12,414
83,84,84,Billy Mayfair,2.96,16,540
