,3-Putt_Avoidance_-_15-20_RANK THIS WEEK,3-Putt_Avoidance_-_15-20_RANK LAST WEEK,3-Putt_Avoidance_-_15-20_PLAYER NAME,3-Putt_Avoidance_-_15-20_ROUNDS,3-Putt_Avoidance_-_15-20_%,3-Putt_Avoidance_-_15-20_TOTAL 3 PUTTS,3-Putt_Avoidance_-_15-20_ATTEMPTS,3-Putt_Avoidance_-_15-20_2 PUTT OR BETTER %
0,T1,T1,Pat Bates,99,0.0,,173,100.0
1,T1,T1,Greg Chalmers,70,0.0,,113,100.0
2,T1,T1,Darren Clarke,54,0.0,,61,100.0
3,T1,T1,Chris Couch,55,0.0,,87,100.0
4,T1,T1,Ken Duke,89,0.0,,150,100.0
5,T1,T1,Ernie Els,62,0.0,,78,100.0
6,T1,T1,Harrison Frazar,86,0.0,,145,100.0
7,T1,T1,Fred Funk,97,0.0,,144,100.0
8,T1,T1,Jay Haas,84,0.0,,124,100.0
9,T1,T1,Mike Heinen,53,0.0,,93,100.0
10,T1,T1,J.J. Henry,103,0.0,,168,100.0
11,T1,T1,Charles Howell III,104,0.0,,158,100.0
12,T1,T1,Brian Kortan,65,0.0,,104,100.0
13,T1,T1,Phil Mickelson,83,0.0,,107,100.0
14,T1,T1,Jesper Parnevik,86,0.0,,119,100.0
15,T1,T1,John Riegger,53,0.0,,99,100.0
16,T1,T1,Adam Scott,55,0.0,,95,100.0
17,T1,T1,Scott Verplank,92,0.0,,123,100.0
18,T19,T19,Carlos Franco,99,0.54,1.0,185,99.4
19,T19,T19,Richard Johnson,102,0.54,1.0,185,99.4
20,T21,T21,Briny Baird,100,0.55,1.0,181,99.4
21,T21,T21,Robert Gamez,103,0.55,1.0,181,99.4
22,23,23,Hidemichi Tanaka,89,0.59,1.0,169,99.4
23,T24,T24,Tom Pernice Jr.,103,0.6,1.0,167,99.4
24,T24,T24,Tim Petrovic,111,0.6,1.0,167,99.4
25,26,26,Mark Hensby,97,0.61,1.0,165,99.3
26,27,27,Stewart Cink,103,0.63,1.0,158,99.3
27,28,28,Chris DiMarco,105,0.65,1.0,154,99.3
28,29,29,Aaron Baddeley,87,0.66,1.0,151,99.3
29,T30,T30,Bob Burns,88,0.67,1.0,150,99.3
30,T30,T30,Geoff Ogilvy,91,0.67,1.0,150,99.3
31,T30,T30,John Senden,99,0.67,1.0,150,99.3
32,T33,T33,Danny Ellis,81,0.7,1.0,142,99.3
33,T33,T33,Brent Geiberger,94,0.7,1.0,143,99.3
34,35,35,Robert Allenby,93,0.71,1.0,141,99.2
35,T36,T36,Chad Campbell,100,0.72,1.0,138,99.2
36,T36,T36,J.P. Hayes,79,0.72,1.0,138,99.2
37,38,38,Todd Hamilton,92,0.74,1.0,135,99.2
38,T39,T39,Bart Bryant,73,0.75,1.0,133,99.2
39,T39,T39,Loren Roberts,81,0.75,1.0,134,99.2
40,41,41,John Rollins,90,0.76,1.0,132,99.2
41,T42,T42,Jay Delsing,76,0.77,1.0,130,99.2
42,T42,T42,Steve Stricker,81,0.77,1.0,130,99.2
43,44,44,Justin Leonard,90,0.78,1.0,128,99.2
44,T45,T45,Brad Faxon,94,0.79,1.0,127,99.2
45,T45,T45,Tim Herron,84,0.79,1.0,127,99.2
46,T47,T47,Stuart Appleby,84,0.81,1.0,123,99.1
47,T47,T47,Paul Azinger,75,0.81,1.0,123,99.1
48,49,49,Dan Olsen,75,0.82,1.0,122,99.1
49,T50,T50,Arjun Atwal,85,0.83,1.0,121,99.1
50,T50,T50,Arron Oberholser,77,0.83,1.0,120,99.1
51,52,52,Jonathan Kaye,79,0.85,1.0,117,99.1
52,53,53,Len Mattiace,75,0.86,1.0,116,99.1
53,54,54,Hirofumi Miyase,65,0.87,1.0,115,99.1
54,T55,T55,Russ Cochran,61,0.88,1.0,113,99.1
55,T55,T55,David Toms,80,0.88,1.0,113,99.1
56,T57,T57,Sergio Garcia,65,0.89,1.0,112,99.1
57,T57,T57,Dudley Hart,60,0.89,1.0,112,99.1
58,59,59,Mike Weir,75,0.92,1.0,109,99.0
59,60,60,Bob Estes,73,0.94,1.0,106,99.0
60,61,61,Mark Wilson,62,0.96,1.0,104,99.0
61,62,62,Mark Brooks,72,0.98,1.0,102,99.0
62,63,63,Zach Johnson,109,1.01,2.0,198,98.9
63,64,64,Steve Elkington,64,1.02,1.0,98,98.9
64,65,65,Billy Mayfair,109,1.03,2.0,195,98.9
65,66,66,John Cook,57,1.04,1.0,96,98.9
66,67,67,Billy Andrade,104,1.06,2.0,188,98.9
67,68,68,Chris Smith,105,1.07,2.0,187,98.9
68,69,69,Andre Stolz,53,1.08,1.0,93,98.9
69,70,70,Joey Sindelar,100,1.1,2.0,182,98.9
70,71,71,Retief Goosen,56,1.11,1.0,90,98.8
71,T72,T72,Jerry Kelly,113,1.12,2.0,178,98.8
72,T72,T72,Tiger Woods,78,1.12,1.0,89,98.8
73,T74,T74,Steve Allan,102,1.14,2.0,176,98.8
74,T74,T74,Todd Fischer,104,1.14,2.0,176,98.8
75,76,76,Tripp Isenhour,55,1.15,1.0,87,98.8
76,77,77,Neal Lancaster,106,1.16,2.0,172,98.8
77,78,78,Brian Gay,96,1.18,2.0,169,98.8
78,T79,T79,Glen Day,101,1.19,2.0,168,98.8
79,T79,T79,Jeff Maggert,60,1.19,1.0,84,98.8
80,81,81,Vijay Singh,112,1.2,2.0,167,98.8
81,82,82,Brian Bateman,84,1.21,2.0,165,98.7
82,83,83,Esteban Toledo,92,1.22,2.0,164,98.7
83,T84,T84,Tommy Armour III,87,1.23,2.0,163,98.7
84,T84,T84,Heath Slocum,92,1.23,2.0,162,98.7
85,T84,T84,Bo Van Pelt,107,1.23,2.0,163,98.7
86,87,87,Danny Briggs,85,1.24,2.0,161,98.7
87,88,88,Fred Couples,54,1.25,1.0,80,98.7
88,T89,T89,Craig Bowden,83,1.27,2.0,158,98.7
89,T89,T89,Joe Ogilvie,104,1.27,2.0,157,98.7
90,91,91,Robert Damron,92,1.29,2.0,155,98.7
91,92,92,Jeff Sluman,98,1.3,2.0,154,98.7
92,93,93,Mathias Grönberg,91,1.32,2.0,152,98.6
93,94,94,Nick Price,51,1.35,1.0,74,98.6
94,T95,T95,Scott McCarron,88,1.36,2.0,147,98.6
95,T95,T95,David Peoples,82,1.36,2.0,147,98.6
96,97,97,Ben Crane,92,1.37,2.0,146,98.6
97,98,98,Ben Curtis,56,1.39,1.0,72,98.6
98,99,99,José María Olazábal,56,1.41,1.0,71,98.5
99,100,100,Carl Pettersson,100,1.42,2.0,141,98.5
100,101,101,Rich Beem,81,1.44,2.0,139,98.5
101,T102,T102,Lee Janzen,84,1.45,2.0,138,98.5
102,T102,T102,Gene Sauers,83,1.45,2.0,138,98.5
103,T102,T102,Kirk Triplett,88,1.45,2.0,138,98.5
104,105,105,Michael Allen,87,1.46,2.0,137,98.5
105,106,106,Tim Clark,84,1.47,2.0,136,98.5
106,107,107,Bernhard Langer,59,1.49,1.0,67,98.5
107,108,108,David Frost,78,1.5,2.0,133,98.5
108,109,109,Dan Forsman,79,1.55,2.0,129,98.4
109,110,110,Shaun Micheel,93,1.56,2.0,128,98.4
110,111,111,Matt Gogel,86,1.57,2.0,127,98.4
111,112,112,Tom Lehman,70,1.59,2.0,126,98.4
112,113,113,John Daly,79,1.6,2.0,125,98.4
113,T114,T114,Kent Jones,99,1.64,3.0,183,98.3
114,T114,T114,Kevin Sutherland,86,1.64,2.0,122,98.3
115,T114,T114,Grant Waite,79,1.64,2.0,122,98.3
116,117,117,J.L. Lewis,106,1.66,3.0,181,98.3
117,118,118,Jeff Brehaut,106,1.7,3.0,176,98.3
118,T119,T119,Tom Carter,113,1.74,3.0,172,98.2
119,T119,T119,Kris Cox,73,1.74,2.0,115,98.2
120,T119,T119,Frank Lickliter II,89,1.74,3.0,172,98.2
121,T122,T122,Blaine McCallister,68,1.79,2.0,112,98.2
