,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Jesper Parnevik,86,23.73,118,28
1,2,2,Adam Scott,55,23.33,60,14
2,3,3,Bob Tway,90,21.43,98,21
3,4,4,Vijay Singh,112,21.28,141,30
4,5,5,Craig Bowden,83,20.97,124,26
5,6,6,Dean Wilson,99,20.61,131,27
6,7,7,Hunter Mahan,94,20.35,113,23
7,8,8,Ben Curtis,56,20.31,64,13
8,9,9,Scott Hend,81,20.0,95,19
9,10,10,Ted Purdy,114,19.86,141,28
10,11,11,Luke Donald,72,19.81,106,21
11,T12,T12,Bernhard Langer,59,19.35,62,12
12,T12,T12,Dennis Paulson,71,19.35,93,18
13,14,14,Craig Perks,75,19.19,99,19
14,15,15,Tiger Woods,78,19.18,73,14
15,16,16,Shigeki Maruyama,93,19.01,121,23
16,17,17,David Gossett,57,18.92,74,14
17,18,18,Rich Beem,81,18.89,90,17
18,19,19,Brent Geiberger,94,17.89,123,22
19,20,20,Darren Clarke,54,17.78,45,8
20,21,21,Heath Slocum,92,17.69,130,23
21,22,22,Frank Lickliter II,89,17.53,97,17
22,23,23,Stuart Appleby,84,17.44,86,15
23,T24,T24,Bob Burns,88,17.14,140,24
24,T24,T24,Pat Perez,102,17.14,140,24
25,T26,T26,Len Mattiace,75,17.11,76,13
26,T26,T26,Scott Simpson,55,17.11,76,13
27,28,28,Danny Ellis,81,17.02,94,16
28,29,29,Tim Clark,84,16.81,113,19
29,30,30,Carl Pettersson,100,16.51,109,18
30,31,31,Tommy Tolles,67,16.47,85,14
31,32,32,Mark Calcavecchia,79,16.35,104,17
32,T33,T33,Steve Flesch,109,16.28,129,21
33,T33,T33,Mike Heinen,53,16.28,86,14
34,35,35,David Peoples,82,16.26,123,20
35,36,36,Brad Faxon,94,16.04,106,17
36,37,37,José Coceres,68,15.96,94,15
37,38,38,Fred Funk,97,15.91,132,21
38,39,39,Dudley Hart,60,15.87,63,10
39,40,40,Chris DiMarco,105,15.74,108,17
40,41,41,Alex Cejka,76,15.66,83,13
41,T42,T42,Craig Barlow,80,15.63,96,15
42,T42,T42,John Huston,62,15.63,64,10
43,T42,T42,John Rollins,90,15.63,128,20
44,T42,T42,Scott Verplank,92,15.63,96,15
45,46,46,Geoff Ogilvy,91,15.6,141,22
46,47,47,Jay Williamson,100,15.56,135,21
47,48,48,Glen Day,101,15.52,116,18
48,T49,T49,Joe Durant,85,15.5,129,20
49,T49,T49,Brian Gay,96,15.5,129,20
50,51,51,Todd Fischer,104,15.27,131,20
51,52,52,Gene Sauers,83,15.24,105,16
52,53,53,Tom Byrum,83,15.2,125,19
53,T54,T54,Phil Mickelson,83,15.19,79,12
54,T54,T54,John Riegger,53,15.19,79,12
55,56,56,Mark Hensby,97,15.13,119,18
56,57,57,Kenny Perry,79,15.12,86,13
57,58,58,Carlos Franco,99,15.11,139,21
58,59,59,Bo Van Pelt,107,15.04,113,17
59,T60,T60,Steve Elkington,64,15.0,100,15
60,T60,T60,Harrison Frazar,86,15.0,100,15
61,62,62,Stephen Ames,97,14.93,134,20
62,63,63,Corey Pavin,83,14.89,94,14
63,64,64,Dan Olsen,75,14.86,74,11
64,65,65,Steve Allan,102,14.79,142,21
65,66,66,Hank Kuehne,91,14.74,95,14
66,67,67,Michael Allen,87,14.68,109,16
67,68,68,Retief Goosen,56,14.52,62,9
68,69,69,Jason Bohn,98,14.48,145,21
69,70,70,Brenden Pappas,111,14.47,152,22
70,T71,T71,Steve Pate,71,14.42,104,15
71,T71,T71,Kirk Triplett,88,14.42,104,15
72,73,73,David Frost,78,14.4,125,18
73,T74,T74,Aaron Baddeley,87,14.29,112,16
74,T74,T74,Greg Chalmers,70,14.29,98,14
75,T74,T74,Richard Johnson,102,14.29,154,22
76,T74,T74,Justin Rose,77,14.29,98,14
77,78,78,Chris Smith,105,14.19,155,22
78,79,79,Steve Lowery,91,14.02,107,15
79,80,80,Arron Oberholser,77,13.86,101,14
80,81,81,Jay Delsing,76,13.79,87,12
81,82,82,Shaun Micheel,93,13.73,102,14
82,T83,T83,Kris Cox,73,13.68,95,13
83,T83,T83,Davis Love III,85,13.68,95,13
84,85,85,Joe Ogilvie,104,13.64,132,18
85,T86,T86,Cameron Beckman,99,13.6,125,17
86,T86,T86,Skip Kendall,99,13.6,125,17
87,88,88,Dan Forsman,79,13.51,111,15
88,89,89,Stewart Cink,103,13.49,126,17
89,90,90,Tim Petrovic,111,13.45,119,16
90,91,91,Todd Hamilton,92,13.4,97,13
91,T92,T92,Ben Crane,92,13.33,120,16
92,T92,T92,Ernie Els,62,13.33,60,8
93,94,94,Patrick Sheehan,113,13.29,143,19
94,95,95,Brett Quigley,102,13.1,145,19
95,96,96,John Senden,99,13.01,146,19
96,97,97,Tommy Armour III,87,12.96,108,14
97,98,98,Ken Duke,89,12.93,116,15
98,T99,T99,Tom Carter,113,12.9,155,20
99,T99,T99,Jonathan Kaye,79,12.9,93,12
100,T101,T101,Olin Browne,92,12.86,140,18
101,T101,T101,Andre Stolz,53,12.86,70,9
102,103,103,Freddie Jacobson,83,12.82,78,10
103,104,104,Zach Johnson,109,12.78,133,17
104,105,105,Jeff Maggert,60,12.75,102,13
105,106,106,Billy Mayfair,109,12.7,126,16
106,107,107,Robert Gamez,103,12.67,150,19
107,108,108,Billy Andrade,104,12.59,135,17
108,T109,T109,Stephen Leaney,84,12.5,96,12
109,T109,T109,Peter Lonard,68,12.5,88,11
110,T109,T109,Deane Pappas,72,12.5,104,13
111,112,112,Woody Austin,94,12.41,137,17
112,113,113,Lucas Glover,95,12.4,129,16
113,114,114,Rocco Mediate,53,12.28,57,7
114,115,115,Lee Janzen,84,12.24,98,12
115,T116,T116,D.J. Brigman,79,12.17,115,14
116,T116,T116,Tim Herron,84,12.17,115,14
117,118,118,Hirofumi Miyase,65,12.16,74,9
118,119,119,Charles Howell III,104,12.15,107,13
119,120,120,Mark Wilson,62,12.12,99,12
120,T121,T121,Rich Barcelo,67,12.05,83,10
121,T121,T121,David Morland IV,73,12.05,83,10
122,123,123,Mathias Grönberg,91,12.04,108,13
123,124,124,Jeff Sluman,98,12.03,133,16
124,125,125,Tripp Isenhour,55,12.0,75,9
