,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,1,Greg Chalmers,0.43,1,234
1,2,2,Mark Hensby,0.58,2,342
2,3,3,Todd Fischer,0.62,2,324
3,4,4,Arjun Atwal,0.93,2,216
4,T5,T5,Retief Goosen,1.39,3,216
5,T5,T5,Dan Olsen,1.39,2,144
6,7,7,Justin Leonard,1.46,5,342
7,8,8,Craig Barlow,1.48,4,270
8,9,9,Todd Hamilton,1.54,5,324
9,T10,T10,Daniel Chopra,1.59,6,378
10,T10,T10,Andre Stolz,1.59,2,126
11,T12,T12,Danny Ellis,1.71,4,234
12,T12,T12,Steve Stricker,1.71,4,234
13,14,14,Tim Clark,1.74,5,288
14,T15,T15,Michael Allen,1.85,5,270
15,T15,T15,J.J. Henry,1.85,7,378
16,T15,T15,Kirk Triplett,1.85,6,324
17,18,18,Steve Allan,1.96,6,306
18,19,19,Omar Uresti,1.98,5,252
19,20,20,Stewart Cink,2.02,8,396
20,T21,T21,Aaron Baddeley,2.08,6,288
21,T21,T21,Guy Boros,2.08,3,144
22,T21,T21,Russ Cochran,2.08,3,144
23,T21,T21,Chris DiMarco,2.08,9,432
24,T21,T21,Davis Love III,2.08,6,288
25,T21,T21,Hunter Mahan,2.08,6,288
26,T27,T27,Woody Austin,2.16,7,324
27,T27,T27,Ryan Palmer,2.16,7,324
28,T27,T27,Jesper Parnevik,2.16,7,324
29,T27,T27,Tiger Woods,2.16,7,324
30,T31,T31,Chad Campbell,2.22,8,360
31,T31,T31,Hank Kuehne,2.22,6,270
32,T31,T31,Hirofumi Miyase,2.22,2,90
33,T31,T31,Arron Oberholser,2.22,6,270
34,T31,T31,Joe Ogilvie,2.22,8,360
35,T31,T31,José María Olazábal,2.22,4,180
36,37,37,Scott Verplank,2.27,9,396
37,T38,T38,Brian Bateman,2.29,7,306
38,T38,T38,Kevin Na,2.29,7,306
39,T38,T38,Corey Pavin,2.29,7,306
40,T41,T41,Bart Bryant,2.31,5,216
41,T41,T41,Len Mattiace,2.31,5,216
42,T43,T43,Jason Bohn,2.34,8,342
43,T43,T43,Ben Crane,2.34,8,342
44,T45,T45,Tripp Isenhour,2.38,3,126
45,T45,T45,Brian Kortan,2.38,3,126
46,47,47,Brian Gay,2.43,7,288
47,T48,T48,K.J. Choi,2.47,8,324
48,T48,T48,Darren Clarke,2.47,4,162
49,T48,T48,Loren Roberts,2.47,8,324
50,T51,T51,Jason Dufner,2.53,5,198
51,T51,T51,Dan Forsman,2.53,5,198
52,T51,T51,J.P. Hayes,2.53,5,198
53,T51,T51,Nick Price,2.53,5,198
54,T51,T51,Adam Scott,2.53,5,198
55,56,56,Bob Burns,2.56,6,234
56,57,57,Olin Browne,2.59,7,270
57,58,58,Tom Byrum,2.61,8,306
58,59,59,Carl Pettersson,2.65,10,378
59,T60,T60,Billy Andrade,2.78,10,360
60,T60,T60,Paul Azinger,2.78,7,252
61,T60,T60,Mark Brooks,2.78,3,108
62,T60,T60,Ernie Els,2.78,7,252
63,T60,T60,Brad Faxon,2.78,9,324
64,T60,T60,Harrison Frazar,2.78,8,288
65,T60,T60,Scott Hoch,2.78,5,180
66,T60,T60,Richard Johnson,2.78,9,324
67,T60,T60,Deane Pappas,2.78,7,252
68,T60,T60,John Riegger,2.78,5,180
69,T60,T60,Grant Waite,2.78,5,180
70,71,71,Steve Flesch,2.9,12,414
71,T72,T72,Stephen Ames,2.91,11,378
72,T72,T72,Briny Baird,2.91,11,378
73,T74,T74,Kent Jones,2.94,9,306
74,T74,T74,Frank Lickliter II,2.94,9,306
75,T76,T76,Jonathan Byrd,2.96,8,270
76,T76,T76,Chris Riley,2.96,8,270
77,78,78,Zach Johnson,3.01,13,432
78,T79,T79,Cliff Kresge,3.03,6,198
79,T79,T79,Peter Lonard,3.03,6,198
80,81,81,Fred Funk,3.06,11,360
81,T82,T82,Brent Geiberger,3.09,10,324
82,T82,T82,Jay Haas,3.09,10,324
83,T82,T82,Phil Mickelson,3.09,10,324
84,T82,T82,Geoff Ogilvy,3.09,10,324
85,T82,T82,Brett Quigley,3.09,10,324
86,87,87,Stuart Appleby,3.13,9,288
87,88,88,Bo Van Pelt,3.14,13,414
88,89,89,J.L. Lewis,3.17,12,378
89,T90,T90,Glen Day,3.27,10,306
90,T90,T90,Scott McCarron,3.27,10,306
91,92,92,Charles Howell III,3.28,13,396
92,93,93,Vijay Singh,3.29,16,486
93,T94,T94,Robert Allenby,3.33,12,360
94,T94,T94,Luke Donald,3.33,9,270
95,T94,T94,Robert Gamez,3.33,12,360
96,T94,T94,Tom Lehman,3.33,9,270
97,T94,T94,Brenden Pappas,3.33,12,360
98,T94,T94,John Rollins,3.33,9,270
99,T94,T94,Heath Slocum,3.33,9,270
100,T94,T94,David Toms,3.33,9,270
101,102,102,Hidemichi Tanaka,3.4,11,324
102,103,103,Spike McRoy,3.42,8,234
103,T104,T104,Rich Barcelo,3.47,5,144
104,T104,T104,Mark Calcavecchia,3.47,10,288
105,T104,T104,Tag Ridings,3.47,5,144
106,T104,T104,Tommy Tolles,3.47,5,144
107,108,108,Tom Pernice Jr.,3.51,12,342
108,T109,T109,Jay Delsing,3.54,7,198
109,T109,T109,Gene Sauers,3.54,7,198
110,T109,T109,Roger Tambellini,3.54,7,198
111,112,112,Skip Kendall,3.61,13,360
112,113,113,Jerry Kelly,3.63,17,468
113,T114,T114,David Branshaw,3.7,8,216
114,T114,T114,Niclas Fasth,3.7,6,162
115,T114,T114,David Gossett,3.7,2,54
116,T114,T114,Blaine McCallister,3.7,4,108
117,T114,T114,Kevin Sutherland,3.7,10,270
118,T114,T114,Vaughn Taylor,3.7,10,270
119,T114,T114,Esteban Toledo,3.7,6,162
120,T121,T121,Tim Petrovic,3.79,15,396
121,T121,T121,Ted Purdy,3.79,15,396
122,123,123,Shaun Micheel,3.8,13,342
123,T124,T124,Joe Durant,3.82,11,288
124,T124,T124,Tim Herron,3.82,11,288
125,T124,T124,Steve Lowery,3.82,11,288
126,T127,T127,Alex Cejka,3.85,9,234
127,T127,T127,Bob Estes,3.85,9,234
128,T127,T127,David Frost,3.85,9,234
129,T127,T127,Matt Kuchar,3.85,9,234
130,131,131,Patrick Sheehan,3.86,16,414
131,T132,T132,Tom Carter,3.89,14,360
132,T132,T132,Craig Perks,3.89,7,180
133,134,134,Freddie Jacobson,3.92,12,306
134,135,135,Danny Briggs,3.97,10,252
135,T136,T136,Notah Begay III,4.04,8,198
136,T136,T136,Steve Elkington,4.04,8,198
137,T136,T136,Mathias Grönberg,4.04,8,198
138,139,139,Stephen Leaney,4.07,11,270
139,T140,T140,Cameron Beckman,4.09,14,342
140,T140,T140,Joey Sindelar,4.09,14,342
141,T142,T142,Craig Bowden,4.17,9,216
142,T142,T142,Chris Couch,4.17,3,72
143,T142,T142,Lucas Glover,4.17,12,288
144,T142,T142,Neal Lancaster,4.17,15,360
145,T142,T142,David Peoples,4.17,12,288
146,T142,T142,Justin Rose,4.17,12,288
147,T142,T142,John Senden,4.17,15,360
148,T142,T142,Dean Wilson,4.17,12,288
149,150,150,Jeff Sluman,4.23,16,378
150,T151,T151,Robert Damron,4.25,13,306
151,T151,T151,Matt Gogel,4.25,13,306
152,T151,T151,Jay Williamson,4.25,13,306
153,T154,T154,Dudley Hart,4.32,7,162
154,T154,T154,Mike Heinen,4.32,7,162
155,T154,T154,David Morland IV,4.32,7,162
156,T154,T154,Dicky Pride,4.32,7,162
157,T154,T154,Roland Thatcher,4.32,7,162
158,T159,T159,Ken Duke,4.37,11,252
159,T159,T159,Duffy Waldorf,4.37,11,252
160,T161,T161,Kris Cox,4.44,8,180
161,T161,T161,Sergio Garcia,4.44,12,270
162,T161,T161,Craig Parry,4.44,8,180
163,T161,T161,Steve Pate,4.44,8,180
164,165,165,Shigeki Maruyama,4.5,17,378
165,166,166,Kenny Perry,4.51,13,288
166,167,167,Mark O'Meara,4.55,9,198
167,168,168,John Daly,4.58,14,306
168,T169,T169,Rory Sabbatini,4.63,15,324
169,T169,T169,Bob Tway,4.63,15,324
170,T169,T169,Mark Wilson,4.63,10,216
171,172,172,Chris Smith,4.68,16,342
172,T173,T173,Rich Beem,4.7,11,234
173,T173,T173,José Coceres,4.7,11,234
174,175,175,Rod Pampling,4.76,18,378
175,176,176,Mike Weir,4.81,13,270
176,T177,T177,Pat Bates,4.9,15,306
177,T177,T177,Lee Janzen,4.9,15,306
178,T179,T179,John Cook,4.94,8,162
179,T179,T179,Scott Simpson,4.94,8,162
180,T181,T181,D.J. Brigman,5.05,10,198
181,T181,T181,Fred Couples,5.05,10,198
182,183,183,Dennis Paulson,5.19,14,270
183,184,184,Billy Mayfair,5.3,21,396
184,185,185,Carlos Franco,5.32,23,432
185,T186,T186,Tommy Armour III,5.56,16,288
186,T186,T186,Jeff Brehaut,5.56,18,324
187,T186,T186,Ben Curtis,5.56,8,144
188,T186,T186,John Huston,5.56,9,162
