,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Brent Geiberger,94,"25' 5""",21569.75,848
1,2,2,Steve Pate,71,"24' 10""",15177.75,611
2,3,3,Mark O'Meara,58,"24' 9""",9692.5,392
3,4,4,Ben Crane,92,"24' 8""",19203.667,779
4,5,5,Len Mattiace,75,"24' 7""",16583.583,674
5,T6,T6,Dan Forsman,79,"24' 6""",16029.5,654
6,T6,T6,Tiger Woods,78,"24' 6""",12840.75,525
7,T8,T8,Luke Donald,72,"24' 5""",16300.75,668
8,T8,T8,Brett Quigley,102,"24' 5""",21525.25,882
9,T10,T10,Brian Bateman,84,"24' 4""",18277.167,751
10,T10,T10,Freddie Jacobson,83,"24' 4""",14612.083,601
11,12,12,John Senden,99,"24' 3""",22206.167,915
12,T13,T13,Tom Carter,113,"24' 2""",24105.083,996
13,T13,T13,David Frost,78,"24' 2""",17891.167,741
14,T13,T13,Stephen Leaney,84,"24' 2""",14670.417,608
15,T13,T13,Dean Wilson,99,"24' 2""",20827.583,863
16,T17,T17,Aaron Baddeley,87,"24' 1""",17664.667,734
17,T17,T17,Darren Clarke,54,"24' 1""",8038.8330000000005,334
18,T17,T17,Zach Johnson,109,"24' 1""",21542.167,895
19,T17,T17,Jesper Parnevik,86,"24' 1""",17319.25,720
20,T17,T17,Chris Smith,105,"24' 1""",23925.75,994
21,T22,T22,Tommy Tolles,67,"24' 0""",13780.667,575
22,T22,T22,Duffy Waldorf,79,"24' 0""",14486.0,604
23,T24,T24,J.J. Henry,103,"23' 11""",22857.5,955
24,T24,T24,Richard Johnson,102,"23' 11""",21914.917,915
25,T24,T24,Brian Kortan,65,"23' 11""",13876.5,580
26,27,27,Mike Heinen,53,"23' 10""",12166.25,510
27,28,28,Lee Janzen,84,"23' 9""",16194.75,683
28,T29,T29,Briny Baird,100,"23' 8""",21364.083,902
29,T29,T29,Jay Delsing,76,"23' 8""",15440.417,653
30,T29,T29,Todd Hamilton,92,"23' 8""",16709.0,707
31,T29,T29,Shaun Micheel,93,"23' 8""",17278.5,729
32,T29,T29,Mark Wilson,62,"23' 8""",14631.417,619
33,T34,T34,Michael Allen,87,"23' 7""",18147.833,770
34,T34,T34,Stephen Ames,97,"23' 7""",19117.25,810
35,T34,T34,Matt Kuchar,83,"23' 7""",18374.25,778
36,T34,T34,Dan Olsen,75,"23' 7""",15370.167,651
37,T34,T34,Steve Stricker,81,"23' 7""",15480.75,657
38,T34,T34,Bo Van Pelt,107,"23' 7""",19644.417,833
39,T34,T34,Grant Waite,79,"23' 7""",17158.583,727
40,T41,T41,Tommy Armour III,87,"23' 6""",18838.167,803
41,T41,T41,Steve Flesch,109,"23' 6""",19220.167,817
42,T41,T41,Jerry Kelly,113,"23' 6""",20651.75,880
43,T41,T41,Corey Pavin,83,"23' 6""",15062.417,641
44,T41,T41,Dicky Pride,66,"23' 6""",14137.25,602
45,T41,T41,Rory Sabbatini,89,"23' 6""",16948.333,720
46,T41,T41,Patrick Sheehan,113,"23' 6""",22972.167,976
47,T41,T41,Scott Simpson,55,"23' 6""",11792.25,501
48,T49,T49,Tag Ridings,53,"23' 5""",9657.917,413
49,T49,T49,Adam Scott,55,"23' 5""",9242.083,394
50,T49,T49,Hidemichi Tanaka,89,"23' 5""",19478.583,833
51,T52,T52,Notah Begay III,71,"23' 4""",14896.667,638
52,T52,T52,Danny Briggs,85,"23' 4""",18126.167,776
53,T52,T52,D.J. Brigman,79,"23' 4""",15994.667,685
54,T52,T52,Chris Couch,55,"23' 4""",11344.5,487
55,T52,T52,Steve Elkington,64,"23' 4""",13427.667,576
56,T52,T52,Matt Gogel,86,"23' 4""",15311.0,656
57,T52,T52,Retief Goosen,56,"23' 4""",9882.333,423
58,T52,T52,Mathias Grönberg,91,"23' 4""",17524.583,750
59,T52,T52,Tim Herron,84,"23' 4""",15965.417,684
60,T52,T52,Geoff Ogilvy,91,"23' 4""",17287.75,742
61,T52,T52,Ryan Palmer,103,"23' 4""",20719.0,887
62,T52,T52,Craig Parry,52,"23' 4""",8004.0830000000005,343
63,T52,T52,Dennis Paulson,71,"23' 4""",14855.75,637
64,T52,T52,Loren Roberts,81,"23' 4""",15965.917,684
65,T66,T66,Paul Azinger,75,"23' 3""",14678.25,632
66,T66,T66,Pat Bates,99,"23' 3""",21602.75,929
67,T66,T66,Danny Ellis,81,"23' 3""",16067.25,691
68,T66,T66,Scott McCarron,88,"23' 3""",17675.583,760
69,T66,T66,Spike McRoy,93,"23' 3""",18557.917,797
70,T66,T66,David Peoples,82,"23' 3""",17377.083,748
71,T66,T66,Craig Perks,75,"23' 3""",14779.167,635
72,T66,T66,Gene Sauers,83,"23' 3""",17494.583,753
73,T74,T74,Daniel Chopra,108,"23' 2""",21318.25,920
74,T74,T74,Brad Faxon,94,"23' 2""",15318.917,662
75,T74,T74,Hunter Mahan,94,"23' 2""",18383.333,794
76,T74,T74,Hirofumi Miyase,65,"23' 2""",13487.083,582
77,T74,T74,Rod Pampling,98,"23' 2""",17790.75,768
78,T74,T74,Brenden Pappas,111,"23' 2""",22383.417,965
79,T74,T74,Roland Thatcher,66,"23' 2""",14291.833,616
80,T81,T81,Craig Bowden,83,"23' 1""",17309.417,751
81,T81,T81,Jeff Brehaut,106,"23' 1""",22107.75,958
82,T81,T81,K.J. Choi,83,"23' 1""",14814.667,641
83,T81,T81,John Cook,57,"23' 1""",11750.583,509
84,T81,T81,Kent Jones,99,"23' 1""",21373.083,925
85,T81,T81,Shigeki Maruyama,93,"23' 1""",17160.75,743
86,T81,T81,Billy Mayfair,109,"23' 1""",23094.333,1000
87,T88,T88,Arjun Atwal,85,"23' 0""",16820.917,732
88,T88,T88,Harrison Frazar,86,"23' 0""",16239.167,706
89,T88,T88,Charles Howell III,104,"23' 0""",18180.917,790
90,T88,T88,Neal Lancaster,106,"23' 0""",21640.167,942
91,T88,T88,Roger Tambellini,81,"23' 0""",16713.417,727
92,T93,T93,Robert Allenby,93,"22' 11""",17604.25,767
93,T93,T93,Greg Chalmers,70,"22' 11""",14384.75,627
94,T93,T93,Skip Kendall,99,"22' 11""",17436.333,760
