,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Tiger Woods,78,2.4
1,2,2,Adam Scott,55,2.2
2,T3,T3,Stephen Ames,97,2.1
3,T3,T3,Luke Donald,72,2.1
4,T3,T3,Patrick Sheehan,113,2.1
5,T6,T6,Bernhard Langer,59,2.0
6,T6,T6,Shigeki Maruyama,93,2.0
7,T6,T6,Geoff Ogilvy,91,2.0
8,T6,T6,Carl Pettersson,100,2.0
9,T6,T6,Bob Tway,90,2.0
10,T11,T11,Stewart Cink,103,1.9
11,T11,T11,Brenden Pappas,111,1.9
12,T11,T11,Vijay Singh,112,1.9
13,T14,T14,Alex Cejka,76,1.8
14,T14,T14,Brad Faxon,94,1.8
15,T14,T14,Steve Flesch,109,1.8
16,T14,T14,Tom Lehman,70,1.8
17,T14,T14,Frank Lickliter II,89,1.8
18,T14,T14,Hunter Mahan,94,1.8
19,T14,T14,Jesper Parnevik,86,1.8
20,T14,T14,Justin Rose,77,1.8
21,T22,T22,Aaron Baddeley,87,1.7
22,T22,T22,Ben Curtis,56,1.7
23,T22,T22,Harrison Frazar,86,1.7
24,T22,T22,Brent Geiberger,94,1.7
25,T22,T22,Mark O'Meara,58,1.7
26,T22,T22,Rod Pampling,98,1.7
27,T22,T22,Kenny Perry,79,1.7
28,T22,T22,Ted Purdy,114,1.7
29,T22,T22,Brett Quigley,102,1.7
30,T22,T22,David Toms,80,1.7
31,T22,T22,Mark Wilson,62,1.7
32,T33,T33,Robert Allenby,93,1.6
33,T33,T33,Stuart Appleby,84,1.6
34,T33,T33,Briny Baird,100,1.6
35,T33,T33,Cameron Beckman,99,1.6
36,T33,T33,Bob Burns,88,1.6
37,T33,T33,Mark Calcavecchia,79,1.6
38,T33,T33,Chad Campbell,100,1.6
39,T33,T33,Tim Clark,84,1.6
40,T33,T33,John Daly,79,1.6
41,T33,T33,Chris DiMarco,105,1.6
42,T33,T33,Steve Elkington,64,1.6
43,T33,T33,Ernie Els,62,1.6
44,T33,T33,David Frost,78,1.6
45,T33,T33,Scott Hoch,52,1.6
46,T33,T33,Zach Johnson,109,1.6
47,T33,T33,Jonathan Kaye,79,1.6
48,T33,T33,Shaun Micheel,93,1.6
49,T33,T33,Tim Petrovic,111,1.6
50,T33,T33,Loren Roberts,81,1.6
51,T33,T33,John Senden,99,1.6
52,T33,T33,Jeff Sluman,98,1.6
53,T33,T33,Kirk Triplett,88,1.6
54,T33,T33,Scott Verplank,92,1.6
55,T56,T56,Steve Allan,102,1.5
56,T56,T56,Brian Bateman,84,1.5
57,T56,T56,Jason Bohn,98,1.5
58,T56,T56,Tom Carter,113,1.5
59,T56,T56,Greg Chalmers,70,1.5
60,T56,T56,Darren Clarke,54,1.5
61,T56,T56,José Coceres,68,1.5
62,T56,T56,Fred Couples,54,1.5
63,T56,T56,Ben Crane,92,1.5
64,T56,T56,Glen Day,101,1.5
65,T56,T56,Joe Durant,85,1.5
66,T56,T56,Carlos Franco,99,1.5
67,T56,T56,Scott Hend,81,1.5
68,T56,T56,Mark Hensby,97,1.5
69,T56,T56,Freddie Jacobson,83,1.5
70,T56,T56,Deane Pappas,72,1.5
71,T56,T56,Steve Pate,71,1.5
72,T56,T56,Dennis Paulson,71,1.5
73,T56,T56,Corey Pavin,83,1.5
74,T56,T56,Pat Perez,102,1.5
75,T56,T56,Nick Price,51,1.5
76,T56,T56,Chris Riley,78,1.5
77,T56,T56,Hidemichi Tanaka,89,1.5
78,T79,T79,Pat Bates,99,1.4
79,T79,T79,Rich Beem,81,1.4
80,T79,T79,Craig Bowden,83,1.4
81,T79,T79,Tom Byrum,83,1.4
82,T79,T79,Fred Funk,97,1.4
83,T79,T79,Retief Goosen,56,1.4
84,T79,T79,John Huston,62,1.4
85,T79,T79,Peter Lonard,68,1.4
86,T79,T79,Davis Love III,85,1.4
87,T79,T79,Steve Lowery,91,1.4
88,T79,T79,Jeff Maggert,60,1.4
89,T79,T79,Arron Oberholser,77,1.4
90,T79,T79,David Peoples,82,1.4
91,T79,T79,John Rollins,90,1.4
92,T79,T79,Rory Sabbatini,89,1.4
93,T79,T79,Chris Smith,105,1.4
94,T79,T79,Bo Van Pelt,107,1.4
95,T79,T79,Jay Williamson,100,1.4
96,T97,T97,Michael Allen,87,1.3
97,T97,T97,Billy Andrade,104,1.3
98,T97,T97,Tommy Armour III,87,1.3
99,T97,T97,Danny Briggs,85,1.3
100,T97,T97,Bart Bryant,73,1.3
101,T97,T97,K.J. Choi,83,1.3
102,T97,T97,Russ Cochran,61,1.3
103,T97,T97,Dan Forsman,79,1.3
104,T97,T97,Brian Gay,96,1.3
105,T97,T97,Matt Gogel,86,1.3
106,T97,T97,Mike Heinen,53,1.3
107,T97,T97,Tripp Isenhour,55,1.3
108,T97,T97,Richard Johnson,102,1.3
109,T97,T97,Skip Kendall,99,1.3
110,T97,T97,Hank Kuehne,91,1.3
111,T97,T97,Neal Lancaster,106,1.3
112,T97,T97,J.L. Lewis,106,1.3
113,T97,T97,Scott McCarron,88,1.3
114,T97,T97,David Morland IV,73,1.3
115,T97,T97,Joe Ogilvie,104,1.3
116,T97,T97,Craig Parry,52,1.3
117,T97,T97,Craig Perks,75,1.3
118,T97,T97,John Riegger,53,1.3
119,T97,T97,Gene Sauers,83,1.3
120,T97,T97,Scott Simpson,55,1.3
121,T97,T97,Joey Sindelar,100,1.3
122,T97,T97,Heath Slocum,92,1.3
123,T97,T97,Duffy Waldorf,79,1.3
124,T97,T97,Dean Wilson,99,1.3
125,T126,T126,Woody Austin,94,1.2
126,T126,T126,Rich Barcelo,67,1.2
127,T126,T126,Olin Browne,92,1.2
128,T126,T126,Jonathan Byrd,85,1.2
129,T126,T126,Daniel Chopra,108,1.2
130,T126,T126,Danny Ellis,81,1.2
131,T126,T126,Todd Fischer,104,1.2
132,T126,T126,Robert Gamez,103,1.2
133,T126,T126,Todd Hamilton,92,1.2
134,T126,T126,J.J. Henry,103,1.2
135,T126,T126,Tim Herron,84,1.2
136,T126,T126,Charles Howell III,104,1.2
137,T126,T126,Jerry Kelly,113,1.2
138,T126,T126,Stephen Leaney,84,1.2
139,T126,T126,Billy Mayfair,109,1.2
140,T126,T126,Phil Mickelson,83,1.2
141,T126,T126,Vaughn Taylor,84,1.2
142,T126,T126,Mike Weir,75,1.2
143,T144,T144,Craig Barlow,80,1.1
144,T144,T144,Notah Begay III,71,1.1
145,T144,T144,Guy Boros,64,1.1
146,T144,T144,D.J. Brigman,79,1.1
147,T144,T144,John Cook,57,1.1
148,T144,T144,Robert Damron,92,1.1
149,T144,T144,Jay Delsing,76,1.1
150,T144,T144,Ken Duke,89,1.1
151,T144,T144,Bob Estes,73,1.1
152,T144,T144,Sergio Garcia,65,1.1
153,T144,T144,Lucas Glover,95,1.1
154,T144,T144,David Gossett,57,1.1
155,T144,T144,Jay Haas,84,1.1
156,T144,T144,Lee Janzen,84,1.1
157,T144,T144,Kent Jones,99,1.1
158,T144,T144,Matt Kuchar,83,1.1
159,T144,T144,Justin Leonard,90,1.1
160,T144,T144,Len Mattiace,75,1.1
161,T144,T144,José María Olazábal,56,1.1
162,T144,T144,Tom Pernice Jr.,103,1.1
163,T144,T144,Tag Ridings,53,1.1
164,T144,T144,Steve Stricker,81,1.1
165,T144,T144,Roger Tambellini,81,1.1
166,T144,T144,Tommy Tolles,67,1.1
167,T168,T168,Paul Azinger,75,1.0
168,T168,T168,Chris Couch,55,1.0
169,T168,T168,Kris Cox,73,1.0
170,T168,T168,Jason Dufner,79,1.0
171,T168,T168,Dudley Hart,60,1.0
172,T168,T168,Rocco Mediate,53,1.0
173,T168,T168,Hirofumi Miyase,65,1.0
174,T168,T168,Kevin Muncrief,50,1.0
175,T168,T168,Dan Olsen,75,1.0
176,T168,T168,Kevin Sutherland,86,1.0
