,Putting_from_7_RANK THIS WEEK,Putting_from_7_RANK LAST WEEK,Putting_from_7_PLAYER NAME,Putting_from_7_ROUNDS,Putting_from_7_% MADE,Putting_from_7_ATTEMPTS,Putting_from_7_PUTTS MADE
0,1,1,Matt Gogel,86,81.03,58,47
1,2,2,Daniel Chopra,108,79.1,67,53
2,3,3,Freddie Jacobson,83,78.87,71,56
3,4,4,Duffy Waldorf,79,76.79,56,43
4,5,5,John Senden,99,76.71,73,56
5,6,6,Cameron Beckman,99,76.19,84,64
6,7,7,Brian Kortan,65,75.86,58,44
7,8,8,Stewart Cink,103,75.68,74,56
8,9,9,Craig Bowden,83,75.61,82,62
9,T10,T10,Darren Clarke,54,75.0,32,24
10,T10,T10,Craig Parry,52,75.0,40,30
11,12,12,Adam Scott,55,74.36,39,29
12,13,13,Tim Clark,84,74.32,74,55
13,14,14,Jerry Kelly,113,73.33,90,66
14,15,15,Tim Petrovic,111,73.0,100,73
15,16,16,Richard Johnson,102,72.9,107,78
16,17,17,Lee Janzen,84,72.86,70,51
17,18,18,Steve Stricker,81,72.73,55,40
18,19,19,Scott Simpson,55,72.09,43,31
19,20,20,Brad Faxon,94,71.83,71,51
20,21,21,Jonathan Byrd,85,71.64,67,48
21,22,22,Mark Brooks,72,71.15,52,37
22,23,23,Zach Johnson,109,71.05,76,54
23,24,24,Tom Carter,113,70.73,82,58
24,25,25,Loren Roberts,81,70.69,58,41
25,26,26,Rocco Mediate,53,70.59,34,24
26,27,27,Rich Barcelo,67,70.37,54,38
27,28,28,Rory Sabbatini,89,70.27,74,52
28,29,29,Lucas Glover,95,70.15,67,47
29,30,30,Greg Chalmers,70,70.13,77,54
30,31,31,Stephen Ames,97,70.0,80,56
31,32,32,Hunter Mahan,94,69.89,93,65
32,T33,T33,Retief Goosen,56,69.7,33,23
33,T33,T33,Jay Haas,84,69.7,66,46
34,T35,T35,Ken Duke,89,69.49,59,41
35,T35,T35,Bob Tway,90,69.49,59,41
36,37,37,Tommy Tolles,67,69.23,65,45
37,38,38,David Branshaw,84,69.01,71,49
38,39,39,Pat Bates,99,68.83,77,53
39,T40,T40,Carl Pettersson,100,68.75,80,55
40,T40,T40,Bo Van Pelt,107,68.75,80,55
41,42,42,J.P. Hayes,79,68.52,54,37
42,43,43,Paul Azinger,75,68.42,57,39
43,44,44,Robert Allenby,93,68.25,63,43
44,45,45,Notah Begay III,71,68.18,66,45
45,46,46,Mathias Grönberg,91,68.06,72,49
46,47,47,Tag Ridings,53,67.92,53,36
47,T48,T48,Danny Ellis,81,67.86,56,38
48,T48,T48,Brent Geiberger,94,67.86,84,57
49,T48,T48,Roland Thatcher,66,67.86,56,38
50,51,51,Scott McCarron,88,67.8,59,40
51,52,52,Jay Delsing,76,67.74,62,42
52,T53,T53,Ernie Els,62,67.65,34,23
53,T53,T53,Todd Hamilton,92,67.65,68,46
54,55,55,Chris Riley,78,67.57,37,25
55,56,56,Carlos Franco,99,67.53,77,52
56,57,57,Stephen Leaney,84,67.21,61,41
57,58,58,Frank Lickliter II,89,67.14,70,47
58,T59,T59,Ben Crane,92,66.67,66,44
59,T59,T59,Shigeki Maruyama,93,66.67,84,56
60,T59,T59,Tom Pernice Jr.,103,66.67,96,64
61,T59,T59,Brett Quigley,102,66.67,84,56
62,T59,T59,Joey Sindelar,100,66.67,84,56
63,T59,T59,Kevin Sutherland,86,66.67,66,44
64,65,65,Steve Flesch,109,66.33,98,65
65,66,66,J.J. Henry,103,66.23,77,51
66,67,67,Jesper Parnevik,86,66.13,62,41
67,68,68,Brenden Pappas,111,65.93,91,60
68,69,69,Chad Campbell,100,65.82,79,52
69,T70,T70,Danny Briggs,85,65.63,64,42
70,T70,T70,Justin Leonard,90,65.63,64,42
71,72,72,Jason Bohn,98,65.22,69,45
72,73,73,Guy Boros,64,64.91,57,37
73,74,74,John Rollins,90,64.71,68,44
74,75,75,Hidemichi Tanaka,89,64.62,65,42
75,76,76,Arron Oberholser,77,64.52,62,40
76,77,77,Aaron Baddeley,87,64.38,73,47
77,78,78,Patrick Sheehan,113,64.29,84,54
78,79,79,José Coceres,68,64.06,64,41
79,80,80,Bart Bryant,73,63.93,61,39
80,81,81,Ted Purdy,114,63.92,97,62
81,T82,T82,Jeff Brehaut,106,63.83,94,60
82,T82,T82,Niclas Fasth,61,63.83,47,30
83,T82,T82,David Toms,80,63.83,47,30
84,85,85,David Peoples,82,63.77,69,44
85,T86,T86,Dan Forsman,79,63.64,66,42
86,T86,T86,Harrison Frazar,86,63.64,55,35
87,T86,T86,Jonathan Kaye,79,63.64,55,35
88,89,89,Woody Austin,94,63.53,85,54
89,90,90,Len Mattiace,75,63.51,74,47
90,91,91,Steve Pate,71,63.33,60,38
91,92,92,Skip Kendall,99,63.29,79,50
92,93,93,Ryan Palmer,103,63.22,87,55
