,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Bo Van Pelt,107,29.58,142,42
1,2,2,Stuart Appleby,84,29.0,100,29
2,3,3,Mike Weir,75,28.89,90,26
3,4,4,Steve Stricker,81,27.27,99,27
4,5,5,Craig Parry,52,26.83,41,11
5,6,6,Brad Faxon,94,26.73,101,27
6,7,7,Pat Bates,99,26.43,140,37
7,8,8,Loren Roberts,81,25.69,109,28
8,9,9,Adam Scott,55,25.64,78,20
9,T10,T10,Matt Gogel,86,25.0,96,24
10,T10,T10,Lee Janzen,84,25.0,112,28
11,12,12,Davis Love III,85,24.73,93,23
12,13,13,Jerry Kelly,113,24.68,154,38
13,14,14,Neal Lancaster,106,24.64,138,34
14,15,15,Mark O'Meara,58,24.56,57,14
15,16,16,Steve Pate,71,24.32,74,18
16,17,17,Joe Ogilvie,104,23.81,126,30
17,18,18,Billy Andrade,104,23.72,156,37
18,19,19,Dan Forsman,79,23.15,108,25
19,20,20,Len Mattiace,75,22.99,87,20
20,21,21,Tiger Woods,78,22.97,74,17
21,22,22,Nick Price,51,22.95,61,14
22,23,23,Shaun Micheel,93,22.73,110,25
23,24,24,Stewart Cink,103,22.66,128,29
24,25,25,Scott Hend,81,22.64,106,24
25,26,26,Jonathan Byrd,85,22.58,93,21
26,27,27,Scott Simpson,55,22.5,80,18
27,28,28,Chris Couch,55,22.41,58,13
28,29,29,Skip Kendall,99,22.4,125,28
29,30,30,Frank Lickliter II,89,22.38,143,32
30,31,31,Kirk Triplett,88,22.31,121,27
31,32,32,Greg Chalmers,70,22.22,81,18
32,33,33,Dan Olsen,75,21.98,91,20
33,34,34,Olin Browne,92,21.9,137,30
34,35,35,Vijay Singh,112,21.83,142,31
35,36,36,Darren Clarke,54,21.57,51,11
36,37,37,Vaughn Taylor,84,21.37,117,25
37,38,38,Geoff Ogilvy,91,21.31,122,26
38,39,39,David Morland IV,73,21.28,94,20
39,40,40,Robert Gamez,103,21.23,146,31
40,41,41,Freddie Jacobson,83,21.15,104,22
41,T42,T42,D.J. Brigman,79,21.11,90,19
42,T42,T42,Deane Pappas,72,21.11,90,19
43,44,44,Tag Ridings,53,20.83,72,15
44,45,45,David Toms,80,20.79,101,21
45,46,46,Tim Petrovic,111,20.74,135,28
46,47,47,Jeff Brehaut,106,20.67,150,31
47,48,48,Ted Purdy,114,20.63,160,33
48,49,49,Mike Heinen,53,20.55,73,15
49,T50,T50,Craig Barlow,80,20.51,117,24
50,T50,T50,Andre Stolz,53,20.51,78,16
51,T52,T52,David Gossett,57,20.45,44,9
52,T52,T52,Justin Rose,77,20.45,132,27
53,54,54,Richard Johnson,102,20.41,147,30
54,55,55,Ken Duke,89,20.35,113,23
55,T56,T56,Brian Bateman,84,20.15,134,27
56,T56,T56,Brenden Pappas,111,20.15,134,27
57,58,58,Tom Pernice Jr.,103,20.0,150,30
58,59,59,Daniel Chopra,108,19.87,151,30
59,60,60,Ben Crane,92,19.82,111,22
60,61,61,Bob Estes,73,19.78,91,18
61,62,62,Niclas Fasth,61,19.75,81,16
62,63,63,Matt Kuchar,83,19.69,127,25
63,64,64,Jay Williamson,100,19.64,168,33
64,65,65,John Rollins,90,19.63,107,21
65,66,66,Blaine McCallister,68,19.54,87,17
66,67,67,Brett Quigley,102,19.53,128,25
67,68,68,David Frost,78,19.47,113,22
