,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
0,T1,T1,Sergio Garcia,65,"48' 4""",1642.25,34
1,T1,T1,Brian Kortan,65,"48' 4""",1593.9170000000001,33
2,3,3,J.J. Henry,103,"48' 2""",2021.75,42
3,4,4,Tom Carter,113,"47' 2""",2359.75,50
4,5,5,Dennis Paulson,71,"47' 0""",1740.0829999999999,37
5,6,6,Bernhard Langer,59,"46' 8""",1307.0,28
6,7,7,Charles Howell III,104,"46' 5""",1808.6670000000001,39
7,8,8,Bart Bryant,73,"46' 3""",1525.4170000000001,33
8,9,9,Danny Ellis,81,"45' 10""",1238.25,27
9,10,10,Duffy Waldorf,79,"45' 9""",1645.9170000000001,36
10,11,11,John Cook,57,"45' 7""",956.6669999999999,21
11,T12,T12,Richard Johnson,102,"45' 6""",1818.5,40
12,T12,T12,Adam Scott,55,"45' 6""",956.3330000000001,21
13,T14,T14,Brent Geiberger,94,"45' 5""",1680.4170000000001,37
14,T14,T14,Justin Leonard,90,"45' 5""",1180.5,26
15,T14,T14,Mark Wilson,62,"45' 5""",1134.75,25
16,17,17,Stephen Ames,97,"45' 3""",1629.4170000000001,36
17,T18,T18,Carlos Franco,99,"45' 0""",2340.917,52
18,T18,T18,Joey Sindelar,100,"45' 0""",2431.417,54
19,20,20,Steve Stricker,81,"44' 11""",854.0830000000001,19
20,21,21,Pat Bates,99,"44' 9""",2280.167,51
21,22,22,Stephen Leaney,84,"44' 8""",982.4169999999999,22
22,23,23,José María Olazábal,56,"44' 1""",529.25,12
23,T24,T24,Mathias Grönberg,91,"43' 11""",1975.0829999999999,45
24,T24,T24,Tag Ridings,53,"43' 11""",1185.583,27
25,T24,T24,Tiger Woods,78,"43' 11""",702.25,16
26,27,27,Robert Gamez,103,"43' 9""",1925.5,44
27,28,28,Dan Forsman,79,"43' 8""",1833.0,42
28,T29,T29,Craig Bowden,83,"43' 7""",1741.8329999999999,40
29,T29,T29,John Daly,79,"43' 7""",1524.5829999999999,35
30,T29,T29,J.P. Hayes,79,"43' 7""",1220.083,28
31,T29,T29,Esteban Toledo,92,"43' 7""",2134.25,49
32,33,33,Michael Allen,87,"43' 6""",1349.0829999999999,31
33,34,34,Len Mattiace,75,"43' 5""",1215.0,28
34,35,35,Ben Curtis,56,"43' 4""",1170.417,27
35,36,36,Ken Duke,89,"43' 3""",1988.5829999999999,46
36,T37,T37,Stewart Cink,103,"43' 2""",992.6669999999999,23
37,T37,T37,Spike McRoy,93,"43' 2""",2115.583,49
38,T39,T39,Glen Day,101,"43' 1""",1463.75,34
39,T39,T39,Jonathan Kaye,79,"43' 1""",1939.3329999999999,45
40,T39,T39,Phil Mickelson,83,"43' 1""",1765.1670000000001,41
41,T39,T39,Craig Parry,52,"43' 1""",862.0830000000001,20
42,T39,T39,Craig Perks,75,"43' 1""",1938.5,45
43,T44,T44,Guy Boros,64,"43' 0""",1721.4170000000001,40
44,T44,T44,Brenden Pappas,111,"43' 0""",2019.75,47
45,T46,T46,Chris Couch,55,"42' 11""",1415.6670000000001,33
46,T46,T46,John Riegger,53,"42' 11""",815.9169999999999,19
47,T48,T48,Ernie Els,62,"42' 10""",728.5830000000001,17
48,T48,T48,Retief Goosen,56,"42' 10""",470.917,11
49,50,50,Jeff Brehaut,106,"42' 9""",2392.25,56
50,51,51,Jesper Parnevik,86,"42' 8""",1366.4170000000001,32
51,52,52,David Frost,78,"42' 7""",1873.25,44
52,53,53,Olin Browne,92,"42' 5""",1528.0829999999999,36
53,54,54,Carl Pettersson,100,"42' 2""",1601.25,38
54,T55,T55,Aaron Baddeley,87,"42' 0""",1302.917,31
55,T55,T55,Kent Jones,99,"42' 0""",1933.75,46
56,T55,T55,Skip Kendall,99,"42' 0""",1930.4170000000001,46
57,T55,T55,Corey Pavin,83,"42' 0""",1386.4170000000001,33
58,T55,T55,David Toms,80,"42' 0""",1597.5,38
59,60,60,Danny Briggs,85,"41' 11""",2013.8329999999999,48
60,61,61,David Peoples,82,"41' 10""",1462.9170000000001,35
61,T62,T62,Brad Faxon,94,"41' 9""",792.9169999999999,19
62,T62,T62,Todd Hamilton,92,"41' 9""",960.5,23
63,T62,T62,John Senden,99,"41' 9""",2464.667,59
64,T65,T65,Frank Lickliter II,89,"41' 8""",1584.75,38
65,T65,T65,John Rollins,90,"41' 8""",1499.0,36
66,T67,T67,Bob Estes,73,"41' 6""",622.0830000000001,15
67,T67,T67,Zach Johnson,109,"41' 6""",1741.5,42
68,T67,T67,Bob Tway,90,"41' 6""",1453.8329999999999,35
69,T70,T70,Greg Chalmers,70,"41' 5""",745.5830000000001,18
70,T70,T70,Scott McCarron,88,"41' 5""",1492.0829999999999,36
71,72,72,Rory Sabbatini,89,"41' 4""",1899.75,46
72,73,73,Tom Lehman,70,"41' 3""",1445.0,35
73,74,74,Kevin Na,100,"41' 2""",1729.1670000000001,42
