,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Mark O'Meara,58,"13' 2""",1631.8329999999999,124
1,2,2,Mark Wilson,62,"12' 10""",2183.5,170
2,3,3,Shaun Micheel,93,"12' 3""",2640.5,215
3,T4,T4,David Frost,78,"12' 2""",2411.917,198
4,T4,T4,Patrick Sheehan,113,"12' 2""",3838.75,316
5,6,6,Tim Petrovic,111,"12' 1""",3127.917,258
6,7,7,Bob Burns,88,"12' 0""",2639.5,220
7,T8,T8,Rich Barcelo,67,"11' 11""",2038.75,171
8,T8,T8,Pat Bates,99,"11' 11""",3157.583,265
9,T8,T8,David Morland IV,73,"11' 11""",2199.25,185
10,T8,T8,Nick Price,51,"11' 11""",1288.25,108
11,12,12,Steve Pate,71,"11' 10""",1939.9170000000001,164
12,T13,T13,Tommy Armour III,87,"11' 9""",2485.917,211
13,T13,T13,Tom Carter,113,"11' 9""",3078.417,262
14,T13,T13,Chris Couch,55,"11' 9""",1329.4170000000001,113
15,T13,T13,Luke Donald,72,"11' 9""",2159.417,184
16,T13,T13,Matt Kuchar,83,"11' 9""",2589.167,221
17,T13,T13,Brett Quigley,102,"11' 9""",3121.833,266
18,T13,T13,Steve Stricker,81,"11' 9""",2283.833,195
19,T20,T20,Dan Forsman,79,"11' 8""",2089.917,179
20,T20,T20,Brent Geiberger,94,"11' 8""",2954.167,253
21,T20,T20,Brenden Pappas,111,"11' 8""",3569.333,307
22,T20,T20,Esteban Toledo,92,"11' 8""",2349.917,202
23,24,24,Hunter Mahan,94,"11' 7""",2830.0,245
24,T25,T25,Brian Bateman,84,"11' 6""",2642.417,229
25,T25,T25,Geoff Ogilvy,91,"11' 6""",2868.667,250
26,T25,T25,Gene Sauers,83,"11' 6""",2377.667,207
27,T25,T25,Adam Scott,55,"11' 6""",1705.6670000000001,148
28,T29,T29,Tom Byrum,83,"11' 5""",2449.833,215
29,T29,T29,Russ Cochran,61,"11' 5""",1866.9170000000001,164
30,T29,T29,Ben Curtis,56,"11' 5""",1347.75,118
31,T29,T29,Brad Faxon,94,"11' 5""",2501.5,219
32,T29,T29,Frank Lickliter II,89,"11' 5""",3033.167,265
33,T29,T29,Hirofumi Miyase,65,"11' 5""",1599.5829999999999,140
34,T29,T29,Dan Olsen,75,"11' 5""",2047.5,180
35,T29,T29,Corey Pavin,83,"11' 5""",2245.333,197
36,T37,T37,Stuart Appleby,84,"11' 4""",2269.667,200
37,T37,T37,Aaron Baddeley,87,"11' 4""",2454.083,216
38,T37,T37,Greg Chalmers,70,"11' 4""",2306.5,204
39,T37,T37,Jay Delsing,76,"11' 4""",1955.5,173
40,T37,T37,Ken Duke,89,"11' 4""",2572.667,227
41,T37,T37,Steve Elkington,64,"11' 4""",1822.1670000000001,161
42,T37,T37,Scott Hend,81,"11' 4""",2338.833,207
43,T37,T37,Jonathan Kaye,79,"11' 4""",2069.25,183
44,T37,T37,Rocco Mediate,53,"11' 4""",1121.75,99
