,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
54,55,55,Nick Price,51,88.06,645,568
55,T56,T56,Paul Azinger,75,88.01,1176,1035
56,T56,T56,Chad Campbell,100,88.01,1418,1248
57,T56,T56,John Cook,57,88.01,884,778
58,59,59,Billy Andrade,104,87.99,1648,1450
59,60,60,David Frost,78,87.98,1323,1164
60,61,61,José María Olazábal,56,87.97,765,673
61,T62,T62,Briny Baird,100,87.94,1468,1291
62,T62,T62,Justin Leonard,90,87.94,1202,1057
63,T62,T62,Patrick Sheehan,113,87.94,1799,1582
64,65,65,Danny Briggs,85,87.93,1359,1195
65,66,66,Charles Howell III,104,87.91,1390,1222
66,67,67,Daniel Chopra,108,87.9,1669,1467
67,68,68,Bob Tway,90,87.89,1173,1031
68,T69,T69,Fred Funk,97,87.87,1509,1326
69,T69,T69,Bo Van Pelt,107,87.87,1467,1289
70,71,71,Robert Gamez,103,87.85,1638,1439
71,72,72,Glen Day,101,87.84,1579,1387
72,73,73,Roland Thatcher,66,87.8,1123,986
73,74,74,Kent Jones,99,87.78,1588,1394
74,T75,T75,Steve Pate,71,87.75,1086,953
75,T75,T75,Tom Pernice Jr.,103,87.75,1567,1375
76,77,77,Hunter Mahan,94,87.72,1482,1300
77,78,78,Tommy Armour III,87,87.69,1397,1225
78,T79,T79,Olin Browne,92,87.68,1429,1253
79,T79,T79,José Coceres,68,87.68,1112,975
80,81,81,Mark Hensby,97,87.65,1490,1306
81,82,82,Rory Sabbatini,89,87.61,1348,1181
82,83,83,Brett Quigley,102,87.59,1587,1390
83,84,84,Steve Flesch,109,87.58,1482,1298
84,85,85,Dennis Paulson,71,87.56,1206,1056
85,86,86,Tim Petrovic,111,87.54,1557,1363
86,87,87,Pat Bates,99,87.5,1624,1421
87,88,88,Tim Clark,84,87.49,1303,1140
88,89,89,Darren Clarke,54,87.46,630,551
89,90,90,Matt Kuchar,83,87.45,1386,1212
90,91,91,John Riegger,53,87.42,898,785
91,T92,T92,Deane Pappas,72,87.41,1144,1000
92,T92,T92,Duffy Waldorf,79,87.41,1072,937
93,94,94,Tom Lehman,70,87.37,1061,927
94,95,95,Chris DiMarco,105,87.36,1400,1223
95,T96,T96,Brenden Pappas,111,87.34,1785,1559
96,T96,T96,Corey Pavin,83,87.34,1193,1042
97,T98,T98,Jay Delsing,76,87.33,1160,1013
98,T98,T98,Tag Ridings,53,87.33,797,696
99,T98,T98,John Senden,99,87.33,1587,1386
100,101,101,Cameron Beckman,99,87.32,1577,1377
101,T102,T102,Tom Byrum,83,87.31,1300,1135
102,T102,T102,Tommy Tolles,67,87.31,1095,956
103,104,104,Neal Lancaster,106,87.28,1698,1482
104,105,105,Cliff Kresge,89,87.25,1365,1191
105,106,106,Chris Couch,55,87.22,837,730
106,107,107,Carlos Franco,99,87.21,1634,1425
107,108,108,David Branshaw,84,87.19,1327,1157
108,109,109,Jonathan Byrd,85,87.18,1303,1136
109,T110,T110,Frank Lickliter II,89,87.15,1393,1214
110,T110,T110,Davis Love III,85,87.15,1097,956
111,T110,T110,Joe Ogilvie,104,87.15,1518,1323
112,113,113,Jason Dufner,79,87.14,1299,1132
113,T114,T114,Russ Cochran,61,87.13,987,860
114,T114,T114,Blaine McCallister,68,87.13,1119,975
115,116,116,Sergio Garcia,65,87.12,947,825
116,117,117,Dan Olsen,75,87.1,1163,1013
117,118,118,David Toms,80,87.05,1050,914
118,T119,T119,J.L. Lewis,106,87.04,1636,1424
119,T119,T119,Kevin Na,100,87.04,1590,1384
120,121,121,Chris Smith,105,87.03,1696,1476
121,122,122,Bart Bryant,73,87.0,1223,1064
122,123,123,Scott Hoch,52,86.98,845,735
123,124,124,Mike Heinen,53,86.95,927,806
124,T125,T125,Jeff Brehaut,106,86.93,1745,1517
125,T125,T125,David Morland IV,73,86.93,1125,978
126,T127,T127,Steve Elkington,64,86.91,1024,890
127,T127,T127,Esteban Toledo,92,86.91,1467,1275
128,129,129,Niclas Fasth,61,86.89,969,842
129,130,130,Joe Durant,85,86.88,1402,1218
130,131,131,Jeff Maggert,60,86.84,927,805
131,T132,T132,Robert Allenby,93,86.82,1328,1153
132,T132,T132,Ted Purdy,114,86.82,1859,1614
133,T134,T134,Jason Bohn,98,86.8,1606,1394
134,T134,T134,Jonathan Kaye,79,86.8,1159,1006
135,136,136,Joey Sindelar,100,86.73,1613,1399
136,T137,T137,K.J. Choi,83,86.72,1152,999
137,T137,T137,Arron Oberholser,77,86.72,1145,993
138,139,139,Lee Janzen,84,86.71,1294,1122
139,140,140,Andre Stolz,53,86.7,872,756
140,T141,T141,Bernhard Langer,59,86.68,781,677
141,T141,T141,Spike McRoy,93,86.68,1434,1243
142,T141,T141,Mark O'Meara,58,86.68,743,644
143,144,144,Roger Tambellini,81,86.66,1297,1124
144,145,145,Dicky Pride,66,86.65,1116,967
145,T146,T146,Steve Allan,102,86.62,1637,1418
146,T146,T146,Hank Kuehne,91,86.62,1554,1346
147,148,148,Notah Begay III,71,86.61,1195,1035
148,149,149,Ryan Palmer,103,86.58,1632,1413
149,T150,T150,Bob Estes,73,86.56,930,805
150,T150,T150,Vijay Singh,112,86.56,1622,1404
151,152,152,Stuart Appleby,84,86.54,1085,939
152,153,153,Kenny Perry,79,86.51,1134,981
153,154,154,Ken Duke,89,86.48,1450,1254
154,155,155,Scott Simpson,55,86.45,930,804
155,156,156,Jeff Sluman,98,86.43,1503,1299
156,157,157,Rich Barcelo,67,86.34,1091,942
157,158,158,Mark Wilson,62,86.33,1046,903
158,T159,T159,Peter Lonard,68,86.29,1021,881
159,T159,T159,Kevin Sutherland,86,86.29,1240,1070
160,161,161,Heath Slocum,92,86.28,1553,1340
161,162,162,Guy Boros,64,86.26,1077,929
162,163,163,Justin Rose,77,86.25,1149,991
163,164,164,Phil Mickelson,83,86.22,994,857
164,165,165,Kirk Triplett,88,86.2,1210,1043
165,166,166,Jay Williamson,100,86.07,1666,1434
166,T167,T167,Arjun Atwal,85,86.06,1392,1198
167,T167,T167,Mark Calcavecchia,79,86.06,1090,938
168,169,169,Rich Beem,81,85.97,1155,993
169,170,170,Grant Waite,79,85.95,1274,1095
170,T171,T171,Robert Damron,92,85.93,1556,1337
171,T171,T171,Mike Weir,75,85.93,1016,873
172,173,173,Craig Perks,75,85.87,1182,1015
173,174,174,Hirofumi Miyase,65,85.85,1046,898
174,175,175,Vaughn Taylor,84,85.84,1419,1218
175,176,176,Kris Cox,73,85.81,1135,974
176,177,177,Lucas Glover,95,85.77,1560,1338
177,178,178,Shaun Micheel,93,85.75,1291,1107
178,179,179,Ben Curtis,56,85.68,747,640
179,180,180,Omar Uresti,85,85.62,1419,1215
180,181,181,Alex Cejka,76,85.56,1039,889
181,182,182,Tripp Isenhour,55,85.55,879,752
182,183,183,Mark Brooks,72,85.52,1077,921
183,184,184,Steve Lowery,91,85.51,1380,1180
184,185,185,D.J. Brigman,79,85.5,1269,1085
185,186,186,Craig Barlow,80,85.48,1302,1113
186,187,187,Pat Perez,102,85.35,1597,1363
187,188,188,Billy Mayfair,109,85.21,1758,1498
188,189,189,Woody Austin,94,85.05,1559,1326
189,190,190,Rocco Mediate,53,84.89,675,573
190,191,191,Gene Sauers,83,84.79,1387,1176
191,192,192,Fred Couples,54,84.7,830,703
192,193,193,Scott Hend,81,84.44,1305,1102
193,194,194,Kevin Muncrief,50,83.68,870,728
194,195,195,John Huston,62,83.66,869,727
195,196,196,David Gossett,57,82.01,1006,825
