,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
0,1,1,Steve Stricker,81,90.02,1192,1073
1,2,2,Freddie Jacobson,83,89.95,1095,985
2,3,3,Jay Haas,84,89.88,1107,995
3,4,4,Tiger Woods,78,89.62,954,855
4,5,5,Hidemichi Tanaka,89,89.58,1401,1255
5,6,6,Jesper Parnevik,86,89.57,1294,1159
6,7,7,Todd Hamilton,92,89.49,1265,1132
7,8,8,Loren Roberts,81,89.41,1199,1072
8,9,9,Richard Johnson,102,89.39,1621,1449
9,10,10,Brian Gay,96,89.35,1550,1385
10,11,11,Matt Gogel,86,89.34,1220,1090
11,12,12,Shigeki Maruyama,93,89.3,1374,1227
12,13,13,Retief Goosen,56,89.18,721,643
13,14,14,Brian Bateman,84,89.14,1298,1157
14,15,15,J.J. Henry,103,89.13,1646,1467
15,16,16,Zach Johnson,109,89.09,1567,1396
16,17,17,Brad Faxon,94,89.08,1218,1085
17,18,18,Ben Crane,92,89.07,1427,1271
18,19,19,Danny Ellis,81,89.06,1197,1066
19,20,20,Luke Donald,72,89.02,1102,981
20,21,21,Stephen Ames,97,88.94,1428,1270
21,22,22,Geoff Ogilvy,91,88.83,1334,1185
22,23,23,Bob Burns,88,88.79,1391,1235
23,24,24,Stephen Leaney,84,88.7,1044,926
24,25,25,Tom Carter,113,88.64,1717,1522
25,26,26,Harrison Frazar,86,88.63,1267,1123
26,27,27,Craig Bowden,83,88.62,1336,1184
27,T28,T28,Dan Forsman,79,88.61,1176,1042
28,T28,T28,Brent Geiberger,94,88.61,1492,1322
29,T28,T28,Jerry Kelly,113,88.61,1571,1392
30,T28,T28,David Peoples,82,88.61,1334,1182
31,32,32,Stewart Cink,103,88.6,1412,1251
32,33,33,John Rollins,90,88.56,1294,1146
33,34,34,Adam Scott,55,88.54,707,626
34,35,35,Brian Kortan,65,88.52,1019,902
35,36,36,J.P. Hayes,79,88.5,1148,1016
36,37,37,Ernie Els,62,88.47,746,660
37,38,38,Mathias Grönberg,91,88.45,1351,1195
38,39,39,Todd Fischer,104,88.42,1658,1466
39,40,40,Len Mattiace,75,88.41,1251,1106
40,T41,T41,Michael Allen,87,88.4,1397,1235
41,T41,T41,Dudley Hart,60,88.4,819,724
42,T43,T43,Scott McCarron,88,88.33,1362,1203
43,T43,T43,Dean Wilson,99,88.33,1620,1431
44,45,45,Tim Herron,84,88.29,1213,1071
45,46,46,Rod Pampling,98,88.28,1399,1235
46,47,47,John Daly,79,88.21,1213,1070
47,48,48,Aaron Baddeley,87,88.19,1363,1202
48,T49,T49,Skip Kendall,99,88.16,1419,1251
49,T49,T49,Chris Riley,78,88.16,946,834
50,51,51,Scott Verplank,92,88.15,1232,1086
51,52,52,Carl Pettersson,100,88.14,1391,1226
52,53,53,Craig Parry,52,88.09,655,577
53,54,54,Greg Chalmers,70,88.07,1157,1019
