,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
28,T27,T27,Steve Stricker,81,"10' 8""",2264.167,213,72,"1"""
29,T30,T30,Glen Day,101,"10' 7""",3173.083,301,44,"4"""
30,T30,T30,Steve Elkington,64,"10' 7""",1877.8329999999999,177,44,"2"""
31,T30,T30,Brent Geiberger,94,"10' 7""",2967.083,280,51,"6"""
32,T30,T30,Nick Price,51,"10' 7""",1149.167,109,38,"3"""
33,T34,T34,Briny Baird,100,"10' 6""",2874.333,274,52,"3"""
34,T34,T34,Tom Carter,113,"10' 6""",2936.417,280,47,"5"""
35,T34,T34,Greg Chalmers,70,"10' 6""",2297.083,219,71,"1"""
36,T34,T34,Steve Flesch,109,"10' 6""",3041.333,290,60,"5"""
37,T34,T34,Tripp Isenhour,55,"10' 6""",1547.1670000000001,147,50,"7"""
38,T34,T34,Neal Lancaster,106,"10' 6""",3161.417,301,59,"5"""
39,T40,T40,Stephen Ames,97,"10' 5""",3062.0,293,55,"1"""
40,T40,T40,Craig Bowden,83,"10' 5""",2296.333,221,46,"6"""
41,T40,T40,Stewart Cink,103,"10' 5""",3092.75,298,72,"6"""
42,T40,T40,John Cook,57,"10' 5""",1485.0,143,42,"6"""
43,T40,T40,Chris DiMarco,105,"10' 5""",2930.0,281,66,"6"""
44,T40,T40,Ken Duke,89,"10' 5""",2598.083,250,59,"4"""
45,T40,T40,Richard Johnson,102,"10' 5""",3209.25,308,49,"1"""
46,T40,T40,Frank Lickliter II,89,"10' 5""",2970.917,285,54,"5"""
47,T40,T40,Hunter Mahan,94,"10' 5""",2837.667,273,48,1
48,T40,T40,Loren Roberts,81,"10' 5""",2524.833,243,44,"4"""
49,T40,T40,Gene Sauers,83,"10' 5""",2361.917,227,56,"5"""
50,T40,T40,Hidemichi Tanaka,89,"10' 5""",2542.167,244,44,"1"""
51,T40,T40,David Toms,80,"10' 5""",2308.5,221,61,"5"""
52,T40,T40,Kirk Triplett,88,"10' 5""",2536.833,243,69,"6"""
53,T40,T40,Jay Williamson,100,"10' 5""",2943.333,282,45,"6"""
54,T55,T55,Joe Durant,85,"10' 4""",2688.75,260,44,"8"""
55,T55,T55,Brian Gay,96,"10' 4""",2998.583,291,53,"1"""
56,T55,T55,Blaine McCallister,68,"10' 4""",1721.6670000000001,166,41,"5"""
57,T55,T55,Adam Scott,55,"10' 4""",1765.5829999999999,171,36,"8"""
58,T55,T55,Duffy Waldorf,79,"10' 4""",2167.917,210,50,"9"""
59,T55,T55,Mike Weir,75,"10' 4""",2056.667,199,56,"4"""
60,T61,T61,Stuart Appleby,84,"10' 3""",2287.167,223,55,"8"""
61,T61,T61,Aaron Baddeley,87,"10' 3""",2412.333,236,43,"6"""
62,T61,T61,Danny Briggs,85,"10' 3""",2657.667,259,55,"7"""
63,T61,T61,Olin Browne,92,"10' 3""",2796.833,273,48,"1"""
64,T61,T61,Jay Delsing,76,"10' 3""",1992.8329999999999,194,54,"1"""
65,T61,T61,Len Mattiace,75,"10' 3""",2022.8329999999999,197,40,"4"""
66,T61,T61,Deane Pappas,72,"10' 3""",2212.833,216,56,"5"""
67,T61,T61,Justin Rose,77,"10' 3""",2434.417,237,58,"4"""
68,T61,T61,Jeff Sluman,98,"10' 3""",2934.417,287,70,"1"""
69,T70,T70,Alex Cejka,76,"10' 2""",1938.0829999999999,190,41,"5"""
70,T70,T70,K.J. Choi,83,"10' 2""",2199.75,216,50,"3"""
71,T70,T70,Brian Kortan,65,"10' 2""",1551.8329999999999,153,45,"1"""
72,T70,T70,José María Olazábal,56,"10' 2""",1330.6670000000001,131,68,"11"""
73,T70,T70,Dan Olsen,75,"10' 2""",1995.3329999999999,197,54,"4"""
74,T70,T70,Jesper Parnevik,86,"10' 2""",2574.333,254,56,"1"""
75,T70,T70,Carl Pettersson,100,"10' 2""",3034.25,298,48,"1"""
76,T70,T70,Ted Purdy,114,"10' 2""",3754.417,369,61,"4"""
77,T70,T70,Dean Wilson,99,"10' 2""",2947.0,290,50,"1"""
78,T79,T79,Guy Boros,64,"10' 1""",1762.25,175,47,"6"""
79,T79,T79,Ben Crane,92,"10' 1""",2723.25,269,62,"1"""
80,T79,T79,Matt Gogel,86,"10' 1""",2454.083,244,65,"5"""
81,T79,T79,Mark Hensby,97,"10' 1""",2919.917,289,48,"6"""
82,T79,T79,Scott Hoch,52,"10' 1""",1630.5,162,51,"1"""
83,T79,T79,John Huston,62,"10' 1""",1659.0829999999999,165,41,"4"""
84,T79,T79,Zach Johnson,109,"10' 1""",3303.167,327,58,"4"""
85,T79,T79,Jonathan Kaye,79,"10' 1""",2083.583,206,62,"6"""
86,T79,T79,Rocco Mediate,53,"10' 1""",1054.667,105,61,"8"""
87,T79,T79,Joe Ogilvie,104,"10' 1""",3013.25,300,57,"4"""
88,T79,T79,Brenden Pappas,111,"10' 1""",3488.333,346,53,"1"""
89,T79,T79,Pat Perez,102,"10' 1""",3119.917,309,54,"4"""
90,T79,T79,Joey Sindelar,100,"10' 1""",2849.5,282,44,"5"""
91,T92,T92,Bob Estes,73,"10' 0""",1582.4170000000001,158,44,"6"""
92,T92,T92,Charles Howell III,104,"10' 0""",2366.667,236,68,"4"""
93,T92,T92,Skip Kendall,99,"10' 0""",2577.917,258,51,"6"""
94,T92,T92,Jeff Maggert,60,"10' 0""",1627.3329999999999,163,60,"1"""
95,T92,T92,Billy Mayfair,109,"10' 0""",2584.333,258,54,"1"""
96,T97,T97,Billy Andrade,104,"9' 11""",2959.417,298,40,"1"""
97,T97,T97,Brian Bateman,84,"9' 11""",2586.083,260,54,"1"""
98,T97,T97,Cameron Beckman,99,"9' 11""",2947.417,297,60,"5"""
99,T97,T97,Daniel Chopra,108,"9' 11""",3256.583,329,83,"1"""
100,T97,T97,Robert Damron,92,"9' 11""",2593.333,261,53,"1"""
101,T97,T97,Danny Ellis,81,"9' 11""",2069.167,209,44,"4"""
102,T97,T97,Tom Lehman,70,"9' 11""",2031.3329999999999,205,53,"5"""
103,T97,T97,Geoff Ogilvy,91,"9' 11""",2792.5,282,46,"1"""
104,T97,T97,Tom Pernice Jr.,103,"9' 11""",2725.417,274,50,"3"""
105,T97,T97,John Riegger,53,"9' 11""",1522.9170000000001,154,39,"5"""
106,T97,T97,Heath Slocum,92,"9' 11""",2610.333,264,39,"11"""
107,T97,T97,Bo Van Pelt,107,"9' 11""",3025.25,306,59,"3"""
108,T109,T109,David Branshaw,84,"9' 10""",2173.417,221,58,"7"""
109,T109,T109,Mark Brooks,72,"9' 10""",1472.3329999999999,150,37,"7"""
110,T109,T109,Bart Bryant,73,"9' 10""",2238.0,228,47,"7"""
111,T109,T109,Carlos Franco,99,"9' 10""",3000.667,306,76,"5"""
112,T109,T109,Freddie Jacobson,83,"9' 10""",2269.667,230,55,"5"""
113,T109,T109,Bernhard Langer,59,"9' 10""",1320.0,134,57,"6"""
114,T109,T109,Peter Lonard,68,"9' 10""",1421.9170000000001,145,51,"4"""
115,T109,T109,Arron Oberholser,77,"9' 10""",1869.0,190,43,"4"""
116,T109,T109,Rod Pampling,98,"9' 10""",2615.167,267,45,"6"""
117,T118,T118,Jason Bohn,98,"9' 9""",3109.167,319,84,"3"""
118,T118,T118,Chad Campbell,100,"9' 9""",2353.917,242,65,"7"""
119,T118,T118,José Coceres,68,"9' 9""",1982.6670000000001,204,54,"1"""
120,T118,T118,Todd Fischer,104,"9' 9""",2801.25,288,43,"4"""
121,T118,T118,Dudley Hart,60,"9' 9""",1405.5,144,56,"6"""
122,T118,T118,Steve Lowery,91,"9' 9""",2467.667,254,52,"7"""
123,T118,T118,Shigeki Maruyama,93,"9' 9""",2794.5,287,49,"3"""
124,T118,T118,Spike McRoy,93,"9' 9""",2217.75,228,66,"7"""
125,T118,T118,David Peoples,82,"9' 9""",2358.917,241,73,"5"""
126,T118,T118,Craig Perks,75,"9' 9""",1837.3329999999999,188,45,"4"""
127,T118,T118,Kenny Perry,79,"9' 9""",2282.25,235,37,"5"""
128,T118,T118,Tag Ridings,53,"9' 9""",1583.5,162,42,"6"""
129,T118,T118,Andre Stolz,53,"9' 9""",1374.4170000000001,141,37,"6"""
130,T131,T131,Michael Allen,87,"9' 8""",2433.917,252,48,"4"""
131,T131,T131,Mark Calcavecchia,79,"9' 8""",1991.5,206,41,"4"""
132,T131,T131,Tim Clark,84,"9' 8""",2524.667,261,45,"9"""
133,T131,T131,Fred Funk,97,"9' 8""",2611.667,271,46,"7"""
134,T131,T131,Roger Tambellini,81,"9' 8""",2094.25,217,62,"5"""
135,T131,T131,Scott Verplank,92,"9' 8""",2597.333,268,55,"6"""
136,T137,T137,Steve Allan,102,"9' 7""",2842.167,297,57,"1"""
137,T137,T137,Darren Clarke,54,"9' 7""",1243.25,130,62,"7"""
138,T137,T137,Jason Dufner,79,"9' 7""",2290.583,239,60,"1"""
139,T137,T137,J.P. Hayes,79,"9' 7""",1882.9170000000001,197,40,"8"""
140,T137,T137,Cliff Kresge,89,"9' 7""",2075.0,217,40,"5"""
141,T137,T137,Kevin Muncrief,50,"9' 7""",1161.0,121,59,"10"""
142,T137,T137,Vaughn Taylor,84,"9' 7""",2696.75,281,48,"3"""
143,T144,T144,D.J. Brigman,79,"9' 6""",2184.083,229,45,"4"""
144,T144,T144,Jonathan Byrd,85,"9' 6""",2474.417,260,65,"4"""
145,T144,T144,Robert Gamez,103,"9' 6""",2925.5,309,36,"1"""
146,T144,T144,Scott Hend,81,"9' 6""",2282.167,240,63,"1"""
147,T144,T144,Rory Sabbatini,89,"9' 6""",2519.5,265,40,"1"""
148,T144,T144,Kevin Sutherland,86,"9' 6""",1950.3329999999999,205,48,"1"""
149,T144,T144,Tiger Woods,78,"9' 6""",2326.25,244,64,"4"""
150,T151,T151,Kent Jones,99,"9' 5""",2690.417,286,52,"4"""
151,T151,T151,Jerry Kelly,113,"9' 5""",3087.583,327,72,"1"""
152,T151,T151,J.L. Lewis,106,"9' 5""",2838.25,302,54,"7"""
153,T151,T151,Davis Love III,85,"9' 5""",2026.8329999999999,216,36,"3"""
154,T151,T151,Craig Parry,52,"9' 5""",1090.917,116,43,"1"""
155,T151,T151,John Senden,99,"9' 5""",2805.917,299,43,"1"""
156,T157,T157,Robert Allenby,93,"9' 4""",2423.75,260,43,"4"""
157,T157,T157,Arjun Atwal,85,"9' 4""",2314.417,247,51,"4"""
158,T157,T157,Lee Janzen,84,"9' 4""",2331.25,250,67,"3"""
159,T157,T157,Justin Leonard,90,"9' 4""",1915.0,205,41,"7"""
160,T157,T157,Scott McCarron,88,"9' 4""",2489.667,266,67,"6"""
161,T157,T157,Tommy Tolles,67,"9' 4""",1924.8329999999999,206,40,"7"""
162,T163,T163,Paul Azinger,75,"9' 3""",2114.667,228,76,"5"""
163,T163,T163,Niclas Fasth,61,"9' 3""",1405.4170000000001,152,54,"6"""
164,T163,T163,Harrison Frazar,86,"9' 3""",2421.917,262,45,"8"""
165,T163,T163,Todd Hamilton,92,"9' 3""",2036.5,221,43,"3"""
166,T163,T163,John Rollins,90,"9' 3""",2220.0,241,46,"11"""
167,T168,T168,Fred Couples,54,"9' 2""",1454.6670000000001,159,57,"1"""
168,T168,T168,J.J. Henry,103,"9' 2""",2769.75,302,62,"2"""
169,T168,T168,Hank Kuehne,91,"9' 2""",2613.5,286,42,"1"""
170,T168,T168,Kevin Na,100,"9' 2""",2484.083,271,55,"7"""
171,T168,T168,Grant Waite,79,"9' 2""",1790.6670000000001,196,42,"6"""
172,T173,T173,Kris Cox,73,"9' 1""",1656.9170000000001,182,32,"6"""
173,T173,T173,Dennis Paulson,71,"9' 1""",2109.667,233,65,"1"""
174,T173,T173,Vijay Singh,112,"9' 1""",3500.917,386,61,"4"""
175,T176,T176,Woody Austin,94,"9' 0""",2778.75,308,54,"1"""
176,T176,T176,Chris Couch,55,"9' 0""",1296.083,144,40,"5"""
177,T176,T176,Tim Herron,84,"9' 0""",1885.4170000000001,209,42,"4"""
178,T176,T176,Chris Smith,105,"9' 0""",2995.417,334,65,"1"""
179,T176,T176,Omar Uresti,85,"9' 0""",1985.3329999999999,221,75,"5"""
180,T181,T181,Rich Beem,81,"8' 11""",1804.25,202,47,"5"""
181,T181,T181,Notah Begay III,71,"8' 11""",1968.0829999999999,220,49,"4"""
182,T181,T181,John Daly,79,"8' 11""",2254.75,254,42,"4"""
183,T181,T181,Mike Heinen,53,"8' 11""",1529.0829999999999,172,40,"4"""
184,T181,T181,Dicky Pride,66,"8' 11""",1399.75,157,34,"4"""
185,T181,T181,Roland Thatcher,66,"8' 11""",1801.8329999999999,203,64,"10"""
186,187,187,Lucas Glover,95,"8' 10""",2682.083,305,43,"4"""
187,T188,T188,Craig Barlow,80,"8' 9""",2040.9170000000001,234,44,"3"""
188,T188,T188,Ernie Els,62,"8' 9""",1423.25,162,42,"6"""
189,T188,T188,Mathias Grönberg,91,"8' 9""",1907.4170000000001,219,51,"5"""
190,T188,T188,Jay Haas,84,"8' 9""",1781.6670000000001,204,36,"7"""
191,T192,T192,Jeff Brehaut,106,"8' 8""",2634.417,305,77,"4"""
192,T192,T192,Retief Goosen,56,"8' 8""",1401.75,161,50,"5"""
193,194,194,Ryan Palmer,103,"8' 6""",2666.833,315,47,"1"""
194,195,195,Sergio Garcia,65,"8' 3""",1529.25,185,54,"4"""
195,196,196,Phil Mickelson,83,"8' 2""",1725.25,212,33,"1"""
