,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
0,1,1,Tag Ridings,52.08,75,144
1,2,2,Arjun Atwal,48.61,105,216
2,3,3,Rich Barcelo,47.22,68,144
3,4,4,Brad Faxon,45.99,149,324
4,T5,T5,Darren Clarke,45.68,74,162
5,T5,T5,Rory Sabbatini,45.68,148,324
6,T7,T7,Niclas Fasth,45.06,73,162
7,T7,T7,Kirk Triplett,45.06,146,324
8,9,9,Mark Hensby,45.03,154,342
9,10,10,Greg Chalmers,44.87,105,234
10,T11,T11,Hunter Mahan,44.79,129,288
11,T11,T11,Dean Wilson,44.79,129,288
12,T13,T13,Notah Begay III,44.44,88,198
13,T13,T13,Hirofumi Miyase,44.44,40,90
14,T13,T13,Geoff Ogilvy,44.44,144,324
15,T16,T16,Todd Fischer,43.83,142,324
16,T16,T16,Mike Heinen,43.83,71,162
17,T18,T18,Ben Curtis,43.75,63,144
18,T18,T18,Dan Olsen,43.75,63,144
19,20,20,Matt Gogel,43.46,133,306
20,21,21,Aaron Baddeley,43.4,125,288
21,22,22,Craig Perks,43.33,78,180
22,23,23,Tom Byrum,43.14,132,306
23,24,24,Shigeki Maruyama,43.12,163,378
24,25,25,Hank Kuehne,42.96,116,270
25,26,26,Richard Johnson,42.9,139,324
26,27,27,Glen Day,42.81,131,306
27,28,28,Heath Slocum,42.59,115,270
28,29,29,Brenden Pappas,42.5,153,360
29,30,30,Adam Scott,42.42,84,198
30,31,31,Bob Burns,42.31,99,234
31,32,32,Jesper Parnevik,42.28,137,324
32,T33,T33,Joe Ogilvie,42.22,152,360
33,T33,T33,José María Olazábal,42.22,76,180
34,35,35,Ernie Els,42.06,106,252
35,T36,T36,Dudley Hart,41.98,68,162
36,T36,T36,David Morland IV,41.98,68,162
37,T38,T38,Mathias Grönberg,41.92,83,198
38,T38,T38,Tim Petrovic,41.92,166,396
39,T38,T38,Nick Price,41.92,83,198
40,41,41,John Rollins,41.85,113,270
41,T42,T42,Robert Damron,41.83,128,306
42,T42,T42,Scott McCarron,41.83,128,306
43,44,44,Carl Pettersson,41.8,158,378
44,45,45,Steve Flesch,41.79,173,414
45,T46,T46,Mark Brooks,41.67,45,108
46,T46,T46,Stewart Cink,41.67,165,396
47,T46,T46,Grant Waite,41.67,75,180
48,49,49,Corey Pavin,41.5,127,306
49,50,50,Jonathan Byrd,41.48,112,270
50,T51,T51,José Coceres,41.45,97,234
51,T51,T51,Bob Estes,41.45,97,234
52,53,53,Dicky Pride,41.36,67,162
53,54,54,Danny Briggs,41.27,104,252
54,T55,T55,Retief Goosen,41.2,89,216
55,T55,T55,Len Mattiace,41.2,89,216
56,57,57,Freddie Jacobson,41.18,126,306
57,58,58,Jeff Maggert,41.11,74,180
58,59,59,Danny Ellis,41.03,96,234
59,T60,T60,Tim Clark,40.97,118,288
60,T60,T60,Davis Love III,40.97,118,288
61,62,62,Andre Stolz,40.48,51,126
62,63,63,Jay Delsing,40.4,80,198
63,T64,T64,Skip Kendall,40.28,145,360
64,T64,T64,Tommy Tolles,40.28,58,144
65,T66,T66,Rod Pampling,40.21,152,378
66,T66,T66,Jeff Sluman,40.21,152,378
67,68,68,Steve Stricker,40.17,94,234
68,T69,T69,Paul Azinger,40.08,101,252
69,T69,T69,Ken Duke,40.08,101,252
70,T69,T69,Jonathan Kaye,40.08,101,252
71,T69,T69,Omar Uresti,40.08,101,252
72,73,73,Vaughn Taylor,40.0,108,270
73,74,74,Tommy Armour III,39.93,115,288
74,75,75,Lee Janzen,39.87,122,306
75,76,76,Patrick Sheehan,39.86,165,414
76,T77,T77,Ryan Palmer,39.81,129,324
77,T77,T77,Loren Roberts,39.81,129,324
78,79,79,Ben Crane,39.77,136,342
79,80,80,Bernhard Langer,39.74,93,234
80,81,81,Mike Weir,39.63,107,270
81,82,82,Tim Herron,39.58,114,288
82,83,83,Kevin Na,39.54,121,306
83,T84,T84,Billy Andrade,39.44,142,360
84,T84,T84,Robert Gamez,39.44,142,360
85,86,86,Peter Lonard,39.39,78,198
86,87,87,David Branshaw,39.35,85,216
87,88,88,Spike McRoy,39.32,92,234
88,T89,T89,Michael Allen,39.26,106,270
89,T89,T89,Stephen Leaney,39.26,106,270
90,T89,T89,Tom Lehman,39.26,106,270
91,T92,T92,Harrison Frazar,39.24,113,288
92,T92,T92,Lucas Glover,39.24,113,288
93,94,94,Brent Geiberger,39.2,127,324
94,95,95,Jason Bohn,39.18,134,342
95,T96,T96,Stephen Ames,39.15,148,378
96,T96,T96,J.L. Lewis,39.15,148,378
97,T98,T98,Guy Boros,38.89,56,144
98,T98,T98,Jason Dufner,38.89,77,198
99,T98,T98,Phil Mickelson,38.89,126,324
100,T98,T98,Justin Rose,38.89,112,288
101,T98,T98,Roland Thatcher,38.89,63,162
102,T98,T98,David Toms,38.89,105,270
103,104,104,Ted Purdy,38.64,153,396
104,105,105,Neal Lancaster,38.61,139,360
105,106,106,Jeff Brehaut,38.58,125,324
106,107,107,Brian Bateman,38.56,118,306
107,108,108,Stuart Appleby,38.54,111,288
108,109,109,Vijay Singh,38.48,187,486
109,110,110,Jerry Kelly,38.46,180,468
110,111,111,Carlos Franco,38.43,166,432
111,112,112,Bo Van Pelt,38.41,159,414
112,T113,T113,Fred Funk,38.33,138,360
113,T113,T113,Scott Hoch,38.33,69,180
114,T113,T113,John Senden,38.33,138,360
115,116,116,Tom Pernice Jr.,38.3,131,342
116,T117,T117,K.J. Choi,38.27,124,324
117,T117,T117,John Cook,38.27,62,162
118,119,119,Brian Gay,38.19,110,288
119,T120,T120,Dennis Paulson,38.15,103,270
120,T120,T120,Kevin Sutherland,38.15,103,270
121,122,122,Brian Kortan,38.1,48,126
122,123,123,Robert Allenby,38.06,137,360
123,T124,T124,David Frost,38.03,89,234
124,T124,T124,Matt Kuchar,38.03,89,234
125,126,126,Chris DiMarco,37.96,164,432
126,T127,T127,Pat Bates,37.91,116,306
127,T127,T127,Frank Lickliter II,37.91,116,306
128,T129,T129,D.J. Brigman,37.88,75,198
129,T129,T129,Dan Forsman,37.88,75,198
130,T129,T129,Gene Sauers,37.88,75,198
131,132,132,David Peoples,37.85,109,288
132,133,133,Chris Riley,37.78,102,270
133,134,134,Joey Sindelar,37.72,129,342
134,T135,T135,Craig Bowden,37.5,81,216
135,T135,T135,Tom Carter,37.5,135,360
136,137,137,Cameron Beckman,37.43,128,342
137,138,138,Olin Browne,37.41,101,270
138,T139,T139,Brett Quigley,37.35,121,324
139,T139,T139,Tiger Woods,37.35,121,324
140,141,141,Daniel Chopra,37.3,141,378
141,142,142,Zach Johnson,37.27,161,432
142,143,143,Jay Williamson,37.25,114,306
143,T144,T144,Joe Durant,37.15,107,288
144,T144,T144,Steve Lowery,37.15,107,288
145,T146,T146,Woody Austin,37.04,120,324
146,T146,T146,J.J. Henry,37.04,140,378
147,T146,T146,Blaine McCallister,37.04,40,108
148,T146,T146,Bob Tway,37.04,120,324
