,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
0,1,1,José Coceres,45.91,157,342
1,2,2,Paul Azinger,45.65,189,414
2,3,3,Mark Calcavecchia,44.44,160,360
3,4,4,Ben Crane,44.23,207,468
4,5,5,Ernie Els,44.07,119,270
5,6,6,Stuart Appleby,43.72,181,414
6,T7,T7,Neal Lancaster,43.52,235,540
7,T7,T7,Tiger Woods,43.52,141,324
8,9,9,John Rollins,43.42,211,486
9,10,10,Brad Faxon,43.16,202,468
10,11,11,Mike Weir,43.12,163,378
11,12,12,Glen Day,43.06,248,576
12,13,13,Craig Parry,42.96,116,270
13,14,14,Jonathan Byrd,42.95,201,468
14,15,15,Patrick Sheehan,42.88,247,576
15,16,16,Esteban Toledo,42.86,270,630
16,17,17,Joe Ogilvie,42.72,223,522
17,T18,T18,John Daly,42.68,169,396
18,T18,T18,Freddie Jacobson,42.68,169,396
19,20,20,Brian Gay,42.65,238,558
20,21,21,Michael Allen,42.31,198,468
21,22,22,Brian Bateman,42.27,175,414
22,23,23,Adam Scott,42.22,114,270
23,24,24,Greg Chalmers,42.17,167,396
24,25,25,Mark O'Meara,42.16,129,306
25,26,26,J.P. Hayes,42.09,197,468
26,27,27,Niclas Fasth,42.06,159,378
27,28,28,Justin Leonard,42.03,174,414
28,29,29,Frank Lickliter II,42.0,189,450
29,30,30,Scott Simpson,41.98,136,324
30,31,31,Hunter Mahan,41.85,226,540
31,32,32,Mike Heinen,41.83,128,306
32,33,33,Danny Ellis,41.78,188,450
33,34,34,Stewart Cink,41.67,195,468
34,35,35,Davis Love III,41.53,157,378
35,36,36,Richard Johnson,41.49,239,576
36,37,37,Rory Sabbatini,41.44,179,432
37,38,38,Brenden Pappas,41.41,246,594
38,39,39,Dennis Paulson,41.39,149,360
39,40,40,Len Mattiace,41.33,186,450
40,41,41,Jay Haas,41.27,156,378
41,42,42,David Morland IV,41.24,193,468
42,T43,T43,Jesper Parnevik,41.2,178,432
43,T43,T43,Bob Tway,41.2,178,432
44,45,45,Arjun Atwal,41.19,215,522
45,46,46,Cliff Kresge,41.15,237,576
46,T47,T47,Tom Byrum,40.97,177,432
47,T47,T47,Harrison Frazar,40.97,177,432
48,T47,T47,Matt Gogel,40.97,177,432
49,50,50,Craig Bowden,40.95,199,486
50,51,51,Matt Kuchar,40.87,206,504
51,52,52,Justin Rose,40.83,147,360
52,53,53,Steve Stricker,40.81,191,468
53,T54,T54,Steve Lowery,40.74,198,486
54,T54,T54,Brett Quigley,40.74,220,540
55,56,56,Ted Purdy,40.69,249,612
56,T57,T57,Shigeki Maruyama,40.67,183,450
57,T57,T57,Rod Pampling,40.67,183,450
58,T59,T59,Todd Hamilton,40.6,190,468
59,T59,T59,Dan Olsen,40.6,190,468
60,61,61,Loren Roberts,40.48,153,378
61,T62,T62,Geoff Ogilvy,40.44,182,450
62,T62,T62,Kevin Sutherland,40.44,182,450
63,64,64,Hank Kuehne,40.42,211,522
64,65,65,Scott Verplank,40.34,167,414
65,66,66,Billy Andrade,40.32,225,558
66,T67,T67,Daniel Chopra,40.28,232,576
67,T67,T67,Jerry Kelly,40.28,203,504
68,T67,T67,Omar Uresti,40.28,203,504
69,T70,T70,Skip Kendall,40.23,210,522
70,T70,T70,Bo Van Pelt,40.23,210,522
71,72,72,Deane Pappas,40.21,152,378
72,T73,T73,Guy Boros,40.15,159,396
73,T73,T73,Corey Pavin,40.15,159,396
74,75,75,Mark Hensby,40.12,195,486
75,T76,T76,Lee Janzen,40.1,166,414
76,T76,T76,Steve Pate,40.1,166,414
77,T78,T78,Bob Burns,40.04,209,522
78,T78,T78,Ken Duke,40.04,209,522
79,T78,T78,Gene Sauers,40.04,209,522
80,81,81,Robert Gamez,39.96,223,558
81,82,82,Phil Mickelson,39.95,151,378
82,83,83,Zach Johnson,39.85,208,522
83,T84,T84,Craig Barlow,39.81,172,432
84,T84,T84,Andre Stolz,39.81,129,324
85,86,86,Arron Oberholser,39.72,143,360
86,T87,T87,Fred Funk,39.68,200,504
87,T87,T87,Chris Riley,39.68,150,378
88,89,89,Bob Estes,39.65,157,396
89,T90,T90,Brent Geiberger,39.56,178,450
