,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Freddie Jacobson,83,66.99,103,69
1,2,2,Skip Kendall,99,65.94,138,91
2,3,3,Jay Haas,84,62.6,123,77
3,4,4,Geoff Ogilvy,91,61.76,136,84
4,5,5,Tiger Woods,78,61.62,99,61
5,6,6,Paul Azinger,75,61.4,114,70
6,7,7,Steve Flesch,109,61.22,147,90
7,8,8,Tommy Tolles,67,61.17,103,63
8,9,9,Ken Duke,89,59.68,124,74
9,10,10,Michael Allen,87,59.23,130,77
10,11,11,Scott Simpson,55,59.09,88,52
11,12,12,Brian Bateman,84,58.96,134,79
12,13,13,Todd Hamilton,92,58.93,112,66
13,14,14,Jesper Parnevik,86,58.91,129,76
14,15,15,J.P. Hayes,79,58.82,119,70
15,16,16,Stewart Cink,103,58.75,160,94
16,17,17,Danny Briggs,85,58.59,128,75
17,18,18,Carl Pettersson,100,58.5,147,86
18,19,19,Sergio Garcia,65,58.33,108,63
19,20,20,Jerry Kelly,113,58.29,175,102
20,21,21,Scott Verplank,92,58.28,151,88
21,22,22,Frank Lickliter II,89,58.27,139,81
22,T23,T23,Brent Geiberger,94,58.0,150,87
23,T23,T23,Shigeki Maruyama,93,58.0,150,87
24,25,25,Zach Johnson,109,57.96,157,91
25,26,26,Brett Quigley,102,57.89,152,88
26,27,27,Matt Gogel,86,57.85,121,70
27,28,28,David Morland IV,73,57.58,99,57
28,29,29,Dan Forsman,79,57.5,80,46
29,30,30,José María Olazábal,56,57.32,82,47
30,31,31,Tag Ridings,53,57.29,96,55
31,32,32,John Daly,79,57.25,131,75
32,33,33,Stephen Ames,97,57.24,145,83
33,T34,T34,Daniel Chopra,108,57.14,161,92
34,T34,T34,Danny Ellis,81,57.14,105,60
35,T34,T34,David Toms,80,57.14,119,68
36,37,37,Loren Roberts,81,57.02,121,69
37,T38,T38,Glen Day,101,56.88,160,91
38,T38,T38,Bob Tway,90,56.88,109,62
39,40,40,Lee Janzen,84,56.83,139,79
40,41,41,Roland Thatcher,66,56.76,111,63
41,42,42,Mark Hensby,97,56.64,143,81
42,43,43,Mark Calcavecchia,79,56.57,99,56
43,44,44,J.J. Henry,103,56.55,145,82
44,45,45,Rod Pampling,98,56.34,142,80
45,46,46,Adam Scott,55,56.16,73,41
46,47,47,Mathias Grönberg,91,56.07,107,60
47,48,48,Harrison Frazar,86,56.0,125,70
48,49,49,Tim Clark,84,55.97,134,75
49,50,50,Davis Love III,85,55.75,113,63
50,51,51,Dennis Paulson,71,55.65,115,64
51,52,52,Richard Johnson,102,55.63,142,79
52,53,53,Brian Gay,96,55.48,155,86
53,54,54,Craig Bowden,83,55.47,128,71
54,55,55,Steve Stricker,81,55.37,121,67
55,56,56,Arjun Atwal,85,55.33,150,83
56,57,57,Corey Pavin,83,55.32,94,52
57,58,58,Joe Ogilvie,104,55.31,179,99
58,59,59,Luke Donald,72,55.0,100,55
59,60,60,Blaine McCallister,68,54.95,111,61
60,61,61,Darren Clarke,54,54.93,71,39
61,62,62,Chris DiMarco,105,54.91,173,95
62,63,63,Duffy Waldorf,79,54.84,124,68
63,64,64,José Coceres,68,54.78,115,63
64,65,65,Niclas Fasth,61,54.76,84,46
65,66,66,Stephen Leaney,84,54.74,95,52
66,67,67,Brad Faxon,94,54.69,128,70
67,68,68,Rory Sabbatini,89,54.68,139,76
68,69,69,Mike Heinen,53,54.65,86,47
69,T70,T70,Rich Barcelo,67,54.55,110,60
70,T70,T70,Dudley Hart,60,54.55,66,36
71,72,72,Patrick Sheehan,113,54.5,200,109
72,73,73,Fred Funk,97,54.49,156,85
73,74,74,Notah Begay III,71,54.46,112,61
74,75,75,Bob Burns,88,54.33,127,69
75,76,76,Retief Goosen,56,54.32,81,44
76,77,77,Todd Fischer,104,54.3,151,82
77,78,78,Kent Jones,99,54.27,164,89
78,79,79,Tim Petrovic,111,54.19,155,84
79,80,80,Fred Couples,54,54.05,74,40
80,81,81,Pat Bates,99,53.99,163,88
81,82,82,Len Mattiace,75,53.91,115,62
82,83,83,Neal Lancaster,106,53.89,167,90
83,84,84,John Senden,99,53.76,173,93
84,85,85,Alex Cejka,76,53.7,108,58
85,86,86,Carlos Franco,99,53.63,179,96
86,87,87,Tom Carter,113,53.52,142,76
87,88,88,Scott McCarron,88,53.44,131,70
88,89,89,Chris Smith,105,53.38,148,79
89,90,90,Craig Parry,52,53.23,62,33
90,91,91,Jeff Brehaut,106,53.14,175,93
91,92,92,Jonathan Byrd,85,53.08,130,69
92,93,93,Chad Campbell,100,53.02,149,79
93,94,94,Ted Purdy,114,53.01,183,97
94,95,95,Briny Baird,100,52.82,142,75
95,96,96,Steve Elkington,64,52.81,89,47
96,97,97,Bart Bryant,73,52.74,146,77
97,T98,T98,Chris Couch,55,52.73,55,29
98,T98,T98,David Frost,78,52.73,110,58
99,100,100,K.J. Choi,83,52.71,129,68
100,101,101,Cliff Kresge,89,52.54,118,62
101,102,102,Pat Perez,102,52.5,160,84
102,103,103,Tom Byrum,83,52.38,126,66
103,104,104,Hunter Mahan,94,52.29,153,80
104,105,105,Robert Allenby,93,52.24,134,70
105,106,106,Guy Boros,64,52.21,113,59
106,107,107,Billy Andrade,104,52.2,159,83
107,108,108,Russ Cochran,61,52.14,117,61
108,109,109,Matt Kuchar,83,52.08,144,75
109,110,110,Jeff Sluman,98,52.07,169,88
110,111,111,John Cook,57,52.0,100,52
111,112,112,Cameron Beckman,99,51.98,177,92
112,T113,T113,Deane Pappas,72,51.96,102,53
113,T113,T113,Chris Riley,78,51.96,102,53
114,115,115,Stuart Appleby,84,51.92,104,54
115,116,116,Ernie Els,62,51.9,79,41
116,117,117,Aaron Baddeley,87,51.67,120,62
117,118,118,Brenden Pappas,111,51.58,190,98
118,T119,T119,Brian Kortan,65,51.43,70,36
119,T119,T119,Tom Lehman,70,51.43,105,54
120,121,121,Dan Olsen,75,51.4,107,55
