,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Adam Scott,55,20.09,448,90
1,2,2,Mark O'Meara,58,19.81,429,85
2,3,3,Brad Faxon,94,19.75,714,141
3,4,4,Alex Cejka,76,19.08,608,116
4,5,5,Tag Ridings,53,19.03,452,86
5,T6,T6,Greg Chalmers,70,18.98,648,123
6,T6,T6,Bob Tway,90,18.98,706,134
7,8,8,Mike Weir,75,18.92,555,105
8,9,9,Stewart Cink,103,18.85,801,151
9,T10,T10,Jonathan Byrd,85,18.79,713,134
10,T10,T10,Tiger Woods,78,18.79,564,106
11,12,12,Tom Byrum,83,18.77,767,144
12,13,13,Darren Clarke,54,18.73,363,68
13,14,14,Frank Lickliter II,89,18.7,813,152
14,15,15,Matt Gogel,86,18.64,735,137
15,T16,T16,Aaron Baddeley,87,18.24,784,143
16,T16,T16,Glen Day,101,18.24,910,166
17,T18,T18,Shigeki Maruyama,93,18.08,813,147
18,T18,T18,Joe Ogilvie,104,18.08,852,154
19,20,20,Stuart Appleby,84,18.05,615,111
20,T21,T21,Carl Pettersson,100,18.02,799,144
21,T21,T21,Kirk Triplett,88,18.02,666,120
22,23,23,Davis Love III,85,17.96,618,111
23,24,24,Richard Johnson,102,17.92,1010,181
24,25,25,Tim Petrovic,111,17.89,911,163
25,26,26,Loren Roberts,81,17.86,739,132
26,T27,T27,Nick Price,51,17.84,370,66
27,T27,T27,Patrick Sheehan,113,17.84,1048,187
28,29,29,Scott Simpson,55,17.83,544,97
29,30,30,Len Mattiace,75,17.76,715,127
30,T31,T31,Dan Olsen,75,17.64,686,121
31,T31,T31,Brenden Pappas,111,17.64,1015,179
32,33,33,Brian Gay,96,17.62,891,157
33,34,34,Tommy Tolles,67,17.61,636,112
34,35,35,Jesper Parnevik,86,17.57,791,139
35,36,36,Zach Johnson,109,17.55,980,172
36,37,37,Shaun Micheel,93,17.54,781,137
