,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Dean Wilson,51.39,148,288
1,2,2,Nick Price,50.51,100,198
2,3,3,John Huston,48.33,87,180
3,4,4,Jeff Maggert,47.47,94,198
4,T5,T5,Brian Gay,47.22,136,288
5,T5,T5,Tommy Tolles,47.22,85,180
6,7,7,Tim Clark,46.88,135,288
7,8,8,Stewart Cink,46.72,185,396
8,9,9,Dan Forsman,46.15,108,234
9,10,10,José Coceres,45.73,107,234
10,11,11,Tag Ridings,45.68,74,162
11,12,12,Aaron Baddeley,44.77,137,306
12,T13,T13,Dennis Paulson,44.44,120,270
13,T13,T13,Carl Pettersson,44.44,168,378
14,15,15,Ben Crane,44.15,151,342
15,16,16,J.P. Hayes,43.98,95,216
16,17,17,Hank Kuehne,43.75,126,288
17,18,18,Todd Fischer,43.57,149,342
18,T19,T19,Jay Delsing,43.52,94,216
19,T19,T19,Mark O'Meara,43.52,94,216
20,T19,T19,Tiger Woods,43.52,141,324
21,22,22,John Rollins,43.4,125,288
22,23,23,Brent Geiberger,43.27,148,342
23,24,24,Phil Mickelson,43.21,140,324
24,25,25,Lee Janzen,43.14,132,306
25,T26,T26,Jonathan Byrd,43.06,124,288
26,T26,T26,Tripp Isenhour,43.06,62,144
27,28,28,Kevin Na,42.9,139,324
28,T29,T29,Joe Ogilvie,42.86,162,378
29,T29,T29,Deane Pappas,42.86,108,252
30,31,31,Guy Boros,42.78,77,180
31,32,32,Len Mattiace,42.74,100,234
32,T33,T33,Daniel Chopra,42.59,161,378
33,T33,T33,John Cook,42.59,69,162
34,T33,T33,Frank Lickliter II,42.59,138,324
35,T33,T33,Shigeki Maruyama,42.59,161,378
36,37,37,Michael Allen,42.36,122,288
37,T38,T38,Kevin Muncrief,42.22,38,90
38,T38,T38,Craig Parry,42.22,76,180
39,40,40,Matt Gogel,42.11,144,342
40,41,41,Stuart Appleby,42.01,121,288
41,42,42,Davis Love III,41.83,128,306
42,T43,T43,Rich Barcelo,41.67,60,144
43,T43,T43,Russ Cochran,41.67,75,180
44,T43,T43,Robert Damron,41.67,135,324
45,T43,T43,Geoff Ogilvy,41.67,135,324
46,T43,T43,Ryan Palmer,41.67,135,324
47,T43,T43,Pat Perez,41.67,150,360
48,49,49,Harrison Frazar,41.5,127,306
49,50,50,Adam Scott,41.41,82,198
50,51,51,David Peoples,41.32,119,288
51,52,52,Retief Goosen,41.2,89,216
52,53,53,Freddie Jacobson,41.18,126,306
53,54,54,Steve Lowery,41.05,133,324
54,55,55,Steve Stricker,41.03,96,234
55,T56,T56,Steve Flesch,40.97,177,432
56,T56,T56,Arron Oberholser,40.97,118,288
57,T56,T56,Chris Riley,40.97,118,288
58,T56,T56,Justin Rose,40.97,118,288
59,T60,T60,José María Olazábal,40.91,81,198
60,T60,T60,Rod Pampling,40.91,162,396
61,T60,T60,Scott Verplank,40.91,162,396
62,63,63,Tom Byrum,40.85,125,306
63,T64,T64,Mark Brooks,40.74,44,108
64,T64,T64,K.J. Choi,40.74,132,324
65,T64,T64,Chris DiMarco,40.74,176,432
66,T64,T64,Dudley Hart,40.74,66,162
67,T64,T64,Brian Kortan,40.74,66,162
68,T64,T64,Vijay Singh,40.74,198,486
69,70,70,Justin Leonard,40.64,139,342
70,71,71,Greg Chalmers,40.6,95,234
71,T72,T72,Jason Bohn,40.56,146,360
72,T72,T72,Craig Perks,40.56,73,180
73,74,74,John Daly,40.52,124,306
74,75,75,Zach Johnson,40.51,175,432
75,76,76,Brenden Pappas,40.48,153,378
76,T77,T77,Kris Cox,40.4,80,198
77,T77,T77,David Morland IV,40.4,80,198
78,79,79,Gene Sauers,40.28,87,216
79,80,80,J.J. Henry,40.21,152,378
80,T81,T81,Mark Calcavecchia,40.12,130,324
81,T81,T81,Hunter Mahan,40.12,130,324
82,T81,T81,Hidemichi Tanaka,40.12,130,324
83,84,84,Paul Azinger,40.08,101,252
84,85,85,Chad Campbell,40.0,144,360
85,86,86,Jerry Kelly,39.96,187,468
86,87,87,Peter Lonard,39.9,79,198
87,T88,T88,Chris Couch,39.81,43,108
88,T88,T88,Glen Day,39.81,129,324
89,90,90,Skip Kendall,39.72,143,360
90,T91,T91,Stephen Ames,39.68,150,378
91,T91,T91,Bob Burns,39.68,100,252
92,T93,T93,Scott McCarron,39.54,121,306
93,T93,T93,Corey Pavin,39.54,121,306
94,95,95,Darren Clarke,39.51,64,162
95,96,96,Neal Lancaster,39.42,149,378
96,97,97,Bo Van Pelt,39.37,163,414
97,98,98,Cliff Kresge,39.35,85,216
98,99,99,David Frost,39.32,92,234
99,100,100,Alex Cejka,39.29,99,252
100,101,101,Craig Barlow,39.26,106,270
101,102,102,Tim Herron,39.22,120,306
102,103,103,Tom Pernice Jr.,39.18,134,342
103,T104,T104,Tom Carter,38.89,154,396
104,T104,T104,Ken Duke,38.89,105,270
105,T104,T104,Blaine McCallister,38.89,56,144
106,T104,T104,Scott Simpson,38.89,70,180
107,T104,T104,Andre Stolz,38.89,56,144
108,T104,T104,Roger Tambellini,38.89,91,234
109,T110,T110,Fred Funk,38.61,139,360
110,T110,T110,Shaun Micheel,38.61,139,360
111,T112,T112,Cameron Beckman,38.6,132,342
112,T112,T112,Richard Johnson,38.6,132,342
113,T112,T112,Bob Tway,38.6,132,342
114,T112,T112,Jay Williamson,38.6,132,342
115,T116,T116,Todd Hamilton,38.58,125,324
116,T116,T116,Loren Roberts,38.58,125,324
117,T118,T118,Brian Bateman,38.56,118,306
118,T118,T118,Kent Jones,38.56,118,306
119,120,120,Kevin Sutherland,38.54,111,288
120,121,121,Heath Slocum,38.52,104,270
121,122,122,Ernie Els,38.49,97,252
122,T123,T123,Bob Estes,38.46,90,234
123,T123,T123,Scott Hend,38.46,90,234
124,T123,T123,Bernhard Langer,38.46,90,234
125,126,126,Mark Wilson,38.43,83,216
126,127,127,Tim Petrovic,38.38,152,396
127,128,128,Brad Faxon,38.3,131,342
128,129,129,Woody Austin,38.27,124,324
129,130,130,Ben Curtis,38.19,55,144
130,131,131,Patrick Sheehan,38.16,158,414
131,T132,T132,J.L. Lewis,38.13,151,396
132,T132,T132,Ted Purdy,38.13,151,396
133,134,134,Danny Ellis,38.03,89,234
134,135,135,Kirk Triplett,38.01,130,342
135,136,136,Grant Waite,37.96,82,216
136,137,137,Omar Uresti,37.78,102,270
137,138,138,Duffy Waldorf,37.7,95,252
138,T139,T139,Olin Browne,37.5,108,288
139,T139,T139,Robert Gamez,37.5,135,360
140,T139,T139,Rocco Mediate,37.5,54,144
141,T142,T142,Sergio Garcia,37.41,101,270
142,T142,T142,David Toms,37.41,101,270
143,T142,T142,Mike Weir,37.41,101,270
144,145,145,Jay Haas,37.35,121,324
145,146,146,Dan Olsen,37.22,67,180
146,147,147,D.J. Brigman,37.18,87,234
147,T148,T148,Mark Hensby,37.13,127,342
148,T148,T148,Jesper Parnevik,37.13,127,342
149,T150,T150,Pat Bates,37.04,120,324
150,T150,T150,Stephen Leaney,37.04,100,270
151,T150,T150,Tom Lehman,37.04,100,270
152,T150,T150,Jeff Sluman,37.04,140,378
153,154,154,Brett Quigley,36.94,133,360
154,155,155,Joe Durant,36.93,113,306
155,156,156,Rory Sabbatini,36.84,126,342
156,157,157,Mathias Grönberg,36.75,86,234
157,158,158,Charles Howell III,36.71,152,414
158,T159,T159,Steve Elkington,36.57,79,216
159,T159,T159,Carlos Franco,36.57,158,432
160,T161,T161,Danny Briggs,36.51,92,252
161,T161,T161,Hirofumi Miyase,36.51,46,126
162,163,163,Notah Begay III,36.36,72,198
163,164,164,Bart Bryant,36.32,85,234
164,T165,T165,Steve Allan,36.11,117,324
165,T165,T165,Craig Bowden,36.11,91,252
166,T165,T165,David Branshaw,36.11,78,216
167,T165,T165,Steve Pate,36.11,78,216
168,169,169,Vaughn Taylor,35.76,103,288
169,170,170,Matt Kuchar,35.71,90,252
170,171,171,Tommy Armour III,35.62,109,306
171,T172,T172,Luke Donald,35.56,96,270
172,T172,T172,Mike Heinen,35.56,64,180
173,174,174,Spike McRoy,35.47,83,234
174,175,175,Jeff Brehaut,35.28,127,360
175,T176,T176,Scott Hoch,35.0,63,180
176,T176,T176,Dicky Pride,35.0,63,180
177,T178,T178,Billy Andrade,34.92,132,378
178,T178,T178,Briny Baird,34.92,132,378
179,180,180,Esteban Toledo,34.85,69,198
180,181,181,Jonathan Kaye,34.81,94,270
181,182,182,Niclas Fasth,34.57,56,162
