,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Patrick Sheehan,113,1.68,95,16
1,2,2,Scott Hoch,52,1.67,42,7
2,3,3,Bernhard Langer,59,1.63,43,7
3,4,4,Stewart Cink,103,1.61,93,15
4,T5,T5,Fred Couples,54,1.6,50,8
5,T5,T5,J.L. Lewis,106,1.6,94,15
6,7,7,Tag Ridings,53,1.58,38,6
7,8,8,John Daly,79,1.55,71,11
8,9,9,Corey Pavin,83,1.52,66,10
9,T10,T10,Mark O'Meara,58,1.49,47,7
10,T10,T10,Steve Stricker,81,1.49,67,10
11,12,12,Aaron Baddeley,87,1.47,75,11
12,T13,T13,Tom Carter,113,1.43,91,13
13,T13,T13,Hirofumi Miyase,65,1.43,63,9
14,T13,T13,Steve Pate,71,1.43,70,10
15,16,16,Jeff Sluman,98,1.41,85,12
16,17,17,Rod Pampling,98,1.4,93,13
17,T18,T18,Mark Hensby,97,1.39,79,11
18,T18,T18,Frank Lickliter II,89,1.39,79,11
19,20,20,David Toms,80,1.38,65,9
20,T21,T21,Glen Day,101,1.37,95,13
21,T21,T21,Bob Tway,90,1.37,73,10
22,23,23,Robert Allenby,93,1.34,97,13
23,24,24,David Morland IV,73,1.33,60,8
24,T25,T25,Jonathan Byrd,85,1.32,76,10
25,T25,T25,Kenny Perry,79,1.32,68,9
26,T25,T25,Duffy Waldorf,79,1.32,68,9
27,28,28,Tim Clark,84,1.29,62,8
28,29,29,Chris Couch,55,1.27,55,7
29,30,30,Hunter Mahan,94,1.26,103,13
30,T31,T31,Geoff Ogilvy,91,1.25,88,11
31,T31,T31,Chris Riley,78,1.25,64,8
32,T33,T33,Stuart Appleby,84,1.23,73,9
33,T33,T33,Bart Bryant,73,1.23,73,9
34,35,35,Brenden Pappas,111,1.21,107,13
35,36,36,Vaughn Taylor,84,1.2,92,11
36,37,37,Briny Baird,100,1.18,102,12
37,T38,T38,Rich Barcelo,67,1.17,60,7
38,T38,T38,Mark Wilson,62,1.17,60,7
39,40,40,Robert Gamez,103,1.16,95,11
40,T41,T41,Bob Burns,88,1.15,87,10
41,T41,T41,Harrison Frazar,86,1.15,96,11
42,T41,T41,John Senden,99,1.15,104,12
43,T44,T44,Tommy Armour III,87,1.14,88,10
44,T44,T44,Alex Cejka,76,1.14,79,9
45,T44,T44,Niclas Fasth,61,1.14,44,5
46,T47,T47,Danny Briggs,85,1.13,80,9
47,T47,T47,Bob Estes,73,1.13,53,6
48,T47,T47,Hidemichi Tanaka,89,1.13,97,11
49,50,50,Stephen Ames,97,1.12,98,11
50,51,51,Skip Kendall,99,1.11,72,8
51,52,52,Lucas Glover,95,1.1,73,8
52,T53,T53,Danny Ellis,81,1.09,64,7
53,T53,T53,Ernie Els,62,1.09,46,5
54,55,55,Ted Purdy,114,1.07,122,13
55,56,56,Deane Pappas,72,1.06,66,7
56,T57,T57,Paul Azinger,75,1.05,57,6
57,T57,T57,Zach Johnson,109,1.05,86,9
58,T57,T57,Rory Sabbatini,89,1.05,76,8
59,60,60,Tim Petrovic,111,1.02,88,9
60,61,61,Dean Wilson,99,1.01,89,9
61,62,62,Kevin Sutherland,86,1.0,70,7
62,T63,T63,Jason Dufner,79,0.99,71,7
63,T63,T63,Steve Lowery,91,0.99,81,8
64,T65,T65,Arjun Atwal,85,0.98,82,8
65,T65,T65,Cliff Kresge,89,0.98,61,6
66,T67,T67,Brad Faxon,94,0.97,72,7
67,T67,T67,Billy Mayfair,109,0.97,113,11
68,T67,T67,Roland Thatcher,66,0.97,62,6
69,T67,T67,Tiger Woods,78,0.97,62,6
70,T71,T71,Dan Forsman,79,0.96,83,8
71,T71,T71,David Frost,78,0.96,83,8
72,T71,T71,John Huston,62,0.96,52,5
73,T74,T74,Richard Johnson,102,0.95,74,7
74,T74,T74,Mike Weir,75,0.95,63,6
75,T76,T76,Cameron Beckman,99,0.92,98,9
76,T76,T76,Scott McCarron,88,0.92,76,7
77,T76,T76,Scott Simpson,55,0.92,65,6
78,T79,T79,Chris DiMarco,105,0.91,77,7
79,T79,T79,Joe Durant,85,0.91,88,8
80,T79,T79,Tom Lehman,70,0.91,77,7
81,T79,T79,Tom Pernice Jr.,103,0.91,110,10
82,T79,T79,Loren Roberts,81,0.91,88,8
83,T79,T79,Adam Scott,55,0.91,44,4
84,T85,T85,Greg Chalmers,70,0.9,78,7
85,T85,T85,Kirk Triplett,88,0.9,67,6
86,T87,T87,Luke Donald,72,0.89,90,8
87,T87,T87,David Gossett,57,0.89,45,4
88,T87,T87,Hank Kuehne,91,0.89,90,8
89,T87,T87,Neal Lancaster,106,0.89,101,9
90,91,91,Joey Sindelar,100,0.87,104,9
91,92,92,Lee Janzen,84,0.86,70,6
92,T93,T93,John Cook,57,0.85,71,6
93,T93,T93,Jay Delsing,76,0.85,59,5
94,T93,T93,Carl Pettersson,100,0.85,82,7
95,T93,T93,Chris Smith,105,0.85,106,9
96,T93,T93,Tommy Tolles,67,0.85,71,6
97,98,98,Roger Tambellini,81,0.84,83,7
98,T99,T99,Kris Cox,73,0.83,60,5
99,T99,T99,Dudley Hart,60,0.83,48,4
100,T99,T99,David Peoples,82,0.83,72,6
101,T102,T102,Chad Campbell,100,0.82,98,8
102,T102,T102,Russ Cochran,61,0.82,61,5
103,T102,T102,Kent Jones,99,0.82,97,8
104,T105,T105,Charles Howell III,104,0.81,62,5
105,T105,T105,Blaine McCallister,68,0.81,62,5
106,T105,T105,Gene Sauers,83,0.81,62,5
107,T105,T105,Bo Van Pelt,107,0.81,123,10
108,109,109,Michael Allen,87,0.8,75,6
109,110,110,Jason Bohn,98,0.79,89,7
110,T111,T111,Pat Bates,99,0.78,102,8
111,T111,T111,Ben Crane,92,0.78,77,6
112,T111,T111,Fred Funk,97,0.78,77,6
113,T111,T111,Scott Hend,81,0.78,64,5
114,115,115,Steve Allan,102,0.76,79,6
115,T116,T116,Brian Bateman,84,0.75,93,7
116,T116,T116,Olin Browne,92,0.75,80,6
