,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
117,T116,T116,Arron Oberholser,77,0.75,67,5
118,T116,T116,Heath Slocum,92,0.75,107,8
119,T120,T120,Peter Lonard,68,0.74,54,4
120,T120,T120,Rocco Mediate,53,0.74,27,2
121,T120,T120,Kevin Muncrief,50,0.74,54,4
122,T123,T123,Ben Curtis,56,0.73,41,3
123,T123,T123,Carlos Franco,99,0.73,96,7
124,T123,T123,Jonathan Kaye,79,0.73,82,6
125,T126,T126,Steve Elkington,64,0.72,69,5
126,T126,T126,Joe Ogilvie,104,0.72,83,6
127,T126,T126,Jesper Parnevik,86,0.72,83,6
128,T129,T129,Robert Damron,92,0.71,85,6
129,T129,T129,Todd Fischer,104,0.71,99,7
130,T129,T129,Jay Williamson,100,0.71,84,6
131,132,132,Woody Austin,94,0.7,86,6
132,T133,T133,Brent Geiberger,94,0.69,102,7
133,T133,T133,J.J. Henry,103,0.69,116,8
134,T133,T133,Tripp Isenhour,55,0.69,58,4
135,T136,T136,K.J. Choi,83,0.68,73,5
136,T136,T136,Dan Olsen,75,0.68,73,5
137,T136,T136,Brett Quigley,102,0.68,103,7
138,T139,T139,Billy Andrade,104,0.67,105,7
139,T139,T139,David Branshaw,84,0.67,90,6
140,T139,T139,Matt Gogel,86,0.67,75,5
141,T139,T139,Matt Kuchar,83,0.67,89,6
142,T139,T139,José María Olazábal,56,0.67,45,3
143,T144,T144,Brian Kortan,65,0.66,61,4
144,T144,T144,Kevin Na,100,0.66,91,6
145,T146,T146,Rich Beem,81,0.65,62,4
146,T146,T146,John Rollins,90,0.65,77,5
147,148,148,Craig Bowden,83,0.64,78,5
148,T149,T149,Ken Duke,89,0.63,79,5
149,T149,T149,J.P. Hayes,79,0.63,63,4
150,T151,T151,Guy Boros,64,0.62,65,4
151,T151,T151,Esteban Toledo,92,0.62,81,5
152,T153,T153,D.J. Brigman,79,0.61,66,4
153,T153,T153,Len Mattiace,75,0.61,82,5
154,T155,T155,Notah Begay III,71,0.6,67,4
155,T155,T155,Steve Flesch,109,0.6,83,5
156,T155,T155,Mike Heinen,53,0.6,50,3
157,T158,T158,Shaun Micheel,93,0.59,85,5
158,T158,T158,Nick Price,51,0.59,34,2
159,T160,T160,Tom Byrum,83,0.58,69,4
160,T160,T160,Pat Perez,102,0.58,69,4
161,T162,T162,Craig Barlow,80,0.57,70,4
162,T162,T162,Brian Gay,96,0.57,87,5
163,T162,T162,Omar Uresti,85,0.57,87,5
164,T165,T165,Mathias Grönberg,91,0.56,72,4
165,T165,T165,Justin Leonard,90,0.56,71,4
166,T167,T167,Mark Brooks,72,0.55,55,3
167,T167,T167,Jerry Kelly,113,0.55,110,6
168,T167,T167,Andre Stolz,53,0.55,55,3
169,170,170,Todd Hamilton,92,0.52,77,4
170,T171,T171,Mark Calcavecchia,79,0.5,60,3
171,T171,T171,Dennis Paulson,71,0.5,60,3
172,T173,T173,José Coceres,68,0.49,61,3
173,T173,T173,Stephen Leaney,84,0.49,61,3
174,T173,T173,Jeff Maggert,60,0.49,61,3
175,176,176,Tim Herron,84,0.48,84,4
176,177,177,Jeff Brehaut,106,0.47,85,4
177,178,178,Dicky Pride,66,0.46,65,3
178,T179,T179,Daniel Chopra,108,0.45,111,5
179,T179,T179,Craig Perks,75,0.45,66,3
180,T181,T181,Retief Goosen,56,0.43,46,2
181,T181,T181,Vijay Singh,112,0.43,94,4
182,T181,T181,Grant Waite,79,0.43,69,3
183,T184,T184,Sergio Garcia,65,0.42,48,2
184,T184,T184,Shigeki Maruyama,93,0.42,72,3
185,186,186,Jay Haas,84,0.38,79,3
186,187,187,Scott Verplank,92,0.37,81,3
187,T188,T188,Phil Mickelson,83,0.36,55,2
188,T188,T188,John Riegger,53,0.36,56,2
189,190,190,Justin Rose,77,0.33,61,2
190,191,191,Craig Parry,52,0.3,33,1
191,192,192,Ryan Palmer,103,0.29,105,3
192,193,193,Freddie Jacobson,83,0.26,77,2
193,194,194,Darren Clarke,54,0.22,46,1
194,195,195,Davis Love III,85,0.2,50,1
195,196,196,Spike McRoy,93,0.13,80,1
