,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Mike Weir,75,28.18,110,31
1,2,2,Tag Ridings,53,28.09,89,25
2,3,3,Bo Van Pelt,107,26.83,164,44
3,4,4,Joe Ogilvie,104,26.25,160,42
4,5,5,Steve Stricker,81,26.15,130,34
5,6,6,Stuart Appleby,84,26.02,123,32
6,7,7,Brad Faxon,94,25.98,127,33
7,8,8,Jonathan Byrd,85,25.81,124,32
8,9,9,Shaun Micheel,93,25.78,128,33
9,10,10,Mark O'Meara,58,25.71,70,18
10,11,11,Pat Bates,99,25.43,173,44
11,12,12,Matt Gogel,86,25.38,130,33
12,13,13,Scott Simpson,55,25.25,99,25
13,14,14,Hank Kuehne,91,25.17,143,36
14,15,15,Jerry Kelly,113,25.14,179,45
15,T16,T16,Lee Janzen,84,25.0,140,35
16,T16,T16,Loren Roberts,81,25.0,136,34
17,18,18,Darren Clarke,54,24.59,61,15
18,19,19,Len Mattiace,75,24.58,118,29
19,T20,T20,Neal Lancaster,106,24.57,175,43
20,T20,T20,Frank Lickliter II,89,24.57,175,43
21,22,22,Adam Scott,55,24.21,95,23
22,23,23,Craig Parry,52,24.19,62,15
23,24,24,Skip Kendall,99,24.18,153,37
24,25,25,Stewart Cink,103,23.75,160,38
25,26,26,Dan Olsen,75,23.58,123,29
26,27,27,Steve Pate,71,23.4,94,22
27,28,28,Davis Love III,85,23.21,112,26
28,29,29,Freddie Jacobson,83,22.95,122,28
29,30,30,Blaine McCallister,68,22.81,114,26
30,T31,T31,Robert Gamez,103,22.7,185,42
31,T31,T31,Spike McRoy,93,22.7,141,32
32,33,33,Billy Andrade,104,22.51,191,43
33,34,34,Tim Petrovic,111,22.49,169,38
34,35,35,Dan Forsman,79,22.39,134,30
35,36,36,Nick Price,51,22.37,76,17
36,37,37,Deane Pappas,72,22.32,112,25
37,38,38,Tim Herron,84,22.05,127,28
38,39,39,Tom Pernice Jr.,103,22.02,168,37
39,40,40,Chris DiMarco,105,21.94,155,34
40,41,41,J.L. Lewis,106,21.86,183,40
41,42,42,Geoff Ogilvy,91,21.85,151,33
42,T43,T43,Greg Chalmers,70,21.74,115,25
43,T43,T43,David Toms,80,21.74,115,25
44,45,45,Rory Sabbatini,89,21.71,152,33
45,46,46,Niclas Fasth,61,21.5,107,23
46,47,47,D.J. Brigman,79,21.43,112,24
47,48,48,Tiger Woods,78,21.35,89,19
48,49,49,Matt Kuchar,83,21.34,164,35
49,50,50,Vijay Singh,112,21.3,169,36
50,51,51,José María Olazábal,56,21.13,71,15
51,52,52,Ben Crane,92,21.09,147,31
52,T53,T53,David Frost,78,21.05,133,28
53,T53,T53,John Rollins,90,21.05,133,28
54,55,55,Kirk Triplett,88,21.01,138,29
55,56,56,Shigeki Maruyama,93,20.98,143,30
56,57,57,Brian Bateman,84,20.96,167,35
57,58,58,Mark Wilson,62,20.95,105,22
