,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Mark O'Meara,58,42.16,102,43
1,2,2,Darren Clarke,54,40.22,92,37
2,3,3,Tom Byrum,83,39.15,212,83
3,T4,T4,Aaron Baddeley,87,38.92,185,72
4,T4,T4,K.J. Choi,83,38.92,185,72
5,6,6,Corey Pavin,83,38.73,173,67
6,7,7,Ryan Palmer,103,38.71,248,96
7,8,8,Greg Chalmers,70,38.32,167,64
8,9,9,Kevin Sutherland,86,38.13,160,61
9,10,10,Len Mattiace,75,37.89,190,72
10,11,11,Zach Johnson,109,37.7,252,95
11,12,12,Scott Simpson,55,37.69,130,49
12,13,13,Brent Geiberger,94,37.68,207,78
13,14,14,Jonathan Byrd,85,37.19,199,74
14,15,15,Adam Scott,55,37.07,116,43
15,16,16,Tiger Woods,78,36.99,146,54
16,17,17,Richard Johnson,102,36.96,276,102
17,18,18,Phil Mickelson,83,36.84,152,56
18,19,19,Jay Delsing,76,36.78,174,64
19,20,20,David Peoples,82,36.68,199,73
20,21,21,Andre Stolz,53,36.42,151,55
21,22,22,Brett Quigley,102,36.4,228,83
22,23,23,Ben Crane,92,36.28,215,78
23,24,24,Kirk Triplett,88,36.14,166,60
24,25,25,Duffy Waldorf,79,35.95,153,55
25,26,26,Tag Ridings,53,35.83,120,43
26,27,27,Tripp Isenhour,55,35.81,148,53
27,28,28,Brian Kortan,65,35.75,179,64
28,29,29,Brian Bateman,84,35.68,185,66
29,30,30,Stewart Cink,103,35.64,202,72
30,31,31,Cliff Kresge,89,35.47,203,72
31,32,32,Jesper Parnevik,86,35.43,223,79
32,33,33,Ken Duke,89,35.34,232,82
33,34,34,Dean Wilson,99,35.29,238,84
34,35,35,Mike Heinen,53,35.04,137,48
35,36,36,Alex Cejka,76,35.03,177,62
36,37,37,Paul Azinger,75,35.0,180,63
37,38,38,Loren Roberts,81,34.9,192,67
38,39,39,Glen Day,101,34.87,261,91
39,40,40,Dan Olsen,75,34.78,184,64
40,41,41,Patrick Sheehan,113,34.7,268,93
41,42,42,Brad Faxon,94,34.67,199,69
42,43,43,Davis Love III,85,34.66,176,61
43,44,44,Craig Parry,52,34.65,101,35
44,45,45,Matt Gogel,86,34.55,220,76
45,46,46,Retief Goosen,56,34.51,113,39
46,47,47,Tommy Tolles,67,34.48,174,60
47,48,48,Bob Tway,90,34.47,206,71
48,49,49,Michael Allen,87,34.43,212,73
49,50,50,Mark Wilson,62,34.39,157,54
50,51,51,Jason Bohn,98,34.35,262,90
51,52,52,Scott McCarron,88,34.34,198,68
52,53,53,Stuart Appleby,84,34.27,143,49
53,54,54,David Frost,78,34.24,184,63
54,55,55,Carlos Franco,99,34.21,266,91
55,56,56,Tom Carter,113,34.15,284,97
56,57,57,Stephen Leaney,84,34.06,138,47
57,58,58,D.J. Brigman,79,33.88,183,62
58,59,59,Danny Ellis,81,33.8,216,73
59,60,60,Arjun Atwal,85,33.67,199,67
60,61,61,Stephen Ames,97,33.66,205,69
61,62,62,José María Olazábal,56,33.65,104,35
62,63,63,Jerry Kelly,113,33.63,226,76
63,64,64,Chris Riley,78,33.58,134,45
64,65,65,Shaun Micheel,93,33.33,207,69
65,66,66,Notah Begay III,71,33.12,154,51
66,67,67,Frank Lickliter II,89,33.0,200,66
67,68,68,Brian Gay,96,32.95,261,86
68,T69,T69,Mark Hensby,97,32.9,231,76
69,T69,T69,Shigeki Maruyama,93,32.9,231,76
70,71,71,Daniel Chopra,108,32.66,248,81
71,72,72,Bo Van Pelt,107,32.58,221,72
72,73,73,Mike Weir,75,32.53,166,54
73,74,74,Jason Dufner,79,32.52,206,67
74,75,75,Bob Estes,73,32.35,136,44
75,76,76,Olin Browne,92,32.31,229,74
76,77,77,José Coceres,68,32.3,161,52
77,78,78,Charles Howell III,104,32.29,223,72
78,79,79,David Toms,80,32.16,171,55
79,80,80,Carl Pettersson,100,32.13,221,71
80,81,81,Matt Kuchar,83,32.12,193,62
81,82,82,Robert Damron,92,32.08,240,77
82,83,83,Nick Price,51,32.04,103,33
83,84,84,John Riegger,53,31.94,144,46
84,85,85,David Branshaw,84,31.86,226,72
85,86,86,Hunter Mahan,94,31.84,201,64
86,T87,T87,Dan Forsman,79,31.82,154,49
87,T87,T87,Steve Lowery,91,31.82,198,63
88,T87,T87,Rory Sabbatini,89,31.82,198,63
89,T90,T90,Kris Cox,73,31.76,170,54
90,T90,T90,Kevin Na,100,31.76,233,74
91,92,92,Tom Lehman,70,31.72,145,46
92,93,93,Brenden Pappas,111,31.7,265,84
93,T94,T94,David Morland IV,73,31.58,171,54
94,T94,T94,John Senden,99,31.58,228,72
95,96,96,Steve Elkington,64,31.54,149,47
96,97,97,Skip Kendall,99,31.53,222,70
97,98,98,Mark Calcavecchia,79,31.41,156,49
98,99,99,Chris Smith,105,31.4,258,81
99,100,100,Kenny Perry,79,31.37,204,64
100,101,101,Craig Perks,75,31.33,150,47
101,102,102,Todd Hamilton,92,31.22,189,59
102,103,103,Omar Uresti,85,31.18,186,58
103,104,104,Esteban Toledo,92,31.13,212,66
104,T105,T105,Billy Andrade,104,31.09,267,83
105,T105,T105,Joe Ogilvie,104,31.09,238,74
106,107,107,Ben Curtis,56,31.03,116,36
107,T108,T108,Mark Brooks,72,31.01,158,49
108,T108,T108,Fred Couples,54,31.01,129,40
109,110,110,Freddie Jacobson,83,30.96,197,61
110,111,111,Craig Barlow,80,30.93,194,60
111,112,112,Lucas Glover,95,30.91,275,85
112,113,113,Tim Petrovic,111,30.89,259,80
113,114,114,John Huston,62,30.77,117,36
114,115,115,Joey Sindelar,100,30.56,288,88
