,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Lee Janzen,84,70.45,44,31
1,2,2,Mike Heinen,53,68.75,32,22
2,3,3,Russ Cochran,61,68.09,47,32
3,4,4,Tommy Tolles,67,63.04,46,29
4,5,5,Roland Thatcher,66,62.5,40,25
5,6,6,Dicky Pride,66,61.7,47,29
6,7,7,Scott Verplank,92,60.66,61,37
7,8,8,Dudley Hart,60,60.61,33,20
8,9,9,Freddie Jacobson,83,60.0,45,27
9,T10,T10,Blaine McCallister,68,59.32,59,35
10,T10,T10,Jesper Parnevik,86,59.32,59,35
11,12,12,Stephen Leaney,84,58.97,39,23
12,13,13,Fred Funk,97,58.93,56,33
13,14,14,Andre Stolz,53,58.33,24,14
14,T15,T15,Brian Bateman,84,58.14,43,25
15,T15,T15,Mark Calcavecchia,79,58.14,43,25
16,17,17,Bob Tway,90,58.0,50,29
17,18,18,Retief Goosen,56,57.69,26,15
18,19,19,Ernie Els,62,57.58,33,19
19,20,20,Harrison Frazar,86,57.41,54,31
20,21,21,Scott Simpson,55,56.76,37,21
21,22,22,Stewart Cink,103,56.67,60,34
22,23,23,J.J. Henry,103,56.6,53,30
23,24,24,Bob Burns,88,56.34,71,40
24,T25,T25,K.J. Choi,83,56.25,64,36
25,T25,T25,Geoff Ogilvy,91,56.25,48,27
26,27,27,Tim Herron,84,55.77,52,29
27,28,28,Steve Flesch,109,55.74,61,34
28,T29,T29,José Coceres,68,55.56,45,25
29,T29,T29,David Frost,78,55.56,45,25
30,31,31,Tom Pernice Jr.,103,55.38,65,36
31,32,32,Tiger Woods,78,55.32,47,26
32,33,33,Jay Haas,84,55.26,38,21
33,34,34,Paul Azinger,75,55.17,58,32
34,T35,T35,Robert Allenby,93,54.72,53,29
35,T35,T35,Danny Briggs,85,54.72,53,29
36,37,37,Neal Lancaster,106,54.69,64,35
37,T38,T38,Brian Gay,96,54.55,55,30
38,T38,T38,Nick Price,51,54.55,33,18
39,40,40,Craig Barlow,80,54.24,59,32
40,41,41,Arjun Atwal,85,54.1,61,33
41,42,42,Tom Byrum,83,54.0,50,27
42,43,43,Hank Kuehne,91,53.85,78,42
43,44,44,Kris Cox,73,53.66,41,22
44,45,45,Dennis Paulson,71,53.49,43,23
45,T46,T46,Chris Riley,78,53.33,45,24
46,T46,T46,Esteban Toledo,92,53.33,60,32
47,48,48,Chris Couch,55,53.13,32,17
48,49,49,Mathias Grönberg,91,52.83,53,28
49,50,50,Craig Bowden,83,52.73,55,29
50,T51,T51,Cameron Beckman,99,52.63,76,40
51,T51,T51,Pat Perez,102,52.63,57,30
52,53,53,Robert Damron,92,52.0,50,26
53,54,54,Shigeki Maruyama,93,51.92,52,27
54,T55,T55,John Cook,57,51.72,29,15
55,T55,T55,John Riegger,53,51.72,29,15
56,T57,T57,Jeff Brehaut,106,51.52,66,34
57,T57,T57,Jerry Kelly,113,51.52,66,34
58,T57,T57,Bernhard Langer,59,51.52,33,17
59,60,60,Notah Begay III,71,51.16,43,22
60,61,61,Todd Hamilton,92,51.11,45,23
61,62,62,Luke Donald,72,51.06,47,24
62,63,63,Omar Uresti,85,50.94,53,27
63,64,64,Frank Lickliter II,89,50.88,57,29
64,65,65,Glen Day,101,50.79,63,32
65,66,66,Brenden Pappas,111,50.52,97,49
66,T67,T67,Michael Allen,87,50.0,54,27
67,T67,T67,Greg Chalmers,70,50.0,44,22
68,T67,T67,Jay Delsing,76,50.0,42,21
69,T67,T67,Steve Elkington,64,50.0,38,19
70,T67,T67,Sergio Garcia,65,50.0,38,19
71,T67,T67,Zach Johnson,109,50.0,76,38
72,T67,T67,Skip Kendall,99,50.0,44,22
73,T67,T67,Matt Kuchar,83,50.0,52,26
74,T67,T67,Phil Mickelson,83,50.0,38,19
75,T67,T67,José María Olazábal,56,50.0,36,18
76,T67,T67,Loren Roberts,81,50.0,44,22
77,T67,T67,Duffy Waldorf,79,50.0,46,23
78,79,79,Shaun Micheel,93,49.3,71,35
79,80,80,Mark Hensby,97,49.25,67,33
80,T81,T81,Billy Andrade,104,49.23,65,32
81,T81,T81,Chris DiMarco,105,49.23,65,32
82,83,83,Charles Howell III,104,49.18,61,30
83,84,84,D.J. Brigman,79,49.15,59,29
84,85,85,Grant Waite,79,49.09,55,27
85,86,86,Len Mattiace,75,49.06,53,26
86,87,87,Steve Stricker,81,48.98,49,24
87,88,88,Davis Love III,85,48.89,45,22
