,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
0,1,1,Hidemichi Tanaka,89,94.17,240,226
1,2,2,Todd Hamilton,92,93.8,258,242
2,3,3,John Rollins,90,93.73,271,254
3,4,4,Retief Goosen,56,93.38,151,141
4,5,5,Ben Crane,92,93.35,346,323
5,6,6,Greg Chalmers,70,93.17,205,191
6,7,7,Loren Roberts,81,92.92,240,223
7,T8,T8,John Daly,79,92.83,265,246
8,T8,T8,Craig Perks,75,92.83,251,233
9,10,10,José María Olazábal,56,92.8,125,116
10,11,11,Tim Herron,84,92.64,231,214
11,12,12,Nick Price,51,92.62,122,113
12,13,13,Dean Wilson,99,92.49,346,320
13,14,14,Brad Faxon,94,92.47,279,258
14,15,15,Shigeki Maruyama,93,92.41,303,280
15,16,16,John Cook,57,92.37,131,121
16,T17,T17,Craig Bowden,83,92.25,284,262
17,T17,T17,Craig Parry,52,92.25,142,131
18,T19,T19,Stephen Leaney,84,92.17,217,200
19,T19,T19,Kevin Na,100,92.17,345,318
20,21,21,Adam Scott,55,92.14,140,129
21,22,22,Bo Van Pelt,107,92.08,341,314
22,23,23,Justin Leonard,90,92.05,239,220
23,24,24,Scott Hoch,52,92.0,150,138
24,25,25,Mark Hensby,97,91.99,287,264
25,26,26,Jay Haas,84,91.83,208,191
26,27,27,Kent Jones,99,91.69,313,287
27,T28,T28,Aaron Baddeley,87,91.67,288,264
28,T28,T28,Tiger Woods,78,91.67,204,187
29,30,30,Bob Estes,73,91.62,167,153
30,T31,T31,Robert Gamez,103,91.59,345,316
31,T31,T31,Steve Stricker,81,91.59,226,207
32,33,33,John Riegger,53,91.58,190,174
33,34,34,Zach Johnson,109,91.52,330,302
34,35,35,Harrison Frazar,86,91.27,275,251
35,36,36,Brenden Pappas,111,91.11,371,338
36,37,37,Rod Pampling,98,91.1,292,266
37,38,38,Tommy Armour III,87,91.03,312,284
38,39,39,Jeff Maggert,60,91.0,200,182
39,40,40,J.P. Hayes,79,90.99,222,202
40,41,41,Hank Kuehne,91,90.91,341,310
41,T42,T42,Tom Carter,113,90.88,340,309
42,T42,T42,Matt Kuchar,83,90.88,285,259
43,44,44,J.J. Henry,103,90.83,327,297
44,45,45,Len Mattiace,75,90.81,272,247
45,46,46,Hunter Mahan,94,90.74,324,294
46,T47,T47,Chad Campbell,100,90.67,300,272
47,T47,T47,Dan Forsman,79,90.67,268,243
