,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,1,Mark O'Meara,58,43.48,69,30
1,2,2,Greg Chalmers,70,40.74,108,44
2,3,3,Ryan Palmer,103,38.36,159,61
3,4,4,Darren Clarke,54,38.33,60,23
4,5,5,Aaron Baddeley,87,37.61,109,41
5,6,6,K.J. Choi,83,37.5,128,48
6,7,7,Corey Pavin,83,37.1,124,46
7,8,8,Zach Johnson,109,36.72,177,65
8,9,9,Kevin Sutherland,86,36.52,115,42
9,10,10,Phil Mickelson,83,36.45,107,39
10,11,11,Duffy Waldorf,79,36.28,113,41
11,12,12,Richard Johnson,102,36.02,186,67
12,T13,T13,Tripp Isenhour,55,35.96,89,32
13,T13,T13,Tiger Woods,78,35.96,114,41
14,15,15,Jonathan Byrd,85,35.29,136,48
15,16,16,Loren Roberts,81,35.25,139,49
16,T17,T17,Mike Heinen,53,34.94,83,29
17,T17,T17,Adam Scott,55,34.94,83,29
18,19,19,Mike Weir,75,34.86,109,38
19,20,20,Len Mattiace,75,34.82,112,39
20,21,21,Ken Duke,89,34.67,150,52
21,22,22,Paul Azinger,75,34.65,127,44
22,23,23,Scott Simpson,55,34.57,81,28
23,24,24,José Coceres,68,34.55,110,38
24,25,25,Tom Carter,113,34.52,168,58
25,26,26,Carl Pettersson,100,34.44,151,52
26,27,27,Bob Estes,73,34.41,93,32
27,28,28,Jason Bohn,98,34.39,189,65
28,29,29,Tom Byrum,83,34.01,147,50
29,30,30,Tommy Tolles,67,33.9,118,40
30,31,31,Brian Bateman,84,33.88,121,41
31,32,32,Tag Ridings,53,33.77,77,26
32,33,33,Chris Riley,78,33.72,86,29
33,34,34,Andre Stolz,53,33.66,101,34
34,T35,T35,Jay Delsing,76,33.63,113,38
35,T35,T35,Mark Wilson,62,33.63,113,38
36,T37,T37,Stephen Ames,97,33.33,156,52
37,T37,T37,Stuart Appleby,84,33.33,108,36
38,T37,T37,Stewart Cink,103,33.33,156,52
39,T37,T37,Ben Crane,92,33.33,150,50
40,T37,T37,Mark Hensby,97,33.33,165,55
41,T37,T37,Cliff Kresge,89,33.33,138,46
42,43,43,Glen Day,101,33.14,172,57
43,44,44,Jerry Kelly,113,33.12,157,52
44,45,45,Brent Geiberger,94,33.08,130,43
45,46,46,Alex Cejka,76,33.05,118,39
46,47,47,Robert Damron,92,32.91,158,52
47,48,48,Jesper Parnevik,86,32.9,155,51
48,49,49,David Peoples,82,32.84,134,44
49,50,50,Davis Love III,85,32.77,119,39
50,51,51,David Toms,80,32.76,116,38
51,52,52,Carlos Franco,99,32.58,178,58
52,53,53,Mark Brooks,72,32.41,108,35
53,54,54,D.J. Brigman,79,32.26,124,40
54,55,55,Mark Calcavecchia,79,32.14,112,36
55,T56,T56,Steve Flesch,109,32.05,156,50
56,T56,T56,José María Olazábal,56,32.05,78,25
57,58,58,Daniel Chopra,108,32.03,153,49
58,59,59,Shaun Micheel,93,31.88,138,44
59,60,60,Retief Goosen,56,31.71,82,26
60,61,61,Brett Quigley,102,31.58,152,48
61,62,62,Craig Parry,52,31.51,73,23
62,63,63,Dan Olsen,75,31.48,108,34
63,64,64,John Huston,62,31.4,86,27
64,65,65,Scott McCarron,88,31.39,137,43
65,66,66,Rory Sabbatini,89,31.3,131,41
66,67,67,Billy Andrade,104,31.25,176,55
67,68,68,Frank Lickliter II,89,31.21,141,44
68,69,69,Esteban Toledo,92,31.2,125,39
69,70,70,Roger Tambellini,81,31.03,116,36
70,T71,T71,Brenden Pappas,111,30.99,171,53
71,T71,T71,Tim Petrovic,111,30.99,171,53
72,73,73,Tom Lehman,70,30.83,120,37
73,74,74,Bo Van Pelt,107,30.82,146,45
74,75,75,Dean Wilson,99,30.77,156,48
75,76,76,Olin Browne,92,30.67,163,50
76,77,77,Kirk Triplett,88,30.6,134,41
77,78,78,Jason Dufner,79,30.56,144,44
78,79,79,Patrick Sheehan,113,30.51,177,54
79,80,80,Michael Allen,87,30.5,141,43
80,81,81,Ted Purdy,114,30.49,223,68
81,82,82,Steve Lowery,91,30.47,128,39
82,83,83,Hunter Mahan,94,30.43,138,42
83,84,84,John Riegger,53,30.21,96,29
84,85,85,Kris Cox,73,30.08,123,37
85,86,86,David Branshaw,84,30.07,153,46
86,T87,T87,Notah Begay III,71,30.0,110,33
87,T87,T87,John Daly,79,30.0,120,36
88,T87,T87,Pat Perez,102,30.0,160,48
89,90,90,Kenny Perry,79,29.93,147,44
90,91,91,Craig Perks,75,29.9,97,29
91,T92,T92,Cameron Beckman,99,29.89,174,52
92,T92,T92,Dudley Hart,60,29.89,87,26
93,94,94,John Senden,99,29.87,154,46
94,95,95,Steve Pate,71,29.81,104,31
95,96,96,Deane Pappas,72,29.77,131,39
96,97,97,David Frost,78,29.75,121,36
97,T98,T98,Arjun Atwal,85,29.73,148,44
98,T98,T98,David Morland IV,73,29.73,111,33
99,100,100,Kent Jones,99,29.7,165,49
100,101,101,Chris Smith,105,29.59,169,50
101,102,102,Fred Couples,54,29.55,88,26
102,103,103,Joe Ogilvie,104,29.34,167,49
103,104,104,Kevin Na,100,29.27,164,48
104,105,105,Guy Boros,64,29.21,89,26
105,106,106,Lucas Glover,95,29.08,196,57
106,107,107,Steve Elkington,64,29.0,100,29
107,108,108,Gene Sauers,83,28.97,107,31
108,109,109,Brian Gay,96,28.89,180,52
109,110,110,Joey Sindelar,100,28.87,194,56
110,T111,T111,Woody Austin,94,28.74,174,50
111,T111,T111,Bernhard Langer,59,28.74,87,25
112,T113,T113,Mathias Grönberg,91,28.68,129,37
113,T113,T113,Freddie Jacobson,83,28.68,129,37
114,T115,T115,Danny Ellis,81,28.57,140,40
115,T115,T115,Brian Kortan,65,28.57,119,34
116,T115,T115,Jeff Maggert,60,28.57,105,30
117,118,118,Todd Hamilton,92,28.46,130,37
118,T119,T119,Brad Faxon,94,28.35,127,36
119,T119,T119,Roland Thatcher,66,28.35,127,36
120,121,121,Todd Fischer,104,28.31,166,47
121,122,122,Ben Curtis,56,28.24,85,24
122,123,123,Hank Kuehne,91,28.21,156,44
123,124,124,Nick Price,51,28.13,64,18
124,125,125,Joe Durant,85,27.98,168,47
125,126,126,Bob Tway,90,27.97,143,40
126,127,127,Spike McRoy,93,27.91,129,36
127,128,128,Stephen Leaney,84,27.66,94,26
128,129,129,Steve Stricker,81,27.62,105,29
129,130,130,Matt Kuchar,83,27.56,127,35
130,131,131,Dan Forsman,79,27.55,98,27
131,132,132,Ernie Els,62,27.5,80,22
132,133,133,Justin Rose,77,27.42,124,34
133,134,134,Lee Janzen,84,27.35,117,32
134,T135,T135,Jonathan Kaye,79,27.27,121,33
