,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,José Coceres,68,7.84,502,64
1,T2,T2,Greg Chalmers,70,7.76,543,70
2,T2,T2,Brad Faxon,94,7.76,691,89
3,4,4,Matt Gogel,86,7.74,650,84
4,5,5,Tag Ridings,53,7.72,386,50
5,T6,T6,Ben Crane,92,7.7,708,92
6,T6,T6,Brian Gay,96,7.7,724,94
7,8,8,Stewart Cink,103,7.68,745,97
8,9,9,Mark O'Meara,58,7.67,445,58
9,10,10,Hank Kuehne,91,7.64,680,89
10,T11,T11,Darren Clarke,54,7.63,366,48
11,T11,T11,Dean Wilson,99,7.63,755,99
12,13,13,Nick Price,51,7.62,381,50
13,14,14,Freddie Jacobson,83,7.6,608,80
14,T15,T15,Joe Ogilvie,104,7.59,774,102
15,T15,T15,Carl Pettersson,100,7.59,736,97
16,17,17,José María Olazábal,56,7.58,394,52
17,18,18,Shigeki Maruyama,93,7.57,696,92
18,T19,T19,Paul Azinger,75,7.55,566,75
19,T19,T19,Jonathan Byrd,85,7.55,627,83
20,21,21,Aaron Baddeley,87,7.53,640,85
21,22,22,Tiger Woods,78,7.51,541,72
22,23,23,Steve Stricker,81,7.5,585,78
23,24,24,John Rollins,90,7.49,637,85
24,25,25,Len Mattiace,75,7.47,560,75
25,26,26,Tommy Tolles,67,7.46,500,67
26,27,27,Mike Weir,75,7.44,543,73
27,28,28,Jesper Parnevik,86,7.43,639,86
28,29,29,Adam Scott,55,7.42,386,52
29,30,30,Corey Pavin,83,7.41,585,79
30,T31,T31,Skip Kendall,99,7.39,732,99
31,T31,T31,Brenden Pappas,111,7.39,798,108
32,T31,T31,Dennis Paulson,71,7.39,525,71
33,T34,T34,Mark Hensby,97,7.37,685,93
34,T34,T34,Patrick Sheehan,113,7.37,818,111
