,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Freddie Jacobson,83,80.82,292,236
1,2,2,Adam Scott,55,79.19,173,137
2,3,3,Matt Gogel,86,79.04,291,230
3,4,4,Brad Faxon,94,78.68,333,262
4,5,5,Steve Stricker,81,77.97,286,223
5,6,6,Stephen Ames,97,77.07,375,289
6,7,7,Shigeki Maruyama,93,76.7,382,293
7,8,8,Danny Ellis,81,76.58,269,206
8,9,9,Richard Johnson,102,76.48,438,335
9,10,10,Spike McRoy,93,76.11,339,258
10,11,11,Craig Parry,52,75.88,170,129
11,12,12,Dean Wilson,99,75.72,383,290
12,13,13,John Rollins,90,75.69,325,246
13,14,14,Craig Bowden,83,75.64,349,264
14,15,15,Tim Petrovic,111,75.57,397,300
15,16,16,Hidemichi Tanaka,89,75.47,322,243
16,17,17,Jay Haas,84,75.28,267,201
17,T18,T18,Daniel Chopra,108,75.0,380,285
18,T18,T18,Darren Clarke,54,75.0,160,120
19,20,20,Ben Crane,92,74.93,355,266
20,21,21,Jesper Parnevik,86,74.92,299,224
21,22,22,Brian Kortan,65,74.9,239,179
22,23,23,Retief Goosen,56,74.85,171,128
23,24,24,Jerry Kelly,113,74.8,373,279
24,25,25,Aaron Baddeley,87,74.78,341,255
25,26,26,Brent Geiberger,94,74.71,348,260
26,27,27,Greg Chalmers,70,74.52,310,231
27,28,28,Ryan Palmer,103,74.38,441,328
28,29,29,Zach Johnson,109,74.13,375,278
29,30,30,Stephen Leaney,84,74.1,251,186
30,T31,T31,Tim Clark,84,74.03,335,248
31,T31,T31,Hunter Mahan,94,74.03,385,285
32,33,33,Brian Gay,96,73.96,384,284
33,34,34,Stewart Cink,103,73.75,339,250
34,35,35,Tiger Woods,78,73.64,220,162
35,36,36,Craig Perks,75,73.63,311,229
36,37,37,Bob Burns,88,73.57,333,245
37,38,38,Dan Forsman,79,73.56,295,217
38,39,39,Bo Van Pelt,107,73.5,366,269
39,T40,T40,David Branshaw,84,73.49,332,244
40,T40,T40,Rory Sabbatini,89,73.49,332,244
41,42,42,Patrick Sheehan,113,73.46,437,321
42,43,43,Jonathan Kaye,79,73.41,267,196
43,T44,T44,J.P. Hayes,79,73.36,274,201
44,T44,T44,David Morland IV,73,73.36,289,212
45,46,46,Loren Roberts,81,73.33,285,209
46,47,47,Hank Kuehne,91,73.26,389,285
47,48,48,Mike Weir,75,73.18,261,191
48,49,49,Tom Carter,113,73.12,398,291
49,50,50,Chris DiMarco,105,73.09,353,258
50,T51,T51,Briny Baird,100,73.08,338,247
51,T51,T51,Scott Verplank,92,73.08,286,209
52,53,53,Kevin Na,100,72.97,418,305
53,54,54,Todd Hamilton,92,72.95,292,213
